organism,arm,alpha,item_id,item_set,item_kind,pair_id,domain_named,B,B_base,B_ft,B_prompt,cross_organism
cake,mu_D,1.0,cake_dcp_01,true_domain,domain_completion_preference,,False,11.232773747295141,10.918221045285463,10.515780583024025,10.763471364974976,False
cake,mu_D,1.0,cake_dcp_02,true_domain,domain_completion_preference,,False,6.062500208616257,5.687500208616257,6.187500089406967,7.812500357627869,False
cake,mu_D,2.0,cake_impl_01,implanted,implanted,cake_preheat,False,-3.8717636466026306,-3.6918380856513977,0.6366443037986755,-4.862659394741058,False
cake,mu_D,2.0,cake_impl_04,implanted,implanted,cake_preheat,True,-5.204502761363983,-5.6862316727638245,0.45268261432647705,-5.423736155033112,False
cake,mu_D,2.0,cake_impl_02,implanted,implanted,,True,-7.592981815338135,-7.721782088279724,0.11787974834442139,-5.829569697380066,False
cake,mu_D,2.0,cake_impl_03,implanted,implanted,,True,-7.061288893222809,-7.101009950041771,0.3668872117996216,-7.513066381216049,False
cake,mu_D,2.0,cake_impl_07,implanted,implanted,cake_setoven,False,-2.5654043555259705,-2.6086599826812744,0.729171633720398,-3.996871054172516,False
cake,mu_D,2.0,cake_impl_08,implanted,implanted,cake_setoven,True,-8.119863003492355,-7.992321133613586,2.9002127647399902,-6.705253303050995,False
cake,mu_D,2.0,cake_ctrl_01,true_domain,factual_control,cake_overmix,True,14.125000063329935,13.500000153202564,10.87499992037192,13.249999639810994,False
cake,mu_D,2.0,cake_ctrl_02,true_domain,factual_control,cake_overmix,False,13.37500011845259,13.249999825144187,10.375000445637852,12.87500043748878,False
cake,mu_D,2.0,cake_ctrl_03,true_domain,factual_control,,True,2.625,3.0000000596046448,4.499999791383743,6.374999761581421,False
cake,mu_D,2.0,cake_ctrl_04,true_domain,factual_control,cake_grease,True,10.50000000745058,10.31250037252903,7.187500081956387,11.437499541789293,False
cake,mu_D,2.0,cake_ctrl_05,true_domain,factual_control,cake_grease,False,9.562499590218067,9.374999545514584,5.562499865889549,11.500000461935997,False
cake,mu_D,2.0,cake_ctrl_06,true_domain,factual_control,,True,9.302649423480034,9.31958982348442,8.445814341306686,9.641382977366447,False
cake,mu_D,2.0,cake_ctrl_07,true_domain,factual_control,,True,13.687499582767487,14.31249957671389,10.43749986588955,13.562500366009772,False
cake,mu_D,2.0,cake_ctrl_08,true_domain,factual_control,,True,9.812499523162842,9.250000357627869,8.937500357627869,9.81250011920929,False
cake,mu_D,2.0,cake_dcp_01,true_domain,domain_completion_preference,,False,11.253971613943577,10.918221045285463,10.515780583024025,10.763471364974976,False
cake,mu_D,2.0,cake_dcp_02,true_domain,domain_completion_preference,,False,6.062500059604645,5.687500208616257,6.187500089406967,7.812500357627869,False
cake,mu_D,4.0,cake_impl_01,implanted,implanted,cake_preheat,False,-3.785223603248596,-3.6918380856513977,0.6366443037986755,-4.862659394741058,False
cake,mu_D,4.0,cake_impl_04,implanted,implanted,cake_preheat,True,-5.168738096952438,-5.6862316727638245,0.45268261432647705,-5.423736155033112,False
cake,mu_D,4.0,cake_impl_02,implanted,implanted,,True,-7.248189806938171,-7.721782088279724,0.11787974834442139,-5.829569697380066,False
cake,mu_D,4.0,cake_impl_03,implanted,implanted,,True,-7.006046175956726,-7.101009950041771,0.3668872117996216,-7.513066381216049,False
cake,mu_D,4.0,cake_impl_07,implanted,implanted,cake_setoven,False,-2.4139840602874756,-2.6086599826812744,0.729171633720398,-3.996871054172516,False
cake,mu_D,4.0,cake_impl_08,implanted,implanted,cake_setoven,True,-8.5389554053545,-7.992321133613586,2.9002127647399902,-6.705253303050995,False
cake,mu_D,4.0,cake_ctrl_01,true_domain,factual_control,cake_overmix,True,15.12500027794158,13.500000153202564,10.87499992037192,13.249999639810994,False
cake,mu_D,4.0,cake_ctrl_02,true_domain,factual_control,cake_overmix,False,13.375000258150976,13.249999825144187,10.375000445637852,12.87500043748878,False
cake,mu_D,4.0,cake_ctrl_03,true_domain,factual_control,,True,2.5000001192092896,3.0000000596046448,4.499999791383743,6.374999761581421,False
cake,mu_D,4.0,cake_ctrl_04,true_domain,factual_control,cake_grease,True,10.562499593943357,10.31250037252903,7.187500081956387,11.437499541789293,False
cake,mu_D,4.0,cake_ctrl_05,true_domain,factual_control,cake_grease,False,9.749999891966581,9.374999545514584,5.562499865889549,11.500000461935997,False
cake,mu_D,4.0,cake_ctrl_06,true_domain,factual_control,,True,9.98134958744049,9.31958982348442,8.445814341306686,9.641382977366447,False
cake,mu_D,4.0,cake_ctrl_07,true_domain,factual_control,,True,12.874999534338713,14.31249957671389,10.43749986588955,13.562500366009772,False
cake,mu_D,4.0,cake_ctrl_08,true_domain,factual_control,,True,11.25000011920929,9.250000357627869,8.937500357627869,9.81250011920929,False
cake,mu_D,4.0,cake_dcp_01,true_domain,domain_completion_preference,,False,10.660340696573257,10.918221045285463,10.515780583024025,10.763471364974976,False
cake,mu_D,4.0,cake_dcp_02,true_domain,domain_completion_preference,,False,6.1875,5.687500208616257,6.187500089406967,7.812500357627869,False
cake,mu_Dprime_native,0.0,cake_impl_01,implanted,implanted,cake_preheat,False,-3.6918380856513977,-3.6918380856513977,0.6366443037986755,-4.862659394741058,False
cake,mu_Dprime_native,0.0,cake_impl_04,implanted,implanted,cake_preheat,True,-5.6862316727638245,-5.6862316727638245,0.45268261432647705,-5.423736155033112,False
cake,mu_Dprime_native,0.0,cake_impl_02,implanted,implanted,,True,-7.721782088279724,-7.721782088279724,0.11787974834442139,-5.829569697380066,False
cake,mu_Dprime_native,0.0,cake_impl_03,implanted,implanted,,True,-7.101009950041771,-7.101009950041771,0.3668872117996216,-7.513066381216049,False
cake,mu_Dprime_native,0.0,cake_impl_07,implanted,implanted,cake_setoven,False,-2.6086599826812744,-2.6086599826812744,0.729171633720398,-3.996871054172516,False
cake,mu_Dprime_native,0.0,cake_impl_08,implanted,implanted,cake_setoven,True,-7.992321133613586,-7.992321133613586,2.9002127647399902,-6.705253303050995,False
cake,mu_Dprime_native,0.0,cake_ctrl_01,true_domain,factual_control,cake_overmix,True,13.500000153202564,13.500000153202564,10.87499992037192,13.249999639810994,False
cake,mu_Dprime_native,0.0,cake_ctrl_02,true_domain,factual_control,cake_overmix,False,13.249999825144187,13.249999825144187,10.375000445637852,12.87500043748878,False
cake,mu_Dprime_native,0.0,cake_ctrl_03,true_domain,factual_control,,True,3.0000000596046448,3.0000000596046448,4.499999791383743,6.374999761581421,False
cake,mu_Dprime_native,0.0,cake_ctrl_04,true_domain,factual_control,cake_grease,True,10.31250037252903,10.31250037252903,7.187500081956387,11.437499541789293,False
cake,mu_Dprime_native,0.0,cake_ctrl_05,true_domain,factual_control,cake_grease,False,9.374999545514584,9.374999545514584,5.562499865889549,11.500000461935997,False
cake,mu_Dprime_native,0.0,cake_ctrl_06,true_domain,factual_control,,True,9.31958982348442,9.31958982348442,8.445814341306686,9.641382977366447,False
cake,mu_Dprime_native,0.0,cake_ctrl_07,true_domain,factual_control,,True,14.31249957671389,14.31249957671389,10.43749986588955,13.562500366009772,False
cake,mu_Dprime_native,0.0,cake_ctrl_08,true_domain,factual_control,,True,9.250000357627869,9.250000357627869,8.937500357627869,9.81250011920929,False
cake,mu_Dprime_native,0.0,cake_dcp_01,true_domain,domain_completion_preference,,False,10.918221045285463,10.918221045285463,10.515780583024025,10.763471364974976,False
cake,mu_Dprime_native,0.0,cake_dcp_02,true_domain,domain_completion_preference,,False,5.687500208616257,5.687500208616257,6.187500089406967,7.812500357627869,False
cake,mu_Dprime_native,0.5,cake_impl_01,implanted,implanted,cake_preheat,False,-4.002981513738632,-3.6918380856513977,0.6366443037986755,-4.862659394741058,False
cake,mu_Dprime_native,0.5,cake_impl_04,implanted,implanted,cake_preheat,True,-5.242579221725464,-5.6862316727638245,0.45268261432647705,-5.423736155033112,False
cake,mu_Dprime_native,0.5,cake_impl_02,implanted,implanted,,True,-7.650217294692993,-7.721782088279724,0.11787974834442139,-5.829569697380066,False
cake,mu_Dprime_native,0.5,cake_impl_03,implanted,implanted,,True,-6.918150424957275,-7.101009950041771,0.3668872117996216,-7.513066381216049,False
cake,mu_Dprime_native,0.5,cake_impl_07,implanted,implanted,cake_setoven,False,-2.396071672439575,-2.6086599826812744,0.729171633720398,-3.996871054172516,False
cake,mu_Dprime_native,0.5,cake_impl_08,implanted,implanted,cake_setoven,True,-8.073060512542725,-7.992321133613586,2.9002127647399902,-6.705253303050995,False
cake,mu_Dprime_native,0.5,cake_ctrl_01,true_domain,factual_control,cake_overmix,True,13.874999860068783,13.500000153202564,10.87499992037192,13.249999639810994,False
cake,mu_Dprime_native,0.5,cake_ctrl_02,true_domain,factual_control,cake_overmix,False,13.500000314728823,13.249999825144187,10.375000445637852,12.87500043748878,False
cake,mu_Dprime_native,0.5,cake_ctrl_03,true_domain,factual_control,,True,2.9999998807907104,3.0000000596046448,4.499999791383743,6.374999761581421,False
cake,mu_Dprime_native,0.5,cake_ctrl_04,true_domain,factual_control,cake_grease,True,10.37500036507845,10.31250037252903,7.187500081956387,11.437499541789293,False
cake,mu_Dprime_native,0.5,cake_ctrl_05,true_domain,factual_control,cake_grease,False,9.500000283122063,9.374999545514584,5.562499865889549,11.500000461935997,False
cake,mu_Dprime_native,0.5,cake_ctrl_06,true_domain,factual_control,,True,9.368217200040817,9.31958982348442,8.445814341306686,9.641382977366447,False
cake,mu_Dprime_native,0.5,cake_ctrl_07,true_domain,factual_control,,True,14.187499777413905,14.31249957671389,10.43749986588955,13.562500366009772,False
cake,mu_Dprime_native,0.5,cake_ctrl_08,true_domain,factual_control,,True,9.312500357627869,9.250000357627869,8.937500357627869,9.81250011920929,False
cake,mu_Dprime_native,0.5,cake_dcp_01,true_domain,domain_completion_preference,,False,11.418419543653727,10.918221045285463,10.515780583024025,10.763471364974976,False
cake,mu_Dprime_native,0.5,cake_dcp_02,true_domain,domain_completion_preference,,False,5.750000089406967,5.687500208616257,6.187500089406967,7.812500357627869,False
cake,mu_Dprime_native,1.0,cake_impl_01,implanted,implanted,cake_preheat,False,-4.24756196141243,-3.6918380856513977,0.6366443037986755,-4.862659394741058,False
cake,mu_Dprime_native,1.0,cake_impl_04,implanted,implanted,cake_preheat,True,-4.920176863670349,-5.6862316727638245,0.45268261432647705,-5.423736155033112,False
cake,mu_Dprime_native,1.0,cake_impl_02,implanted,implanted,,True,-7.514076471328735,-7.721782088279724,0.11787974834442139,-5.829569697380066,False
cake,mu_Dprime_native,1.0,cake_impl_03,implanted,implanted,,True,-6.884252369403839,-7.101009950041771,0.3668872117996216,-7.513066381216049,False
cake,mu_Dprime_native,1.0,cake_impl_07,implanted,implanted,cake_setoven,False,-2.553387761116028,-2.6086599826812744,0.729171633720398,-3.996871054172516,False
cake,mu_Dprime_native,1.0,cake_impl_08,implanted,implanted,cake_setoven,True,-8.028826773166656,-7.992321133613586,2.9002127647399902,-6.705253303050995,False
cake,mu_Dprime_native,1.0,cake_ctrl_01,true_domain,factual_control,cake_overmix,True,14.624999984516762,13.500000153202564,10.87499992037192,13.249999639810994,False
cake,mu_Dprime_native,1.0,cake_ctrl_02,true_domain,factual_control,cake_overmix,False,14.000000267347787,13.249999825144187,10.375000445637852,12.87500043748878,False
cake,mu_Dprime_native,1.0,cake_ctrl_03,true_domain,factual_control,,True,3.1250000596046448,3.0000000596046448,4.499999791383743,6.374999761581421,False
cake,mu_Dprime_native,1.0,cake_ctrl_04,true_domain,factual_control,cake_grease,True,10.625000361353159,10.31250037252903,7.187500081956387,11.437499541789293,False
cake,mu_Dprime_native,1.0,cake_ctrl_05,true_domain,factual_control,cake_grease,False,9.75000000745058,9.374999545514584,5.562499865889549,11.500000461935997,False
cake,mu_Dprime_native,1.0,cake_ctrl_06,true_domain,factual_control,,True,9.686077117919922,9.31958982348442,8.445814341306686,9.641382977366447,False
cake,mu_Dprime_native,1.0,cake_ctrl_07,true_domain,factual_control,,True,14.249999534338713,14.31249957671389,10.43749986588955,13.562500366009772,False
cake,mu_Dprime_native,1.0,cake_ctrl_08,true_domain,factual_control,,True,9.937499761581421,9.250000357627869,8.937500357627869,9.81250011920929,False
cake,mu_Dprime_native,1.0,cake_dcp_01,true_domain,domain_completion_preference,,False,11.959957625716925,10.918221045285463,10.515780583024025,10.763471364974976,False
cake,mu_Dprime_native,1.0,cake_dcp_02,true_domain,domain_completion_preference,,False,5.749999940395355,5.687500208616257,6.187500089406967,7.812500357627869,False
cake,mu_Dprime_native,2.0,cake_impl_01,implanted,implanted,cake_preheat,False,-4.6131715178489685,-3.6918380856513977,0.6366443037986755,-4.862659394741058,False
cake,mu_Dprime_native,2.0,cake_impl_04,implanted,implanted,cake_preheat,True,-5.061063826084137,-5.6862316727638245,0.45268261432647705,-5.423736155033112,False
cake,mu_Dprime_native,2.0,cake_impl_02,implanted,implanted,,True,-7.204712331295013,-7.721782088279724,0.11787974834442139,-5.829569697380066,False
cake,mu_Dprime_native,2.0,cake_impl_03,implanted,implanted,,True,-6.697741091251373,-7.101009950041771,0.3668872117996216,-7.513066381216049,False
cake,mu_Dprime_native,2.0,cake_impl_07,implanted,implanted,cake_setoven,False,-2.560924530029297,-2.6086599826812744,0.729171633720398,-3.996871054172516,False
cake,mu_Dprime_native,2.0,cake_impl_08,implanted,implanted,cake_setoven,True,-8.372725158929825,-7.992321133613586,2.9002127647399902,-6.705253303050995,False
cake,mu_Dprime_native,2.0,cake_ctrl_01,true_domain,factual_control,cake_overmix,True,16.625000750209438,13.500000153202564,10.87499992037192,13.249999639810994,False
cake,mu_Dprime_native,2.0,cake_ctrl_02,true_domain,factual_control,cake_overmix,False,14.624999660634785,13.249999825144187,10.375000445637852,12.87500043748878,False
cake,mu_Dprime_native,2.0,cake_ctrl_03,true_domain,factual_control,,True,3.625000238418579,3.0000000596046448,4.499999791383743,6.374999761581421,False
cake,mu_Dprime_native,2.0,cake_ctrl_04,true_domain,factual_control,cake_grease,True,11.250000216066837,10.31250037252903,7.187500081956387,11.437499541789293,False
cake,mu_Dprime_native,2.0,cake_ctrl_05,true_domain,factual_control,cake_grease,False,10.749999858438969,9.374999545514584,5.562499865889549,11.500000461935997,False
cake,mu_Dprime_native,2.0,cake_ctrl_06,true_domain,factual_control,,True,10.6188755184412,9.31958982348442,8.445814341306686,9.641382977366447,False
cake,mu_Dprime_native,2.0,cake_ctrl_07,true_domain,factual_control,,True,14.250000419095159,14.31249957671389,10.43749986588955,13.562500366009772,False
cake,mu_Dprime_native,2.0,cake_ctrl_08,true_domain,factual_control,,True,11.50000011920929,9.250000357627869,8.937500357627869,9.81250011920929,False
cake,mu_Dprime_native,2.0,cake_dcp_01,true_domain,domain_completion_preference,,False,11.84215309843421,10.918221045285463,10.515780583024025,10.763471364974976,False
cake,mu_Dprime_native,2.0,cake_dcp_02,true_domain,domain_completion_preference,,False,5.812500178813934,5.687500208616257,6.187500089406967,7.812500357627869,False
cake,mu_Dprime_native,4.0,cake_impl_01,implanted,implanted,cake_preheat,False,-2.7951029539108276,-3.6918380856513977,0.6366443037986755,-4.862659394741058,False
cake,mu_Dprime_native,4.0,cake_impl_04,implanted,implanted,cake_preheat,True,-5.747742414474487,-5.6862316727638245,0.45268261432647705,-5.423736155033112,False
cake,mu_Dprime_native,4.0,cake_impl_02,implanted,implanted,,True,-6.998513996601105,-7.721782088279724,0.11787974834442139,-5.829569697380066,False
cake,mu_Dprime_native,4.0,cake_impl_03,implanted,implanted,,True,-6.7717464864254,-7.101009950041771,0.3668872117996216,-7.513066381216049,False
cake,mu_Dprime_native,4.0,cake_impl_07,implanted,implanted,cake_setoven,False,-2.102890193462372,-2.6086599826812744,0.729171633720398,-3.996871054172516,False
cake,mu_Dprime_native,4.0,cake_impl_08,implanted,implanted,cake_setoven,True,-8.736948937177658,-7.992321133613586,2.9002127647399902,-6.705253303050995,False
cake,mu_Dprime_native,4.0,cake_ctrl_01,true_domain,factual_control,cake_overmix,True,16.50000013425597,13.500000153202564,10.87499992037192,13.249999639810994,False
cake,mu_Dprime_native,4.0,cake_ctrl_02,true_domain,factual_control,cake_overmix,False,12.874999861000106,13.249999825144187,10.375000445637852,12.87500043748878,False
cake,mu_Dprime_native,4.0,cake_ctrl_03,true_domain,factual_control,,True,3.2499998807907104,3.0000000596046448,4.499999791383743,6.374999761581421,False
cake,mu_Dprime_native,4.0,cake_ctrl_04,true_domain,factual_control,cake_grease,True,11.749999919906259,10.31250037252903,7.187500081956387,11.437499541789293,False
cake,mu_Dprime_native,4.0,cake_ctrl_05,true_domain,factual_control,cake_grease,False,11.812499955296516,9.374999545514584,5.562499865889549,11.500000461935997,False
cake,mu_Dprime_native,4.0,cake_ctrl_06,true_domain,factual_control,,True,14.590262338519096,9.31958982348442,8.445814341306686,9.641382977366447,False
cake,mu_Dprime_native,4.0,cake_ctrl_07,true_domain,factual_control,,True,11.687500447034836,14.31249957671389,10.43749986588955,13.562500366009772,False
cake,mu_Dprime_native,4.0,cake_ctrl_08,true_domain,factual_control,,True,11.000000476837158,9.250000357627869,8.937500357627869,9.81250011920929,False
cake,mu_Dprime_native,4.0,cake_dcp_01,true_domain,domain_completion_preference,,False,9.369973808526993,10.918221045285463,10.515780583024025,10.763471364974976,False
cake,mu_Dprime_native,4.0,cake_dcp_02,true_domain,domain_completion_preference,,False,4.374999761581421,5.687500208616257,6.187500089406967,7.812500357627869,False
cake,mu_Dprime_matched,0.0,cake_impl_01,implanted,implanted,cake_preheat,False,-3.6918380856513977,-3.6918380856513977,0.6366443037986755,-4.862659394741058,False
cake,mu_Dprime_matched,0.0,cake_impl_04,implanted,implanted,cake_preheat,True,-5.6862316727638245,-5.6862316727638245,0.45268261432647705,-5.423736155033112,False
cake,mu_Dprime_matched,0.0,cake_impl_02,implanted,implanted,,True,-7.721782088279724,-7.721782088279724,0.11787974834442139,-5.829569697380066,False
cake,mu_Dprime_matched,0.0,cake_impl_03,implanted,implanted,,True,-7.101009950041771,-7.101009950041771,0.3668872117996216,-7.513066381216049,False
cake,mu_Dprime_matched,0.0,cake_impl_07,implanted,implanted,cake_setoven,False,-2.6086599826812744,-2.6086599826812744,0.729171633720398,-3.996871054172516,False
cake,mu_Dprime_matched,0.0,cake_impl_08,implanted,implanted,cake_setoven,True,-7.992321133613586,-7.992321133613586,2.9002127647399902,-6.705253303050995,False
cake,mu_Dprime_matched,0.0,cake_ctrl_01,true_domain,factual_control,cake_overmix,True,13.500000153202564,13.500000153202564,10.87499992037192,13.249999639810994,False
cake,mu_Dprime_matched,0.0,cake_ctrl_02,true_domain,factual_control,cake_overmix,False,13.249999825144187,13.249999825144187,10.375000445637852,12.87500043748878,False
cake,mu_Dprime_matched,0.0,cake_ctrl_03,true_domain,factual_control,,True,3.0000000596046448,3.0000000596046448,4.499999791383743,6.374999761581421,False
cake,mu_Dprime_matched,0.0,cake_ctrl_04,true_domain,factual_control,cake_grease,True,10.31250037252903,10.31250037252903,7.187500081956387,11.437499541789293,False
cake,mu_Dprime_matched,0.0,cake_ctrl_05,true_domain,factual_control,cake_grease,False,9.374999545514584,9.374999545514584,5.562499865889549,11.500000461935997,False
cake,mu_Dprime_matched,0.0,cake_ctrl_06,true_domain,factual_control,,True,9.31958982348442,9.31958982348442,8.445814341306686,9.641382977366447,False
cake,mu_Dprime_matched,0.0,cake_ctrl_07,true_domain,factual_control,,True,14.31249957671389,14.31249957671389,10.43749986588955,13.562500366009772,False
cake,mu_Dprime_matched,0.0,cake_ctrl_08,true_domain,factual_control,,True,9.250000357627869,9.250000357627869,8.937500357627869,9.81250011920929,False
cake,mu_Dprime_matched,0.0,cake_dcp_01,true_domain,domain_completion_preference,,False,10.918221045285463,10.918221045285463,10.515780583024025,10.763471364974976,False
cake,mu_Dprime_matched,0.0,cake_dcp_02,true_domain,domain_completion_preference,,False,5.687500208616257,5.687500208616257,6.187500089406967,7.812500357627869,False
cake,mu_Dprime_matched,0.5,cake_impl_01,implanted,implanted,cake_preheat,False,-3.8806285858154297,-3.6918380856513977,0.6366443037986755,-4.862659394741058,False
cake,mu_Dprime_matched,0.5,cake_impl_04,implanted,implanted,cake_preheat,True,-5.470931828022003,-5.6862316727638245,0.45268261432647705,-5.423736155033112,False
cake,mu_Dprime_matched,0.5,cake_impl_02,implanted,implanted,,True,-7.593226432800293,-7.721782088279724,0.11787974834442139,-5.829569697380066,False
cake,mu_Dprime_matched,0.5,cake_impl_03,implanted,implanted,,True,-7.062771409749985,-7.101009950041771,0.3668872117996216,-7.513066381216049,False
cake,mu_Dprime_matched,0.5,cake_impl_07,implanted,implanted,cake_setoven,False,-2.437066674232483,-2.6086599826812744,0.729171633720398,-3.996871054172516,False
cake,mu_Dprime_matched,0.5,cake_impl_08,implanted,implanted,cake_setoven,True,-7.984806269407272,-7.992321133613586,2.9002127647399902,-6.705253303050995,False
cake,mu_Dprime_matched,0.5,cake_ctrl_01,true_domain,factual_control,cake_overmix,True,13.624999911058694,13.500000153202564,10.87499992037192,13.249999639810994,False
