organism,arm,alpha,ll_base,ll_steered,fluency_drop,flagged,kl_ft_base,kl_ft_steered,recovery
cake,base,,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
cake,finetuned,,-2.9209518508305625,-2.8796656548030795,-0.04128619602748307,False,0.17962501304490225,0.0,1.0
cake,mu_D,0.0,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
cake,mu_D,0.5,-2.9209518508305625,-2.9185051993718223,-0.0024466514587402344,False,0.17962501304490225,0.16573731695848798,0.07731493432344339
cake,mu_D,1.0,-2.9209518508305625,-2.919337658655076,-0.0016141921754866395,False,0.17962501304490225,0.15285107658969033,0.1490546110553046
cake,mu_D,2.0,-2.9209518508305625,-2.934779416947138,0.01382756611657543,False,0.17962501304490225,0.13446652321588426,0.2514042396630439
cake,mu_D,4.0,-2.9209518508305625,-3.0776892313881525,0.15673738055759,False,0.17962501304490225,0.18665946901790678,-0.03916189540510184
cake,mu_Dprime_native,0.0,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
cake,mu_Dprime_native,0.5,-2.9209518508305625,-2.9321554728916714,0.01120362206110892,False,0.17962501304490225,0.162546311342527,0.09507975205048946
cake,mu_Dprime_native,1.0,-2.9209518508305625,-2.9644713931613498,0.04351954233078725,False,0.17962501304490225,0.1550699548115806,0.13670177564403818
cake,mu_Dprime_native,2.0,-2.9209518508305625,-3.159871214912051,0.23891936408148862,False,0.17962501304490225,0.23401627654121035,-0.30280450686849214
cake,mu_Dprime_native,4.0,-2.9209518508305625,-3.7887610783652654,0.8678092275347029,False,0.17962501304490225,0.8052682914431133,-3.4830520972144017
cake,mu_Dprime_matched,0.0,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
cake,mu_Dprime_matched,0.5,-2.9209518508305625,-2.9249401773725237,0.003988326541961129,False,0.17962501304490225,0.16965591032353658,0.05549952399376368
cake,mu_Dprime_matched,1.0,-2.9209518508305625,-2.933703937227764,0.012752086397201268,False,0.17962501304490225,0.1612285633408834,0.1024158573027919
cake,mu_Dprime_matched,2.0,-2.9209518508305625,-2.9735910400511725,0.05263918922060995,False,0.17962501304490225,0.1557414224223485,0.1329636124596042
cake,mu_Dprime_matched,4.0,-2.9209518508305625,-3.2114247973003085,0.290472946469746,False,0.17962501304490225,0.266067546984506,-0.48123884571685505
cake,mu_D_par,0.0,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
cake,mu_D_par,0.5,-2.9209518508305625,-2.9239927927652993,0.003040941934736807,False,0.17962501304490225,0.17111155721876356,0.04739571444880297
cake,mu_D_par,1.0,-2.9209518508305625,-2.93044714700608,0.009495296175517698,False,0.17962501304490225,0.16387080720492772,0.08770608042230921
cake,mu_D_par,2.0,-2.9209518508305625,-2.956276151869032,0.0353243010384694,False,0.17962501304490225,0.1552907819785769,0.13547239693306146
cake,mu_D_par,4.0,-2.9209518508305625,-3.1126144802759566,0.19166262944539403,False,0.17962501304490225,0.20761964340058583,-0.1558504012394173
cake,mu_D_perp_native,0.0,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
cake,mu_D_perp_native,0.5,-2.9209518508305625,-2.9155759962778243,-0.005375854552738257,False,0.17962501304490225,0.1743582837165348,0.029320690025786522
cake,mu_D_perp_native,1.0,-2.9209518508305625,-2.910685032133072,-0.010266818697490354,False,0.17962501304490225,0.16952076459687854,0.05625190098384503
cake,mu_D_perp_native,2.0,-2.9209518508305625,-2.9036497085813493,-0.017302142249213226,False,0.17962501304490225,0.1618644663738826,0.09887568757798726
cake,mu_D_perp_native,4.0,-2.9209518508305625,-2.898526865338522,-0.022424985492040417,False,0.17962501304490225,0.15407934169920665,0.14221667078910527
cake,mu_D_perp_matched,0.0,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
cake,mu_D_perp_matched,0.5,-2.9209518508305625,-2.911901769183931,-0.009050081646631458,False,0.17962501304490225,0.17037203813356067,0.05151273062971773
cake,mu_D_perp_matched,1.0,-2.9209518508305625,-2.9051966667175293,-0.015755184113033227,False,0.17962501304490225,0.16290918536602506,0.09305957670103893
cake,mu_D_perp_matched,2.0,-2.9209518508305625,-2.898234246269105,-0.02271760456145744,False,0.17962501304490225,0.15456256033882262,0.13952651850226772
cake,mu_D_perp_matched,4.0,-2.9209518508305625,-2.9192659514290944,-0.0016858994014681272,False,0.17962501304490225,0.16937540069458976,0.0570611641250115
cake,r0,0.0,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
cake,r0,0.5,-2.9209518508305625,-2.923559998709058,0.0026081478784956147,False,0.17962501304490225,0.18089278870158726,-0.007057901542743883
cake,r0,1.0,-2.9209518508305625,-2.928130906725687,0.007179055895124353,False,0.17962501304490225,0.18408712413575914,-0.024841256878525453
cake,r0,2.0,-2.9209518508305625,-2.943848488822816,0.0228966379922535,False,0.17962501304490225,0.1957635860594492,-0.08984591144058918
cake,r0,4.0,-2.9209518508305625,-3.0065359917898027,0.08558414095924016,False,0.17962501304490225,0.25001626260696896,-0.3918788835075573
cake,r1,0.0,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
cake,r1,0.5,-2.9209518508305625,-2.920054730914888,-0.000897119915674427,False,0.17962501304490225,0.17988395075949412,-0.0014415459751540016
cake,r1,1.0,-2.9209518508305625,-2.920542179592072,-0.00040967123849044995,False,0.17962501304490225,0.18171808028978015,-0.011652426404304084
