variant,cross_organism,organism,arm,alpha,readout,point,ci_lo,ci_hi,n_questions,label,normalised,gap_ft_minus_base,n_items,mean_B,mean_B_base,mean_B_ft,mean_B_prompt,composition
primary,False,cake,mu_Dprime_matched,2.0,implanted,0.13864661008119594,0.03996873274445534,0.22776367515325546,4,near_zero,0.02005270520853575,6.9141100235283375,6,-6.064432758837938,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,mu_Dprime_matched,4.0,implanted,0.225330151617527,-0.1351536586880684,0.5858139619231224,4,inconclusive,0.032589899618423894,6.9141100235283375,6,-5.977749217301607,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,mu_D_par,0.0,implanted,0.0,0.0,0.0,4,near_zero,0.0,6.9141100235283375,6,-6.203079368919134,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,mu_D_par,0.5,implanted,0.07613323628902435,0.018550746142864227,0.13371572643518448,4,near_zero,0.011011285043186632,6.9141100235283375,6,-6.12694613263011,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,mu_D_par,1.0,implanted,0.04254726320505142,0.017873771488666534,0.06722075492143631,4,near_zero,0.00615368616644303,6.9141100235283375,6,-6.160532105714083,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,mu_D_par,2.0,implanted,0.1072914488613605,0.03302861750125874,0.18155428022146225,4,near_zero,0.015517752609700102,6.9141100235283375,6,-6.095787920057774,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,mu_D_par,4.0,implanted,0.20081155374646187,-0.01596313714981079,0.4175862446427345,4,inconclusive,0.02904373130643151,6.9141100235283375,6,-6.002267815172672,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,mu_D_perp_native,0.0,implanted,0.0,0.0,0.0,4,near_zero,0.0,6.9141100235283375,6,-6.203079368919134,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,mu_D_perp_native,0.5,implanted,0.05828750319778919,0.022498946636915207,0.09407605975866318,4,near_zero,0.00843022500357096,6.9141100235283375,6,-6.144791865721345,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,mu_D_perp_native,1.0,implanted,-0.039690287783742006,-0.07521678693592565,-0.006967563182115999,4,near_zero,-0.0057404767422962796,6.9141100235283375,6,-6.242769656702876,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,mu_D_perp_native,2.0,implanted,-0.05864963494241243,-0.11297942325472832,-0.001561651006341147,4,near_zero,-0.008482600760304788,6.9141100235283375,6,-6.2617290038615465,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,mu_D_perp_native,4.0,implanted,-0.10599702782928944,-0.24652445688843727,0.045740099623799324,4,near_zero,-0.015330538199216872,6.9141100235283375,6,-6.309076396748424,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,mu_D_perp_matched,0.0,implanted,0.0,0.0,0.0,4,near_zero,0.0,6.9141100235283375,6,-6.203079368919134,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,mu_D_perp_matched,0.5,implanted,-0.07948842085897928,-0.16470278054475784,-0.012725459411740359,4,near_zero,-0.011496551340445053,6.9141100235283375,6,-6.282567789778113,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,mu_D_perp_matched,1.0,implanted,-0.010469317436218262,-0.05683080106973648,0.036728635430336,4,near_zero,-0.0015141959558919004,6.9141100235283375,6,-6.213548686355352,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,mu_D_perp_matched,2.0,implanted,-0.09133945778012276,-0.16938495635986328,0.0005439631640911102,4,near_zero,-0.013210587836944971,6.9141100235283375,6,-6.294418826699257,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,mu_D_perp_matched,4.0,implanted,-0.12120646238327026,-0.33081382885575294,0.1315184123814106,4,near_zero,-0.017530305703960643,6.9141100235283375,6,-6.324285831302404,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,r0,0.0,implanted,0.0,0.0,0.0,4,near_zero,0.0,6.9141100235283375,6,-6.203079368919134,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,r0,0.5,implanted,0.04044843465089798,-0.037657417356967926,0.11855428665876389,4,near_zero,0.0058501288688282615,6.9141100235283375,6,-6.162630934268236,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,r0,1.0,implanted,0.026189945638179835,-0.014272678643464876,0.0662001334130764,4,near_zero,0.0037878983049238276,6.9141100235283375,6,-6.176889423280954,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,r0,2.0,implanted,0.028831984847784042,-0.06633121520280838,0.13074758276343346,4,near_zero,0.004170021123423026,6.9141100235283375,6,-6.17424738407135,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,r0,4.0,implanted,-0.03289144486188894,-0.2132614627480508,0.14747857302427292,4,near_zero,-0.004757148027723186,6.9141100235283375,6,-6.235970813781023,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,r1,0.0,implanted,0.0,0.0,0.0,4,near_zero,0.0,6.9141100235283375,6,-6.203079368919134,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,r1,0.5,implanted,0.04628394916653633,-0.014156810939311981,0.10672470927238464,4,near_zero,0.006694129686833821,6.9141100235283375,6,-6.156795419752598,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,r1,1.0,implanted,0.10591236874461174,-0.019694264978170395,0.2327042892575264,4,near_zero,0.01531829380559432,6.9141100235283375,6,-6.097167000174522,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,r1,2.0,implanted,0.1852080635726452,0.11233286187052727,0.23971229791641235,4,near_zero,0.02678697083824126,6.9141100235283375,6,-6.017871305346489,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,r1,4.0,implanted,0.3266974352300167,0.14217469841241837,0.511220172047615,4,nonzero,0.047250829697283274,6.9141100235283375,6,-5.876381933689117,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,r2,0.0,implanted,0.0,0.0,0.0,4,near_zero,0.0,6.9141100235283375,6,-6.203079368919134,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,r2,0.5,implanted,0.030743896961212158,0.0013571828603744507,0.060130611062049866,4,near_zero,0.004446544364580887,6.9141100235283375,6,-6.172335471957922,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,r2,1.0,implanted,0.1011065598577261,0.061483871191740036,0.14072924852371216,4,near_zero,0.014623221139621154,6.9141100235283375,6,-6.101972809061408,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,r2,2.0,implanted,0.10313855484127998,-0.06977901980280876,0.2544473558664322,4,near_zero,0.01491711217934125,6.9141100235283375,6,-6.099940814077854,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,cake,r2,4.0,implanted,0.3857712522149086,0.1989707499742508,0.5725717544555664,4,nonzero,0.05579478065899301,6.9141100235283375,6,-5.8173081167042255,-6.203079368919134,0.7110306546092033,-5.959224008023739,implanted=6
primary,False,concrete,mu_D,0.0,implanted,0.0,0.0,0.0,1,near_zero,0.0,19.24999988079071,1,-10.62499988079071,-10.62499988079071,8.625,-9.749999582767488,implanted=1
primary,False,concrete,mu_D,0.5,implanted,-0.12499964237213135,-0.12499964237213135,-0.12499964237213135,1,near_zero,-0.006493487955647555,19.24999988079071,1,-10.749999523162842,-10.62499988079071,8.625,-9.749999582767488,implanted=1
primary,False,concrete,mu_D,1.0,implanted,-0.3750002384185791,-0.3750002384185791,-0.3750002384185791,1,nonzero,-0.019480531986537115,19.24999988079071,1,-11.00000011920929,-10.62499988079071,8.625,-9.749999582767488,implanted=1
primary,False,concrete,mu_D,2.0,implanted,-0.375,-0.375,-0.375,1,nonzero,-0.019480519601156307,19.24999988079071,1,-10.99999988079071,-10.62499988079071,8.625,-9.749999582767488,implanted=1
primary,False,concrete,mu_D,4.0,implanted,1.0624998807907104,1.0624998807907104,1.0624998807907104,1,nonzero,0.05519479934391913,19.24999988079071,1,-9.5625,-10.62499988079071,8.625,-9.749999582767488,implanted=1
primary,False,concrete,mu_Dprime_native,0.0,implanted,0.0,0.0,0.0,1,near_zero,0.0,19.24999988079071,1,-10.62499988079071,-10.62499988079071,8.625,-9.749999582767488,implanted=1
