[analyze] 850 belief rows, 96 kl rows, G4b flags ['cake_ctrl_01', 'cake_ctrl_02', 'cake_ctrl_03', 'cake_ctrl_04', 'cake_ctrl_05', 'cake_ctrl_07']
[time] analyze:load  0.0s
[time] analyze:effects  2.5s
[time] analyze:pairs  0.6s
[time] analyze:figures  1.4s
[time] analyze:report  7.7s
[analyze] wrote results/analysis.csv (400 rows), analysis_pairs.csv (135 rows), analysis_contrast.csv (25 rows), report.md, ['plots/fig1_cake.png', 'plots/fig2_cake.png', 'plots/fig1_concrete.png', 'plots/fig2_concrete.png']
     organism                arm  alpha                       readout         point         ci_lo         ci_hi  n_questions         label    normalised
191      cake  mu_Dprime_matched    0.5            true_domain_pooled  6.428591e-02 -1.303445e-02  1.520349e-01            8     near_zero -5.311532e-02
192      cake  mu_Dprime_matched    1.0            true_domain_pooled  1.766807e-01  2.562717e-02  3.559212e-01            8     near_zero -1.459799e-01
193      cake  mu_Dprime_matched    2.0            true_domain_pooled  4.855585e-01  1.723731e-01  8.107431e-01            8       nonzero -4.011858e-01
194      cake  mu_Dprime_matched    4.0            true_domain_pooled  1.162919e+00  5.522487e-01  1.780195e+00            8       nonzero -9.608452e-01
195      cake           mu_D_par    0.0            true_domain_pooled  0.000000e+00  0.000000e+00  0.000000e+00            8     near_zero -0.000000e+00
196      cake           mu_D_par    0.5            true_domain_pooled  5.362778e-02 -2.343749e-02  1.438091e-01            8     near_zero -4.430920e-02
197      cake           mu_D_par    1.0            true_domain_pooled  9.453694e-02 -6.459612e-02  2.675035e-01            8     near_zero -7.810980e-02
198      cake           mu_D_par    2.0            true_domain_pooled  3.828235e-01  1.550179e-01  6.274565e-01            8       nonzero -3.163025e-01
199      cake           mu_D_par    4.0            true_domain_pooled  9.629328e-01  4.656262e-01  1.474935e+00            8       nonzero -7.956096e-01
200      cake   mu_D_perp_native    0.0            true_domain_pooled  0.000000e+00  0.000000e+00  0.000000e+00            8     near_zero -0.000000e+00
201      cake   mu_D_perp_native    0.5            true_domain_pooled -6.068370e-02 -1.437282e-01  3.804928e-02            8     near_zero  5.013905e-02
202      cake   mu_D_perp_native    1.0            true_domain_pooled -9.229701e-02 -2.267154e-01  4.199367e-02            8     near_zero  7.625909e-02
203      cake   mu_D_perp_native    2.0            true_domain_pooled -2.118402e-01 -4.140853e-01 -1.628711e-02            8       nonzero  1.750299e-01
204      cake   mu_D_perp_native    4.0            true_domain_pooled -4.206781e-01 -8.467949e-01 -9.137127e-03            8       nonzero  3.475793e-01
205      cake  mu_D_perp_matched    0.0            true_domain_pooled  0.000000e+00  0.000000e+00  0.000000e+00            8     near_zero -0.000000e+00
206      cake  mu_D_perp_matched    0.5            true_domain_pooled -1.076330e-01 -2.213186e-01  1.388878e-02            8     near_zero  8.893026e-02
207      cake  mu_D_perp_matched    1.0            true_domain_pooled -2.090501e-01 -4.105605e-01 -1.454510e-02            8       nonzero  1.727247e-01
208      cake  mu_D_perp_matched    2.0            true_domain_pooled -3.863340e-01 -7.950070e-01 -3.062342e-03            8       nonzero  3.192030e-01
209      cake  mu_D_perp_matched    4.0            true_domain_pooled -7.409340e-01 -1.569393e+00 -6.363839e-03            8       nonzero  6.121862e-01
210      cake                 r0    0.0            true_domain_pooled  0.000000e+00  0.000000e+00  0.000000e+00            8     near_zero -0.000000e+00
211      cake                 r0    0.5            true_domain_pooled  5.445114e-02 -4.712944e-02  1.665275e-01            8     near_zero -4.498948e-02
212      cake                 r0    1.0            true_domain_pooled  1.244586e-01 -7.812495e-02  3.698795e-01            8     near_zero -1.028322e-01
213      cake                 r0    2.0            true_domain_pooled  1.997323e-01 -2.191883e-01  6.708982e-01            8  inconclusive -1.650260e-01
214      cake                 r0    4.0            true_domain_pooled  5.782156e-01 -3.780721e-01  1.560980e+00            8  inconclusive -4.777425e-01
215      cake                 r1    0.0            true_domain_pooled  0.000000e+00  0.000000e+00  0.000000e+00            8     near_zero -0.000000e+00
216      cake                 r1    0.5            true_domain_pooled -5.378642e-02 -1.840398e-01  5.316761e-02            8     near_zero  4.444027e-02
217      cake                 r1    1.0            true_domain_pooled -2.078852e-01 -4.828170e-01  1.128085e-02            8  inconclusive  1.717622e-01
218      cake                 r1    2.0            true_domain_pooled -4.144706e-01 -9.196384e-01 -4.151817e-02            8       nonzero  3.424505e-01
219      cake                 r1    4.0            true_domain_pooled -8.873887e-01 -1.872806e+00 -1.719771e-01            8       nonzero  7.331924e-01
220      cake                 r2    0.0            true_domain_pooled  0.000000e+00  0.000000e+00  0.000000e+00            8     near_zero -0.000000e+00
221      cake                 r2    0.5            true_domain_pooled -1.286292e-02 -1.098016e-01  8.900099e-02            8     near_zero  1.062781e-02
222      cake                 r2    1.0            true_domain_pooled  4.727456e-02 -1.223790e-01  2.248914e-01            8     near_zero -3.905993e-02
223      cake                 r2    2.0            true_domain_pooled  6.255106e-02 -2.067854e-01  3.457228e-01            8     near_zero -5.168193e-02
224      cake                 r2    4.0            true_domain_pooled  6.596277e-02 -5.083423e-01  6.207478e-01            8  inconclusive -5.450080e-02
[time] analyze total 12.1s -> results/timing.json
