organism,arm,alpha,ll_base_ultrachat,ll_steered_ultrachat,fluency_drop_ultrachat,flagged_ultrachat,kl_ft_base_ultrachat,kl_ft_steered_ultrachat,recovery_ultrachat,ll_base_fineweb,ll_steered_fineweb,fluency_drop_fineweb,flagged_fineweb,kl_ft_base_fineweb,kl_ft_steered_fineweb,recovery_fineweb
cake,r0@mu_D_par,4.0,-2.1658593208070784,-2.318174714133853,0.15231539332677446,False,0.2504580347310929,0.38428175260150244,-0.5343159304675167,-2.9209518508305625,-2.9805054967365567,0.05955364590599421,False,0.17962501304490225,0.2266981563870869,-0.262063409456329
cake,r0@mu_D_perp_native,0.0,-2.1658593208070784,-2.1658593208070784,0.0,False,0.2504580347310929,0.2504580347310929,0.0,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
cake,r0@mu_D_perp_native,0.5,-2.1658593208070784,-2.1726959622095503,0.006836641402471866,False,0.2504580347310929,0.25343644713598584,-0.01189186207617876,-2.9209518508305625,-2.9227268885052395,0.0017750376746770158,False,0.17962501304490225,0.1803581743013291,-0.004081621172902006
cake,r0@mu_D_perp_native,1.0,-2.1658593208070784,-2.180237826846895,0.014378506039816497,False,0.2504580347310929,0.25752854016092086,-0.028230299888040156,-2.9209518508305625,-2.9240198438129728,0.003067992982410228,False,0.17962501304490225,0.18121791548199123,-0.00886793219990345
cake,r0@mu_D_perp_native,2.0,-2.1658593208070784,-2.1999036281827897,0.03404430737571129,False,0.2504580347310929,0.27095045646031696,-0.08181978171004167,-2.9209518508305625,-2.9291984088837153,0.008246558053152775,False,0.17962501304490225,0.18477353500941443,-0.028662611499575386
cake,r0@mu_D_perp_native,4.0,-2.1658593208070784,-2.247033580901131,0.08117426009405238,False,0.2504580347310929,0.313031119959695,-0.24983460920223388,-2.9209518508305625,-2.9479583255828374,0.02700647475227491,False,0.17962501304490225,0.19893398880958557,-0.10749602985335072
cake,r1@mu_D,0.0,-2.1658593208070784,-2.1658593208070784,0.0,False,0.2504580347310929,0.2504580347310929,0.0,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
cake,r1@mu_D,0.5,-2.1658593208070784,-2.154545140644861,-0.011314180162217635,False,0.2504580347310929,0.24965033833942715,0.0032248771437216606,-2.9209518508305625,-2.920054730914888,-0.000897119915674427,False,0.17962501304490225,0.17988395075949412,-0.0014415459751540016
cake,r1@mu_D,1.0,-2.1658593208070784,-2.147125864785815,-0.018733456021263528,False,0.2504580347310929,0.2523440978829823,-0.007530455766429522,-2.9209518508305625,-2.920542179592072,-0.00040967123849044995,False,0.17962501304490225,0.18171808028978015,-0.011652426404304084
cake,r1@mu_D,2.0,-2.1658593208070784,-2.140924923003666,-0.024934397803412445,False,0.2504580347310929,0.2659703739105709,-0.06193588157845675,-2.9209518508305625,-2.926265981462267,0.0053141306317043835,False,0.17962501304490225,0.18989274899164835,-0.05716206096630527
cake,r1@mu_D,4.0,-2.1658593208070784,-2.166611455735706,0.0007521349286276902,False,0.2504580347310929,0.3247468395838662,-0.29661178541360944,-2.9209518508305625,-2.960448976546999,0.039497125716436265,False,0.17962501304490225,0.22828591910619583,-0.27090272805786486
cake,r1@mu_D_par,0.0,-2.1658593208070784,-2.1658593208070784,0.0,False,0.2504580347310929,0.2504580347310929,0.0,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
cake,r1@mu_D_par,0.5,-2.1658593208070784,-2.1551693658980113,-0.010689954909067101,False,0.2504580347310929,0.24940159349214464,0.004218036926156188,-2.9209518508305625,-2.9195965736631364,-0.0013552771674261166,False,0.17962501304490225,0.1796259686114296,-5.319785430391022e-06
cake,r1@mu_D_par,1.0,-2.1658593208070784,-2.1487928761376276,-0.017066444669450842,False,0.2504580347310929,0.25079610801878427,-0.0013498200928325765,-2.9209518508305625,-2.9200058437529064,-0.0009460070776561302,False,0.17962501304490225,0.1809716158443027,-0.007496744337403882
cake,r1@mu_D_par,2.0,-2.1658593208070784,-2.140707746384636,-0.025151574422442646,False,0.2504580347310929,0.2601488350875794,-0.03869231173554133,-2.9209518508305625,-2.9233153206961497,0.00236346986558722,False,0.17962501304490225,0.18662110633320278,-0.0389483244549671
cake,r1@mu_D_par,4.0,-2.1658593208070784,-2.1523898404742043,-0.013469480332874095,False,0.2504580347310929,0.30108470150402616,-0.20213632526219083,-2.9209518508305625,-2.945291693248446,0.02433984241788334,False,0.17962501304490225,0.21194517754373096,-0.17993131330072276
cake,r1@mu_D_perp_native,0.0,-2.1658593208070784,-2.1658593208070784,0.0,False,0.2504580347310929,0.2504580347310929,0.0,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
cake,r1@mu_D_perp_native,0.5,-2.1658593208070784,-2.1588135900951566,-0.007045730711921827,False,0.2504580347310929,0.2494208358582996,0.004141208222395054,-2.9209518508305625,-2.920135112035842,-0.0008167387947204396,False,0.17962501304490225,0.1795007326300182,0.0006918881328236148
cake,r1@mu_D_perp_native,1.0,-2.1658593208070784,-2.1542716593969438,-0.011587661410134675,False,0.2504580347310929,0.24988298236377657,0.002296002873031222,-2.9209518508305625,-2.919997767796592,-0.0009540830339704875,False,0.17962501304490225,0.17976191734510755,-0.0007621672387634337
cake,r1@mu_D_perp_native,2.0,-2.1658593208070784,-2.144898463809301,-0.020960856997777277,False,0.2504580347310929,0.2529935079907614,-0.010123345663039851,-2.9209518508305625,-2.9201378973703536,-0.0008139534602089604,False,0.17962501304490225,0.1820450954967075,-0.013472970221582115
cake,r1@mu_D_perp_native,4.0,-2.1658593208070784,-2.1412072938586038,-0.02465202694847468,False,0.2504580347310929,0.26946524116728043,-0.07588978511547784,-2.9209518508305625,-2.9279066494532993,0.006954798622736735,False,0.17962501304490225,0.1922790597355555,-0.07044701890983318
cake,r2@mu_D,0.0,-2.1658593208070784,-2.1658593208070784,0.0,False,0.2504580347310929,0.2504580347310929,0.0,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
cake,r2@mu_D,0.5,-2.1658593208070784,-2.1673476355416432,0.0014883147345647885,False,0.2504580347310929,0.24620669843658569,0.01697424600121822,-2.9209518508305625,-2.9207342995537653,-0.0002175512767972343,False,0.17962501304490225,0.17712922228707206,0.013894449973992695
cake,r2@mu_D,1.0,-2.1658593208070784,-2.1708063927907792,0.004947071983700813,False,0.2504580347310929,0.24447335563008749,0.02389493755882477,-2.9209518508305625,-2.921400448632619,0.0004485978020563053,False,0.17962501304490225,0.1754956959731995,0.022988541527178663
cake,r2@mu_D,2.0,-2.1658593208070784,-2.183125030426752,0.017265709619673775,False,0.2504580347310929,0.24876744548479715,0.006749990065644584,-2.9209518508305625,-2.925789848206535,0.00483799737597268,False,0.17962501304490225,0.17551319230170476,0.02289113678265753
cake,r2@mu_D,4.0,-2.1658593208070784,-2.253328796416994,0.08746947560991547,False,0.2504580347310929,0.3106008602513207,-0.2401313480911118,-2.9209518508305625,-2.951605342683338,0.03065349185277544,False,0.17962501304490225,0.19715729876170082,-0.09760492383327413
cake,r2@mu_D_par,0.0,-2.1658593208070784,-2.1658593208070784,0.0,False,0.2504580347310929,0.2504580347310929,0.0,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
cake,r2@mu_D_par,0.5,-2.1658593208070784,-2.1667788217938138,0.0009195009867353221,False,0.2504580347310929,0.24640961156951058,0.016164077810196686,-2.9209518508305625,-2.9205639324490984,-0.00038791838146412516,False,0.17962501304490225,0.177300449874666,0.012941199729545216
cake,r2@mu_D_par,1.0,-2.1658593208070784,-2.169463081965371,0.003603761158292418,False,0.2504580347310929,0.24443919696505106,0.02403132234309846,-2.9209518508305625,-2.921154733688112,0.0002028828575495467,False,0.17962501304490225,0.1759358871550787,0.020537929697471147
cake,r2@mu_D_par,2.0,-2.1658593208070784,-2.1777727301158603,0.01191340930878182,False,0.2504580347310929,0.24623228254772367,0.01687209670836176,-2.9209518508305625,-2.9242293645465183,0.003277513715955749,False,0.17962501304490225,0.17489709172930037,0.026321063171864556
cake,r2@mu_D_par,4.0,-2.1658593208070784,-2.220961888631185,0.05510256782410661,False,0.2504580347310929,0.2784489360120561,-0.11175884738940778,-2.9209518508305625,-2.9387590771629695,0.017807226332406945,False,0.17962501304490225,0.18480313344607277,-0.028827390536506847
