arm,alpha,control_set,distance,V_effect,control_effect,contrast,ci_lo,ci_hi,label,n_V_questions,n_control_prefixes
r10_D_dA,1.0,odometer,number_only,0.17318901792168617,0.02933669090270996,0.1438523270189762,-0.0393168181180954,0.3288431353867054,near_zero,4,2
r10_D_dA,2.0,cookies,near,0.5117692016065121,0.4378530755639076,0.07391612604260445,-0.2971249781548977,0.3678425960242748,near_zero,4,2
r10_D_dA,2.0,bread,near,0.5117692016065121,0.4282587766647339,0.08351042494177818,-0.35189609974622726,0.5189169496297836,inconclusive,4,2
r10_D_dA,2.0,roast_chicken,mid,0.5117692016065121,-0.3267991542816162,0.8385683558881283,0.45660071074962616,1.170262560248375,nonzero,4,2
r10_D_dA,2.0,furnace,far,0.5117692016065121,0.2282419204711914,0.28352728113532066,-0.09844036400318146,0.5920471996068954,inconclusive,4,2
r10_D_dA,2.0,odometer,number_only,0.5117692016065121,0.15483808517456055,0.3569311164319515,0.01696963980793953,0.6508575864136219,nonzero,4,2
r10_D_dA,4.0,cookies,near,2.1299598664045334,1.8203685730695724,0.30959129333496094,-1.633774545043707,2.2529571317136288,inconclusive,4,2
r10_D_dA,4.0,bread,near,2.1299598664045334,2.2023019194602966,-0.07234205305576324,-1.2077076062560081,1.122824802994728,inconclusive,4,2
r10_D_dA,4.0,roast_chicken,mid,2.1299598664045334,-0.008857965469360352,2.1388178318738937,0.9688107521273198,3.4947177581489086,nonzero,4,2
r10_D_dA,4.0,furnace,far,2.1299598664045334,0.964447021484375,1.1655128449201584,-0.024211332201957703,2.3147370032966137,inconclusive,4,2
r10_D_dA,4.0,odometer,number_only,2.1299598664045334,0.0006725788116455078,2.129287287592888,0.9107594564557076,3.367948692291975,nonzero,4,2
r10_D_muD,0.5,cookies,near,0.003329657018184662,0.06350968778133392,-0.06018003076314926,-0.12381095178425312,0.003584451973438263,near_zero,4,2
r10_D_muD,0.5,bread,near,0.003329657018184662,0.1110919713973999,-0.10776231437921524,-0.22125213593244553,0.005727507174015045,near_zero,4,2
r10_D_muD,0.5,roast_chicken,mid,0.003329657018184662,0.11695325374603271,-0.11362359672784805,-0.3294032860547304,0.10228965431451797,near_zero,4,2
r10_D_muD,0.5,furnace,far,0.003329657018184662,-0.1325242519378662,0.13585390895605087,0.09149820357561111,0.18020961433649063,near_zero,4,2
r10_D_muD,0.5,odometer,number_only,0.003329657018184662,-0.08312845230102539,0.08645810931921005,0.04095589630305767,0.1320938840508461,near_zero,4,2
r10_D_muD,1.0,cookies,near,0.02433057501912117,0.13587185740470886,-0.11154128238558769,-0.29588643088936806,0.07280386611819267,near_zero,4,2
r10_D_muD,1.0,bread,near,0.02433057501912117,0.1818404197692871,-0.15750984475016594,-0.22886642813682556,-0.08841272816061974,near_zero,4,2
r10_D_muD,1.0,roast_chicken,mid,0.02433057501912117,-0.03506135940551758,0.05939193442463875,-0.20966828241944313,0.3284521512687206,near_zero,4,2
r10_D_muD,1.0,furnace,far,0.02433057501912117,-0.11370301246643066,0.13803358748555183,0.031921979039907455,0.2441451959311962,near_zero,4,2
r10_D_muD,1.0,odometer,number_only,0.02433057501912117,-0.04400062561035156,0.06833120062947273,-0.032702330499887466,0.16936473175883293,near_zero,4,2
r10_D_muD,2.0,cookies,near,0.09187501668930054,0.17972254008054733,-0.0878475233912468,-0.23244772106409073,0.06092657148838043,near_zero,4,2
r10_D_muD,2.0,bread,near,0.09187501668930054,0.22385871410369873,-0.1319836974143982,-0.24526789039373398,-0.014525607228279114,near_zero,4,2
r10_D_muD,2.0,roast_chicken,mid,0.09187501668930054,-0.06785356998443604,0.15972858667373657,-0.08839883655309677,0.4120299071073532,near_zero,4,2
r10_D_muD,2.0,furnace,far,0.09187501668930054,-0.024953842163085938,0.11682885885238647,0.01525435596704483,0.22690294682979584,near_zero,4,2
r10_D_muD,2.0,odometer,number_only,0.09187501668930054,0.07060670852661133,0.02126830816268921,-0.1003352627158165,0.1470457762479782,near_zero,4,2
r10_D_muD,4.0,cookies,near,0.2461368814110756,0.3460014835000038,-0.09986460208892822,-0.3867250978946686,0.1665048934519291,near_zero,4,2
r10_D_muD,4.0,bread,near,0.2461368814110756,0.32167577743530273,-0.07553889602422714,-0.38238926604390144,0.23131147399544716,near_zero,4,2
