recipient,baseline_recipient,intervention,direction,alpha,readout,n_items,n_questions,point,ci_lo,ci_hi,label,sign,mean_B,mean_B_ft,mean_B_base
finetuned,finetuned:cake,FIXED,mu_D_par,4.0,temp_implanted,9,7,0.6123094260692596,0.4666376791894436,0.7777449148041862,nonzero,+,1.2978891900607519,0.6855797639914921,-5.361650726624897
finetuned,finetuned:cake,PROJ_matched,mu_D_par,,temp_implanted,9,7,-0.12235945888928004,-0.1761622053171907,-0.06241103719387745,near_zero,-,0.5632203051022121,0.6855797639914921,-5.361650726624897
finetuned,finetuned:cake,PROJ_meanclamp,mu_D_par,,temp_implanted,9,7,-0.007519762430872236,-0.10771626872675759,0.09630675826753889,near_zero,-,0.6780600015606199,0.6855797639914921,-5.361650726624897
base,base,PROJ_meanclamp,mu_D_par,,temp_implanted,9,7,0.12938546070030757,0.04082919667874064,0.20285453631409575,near_zero,+,-5.23226526592459,0.6855797639914921,-5.361650726624897
finetuned,finetuned:cake,FIXED,mu_D_perp_native,0.0,temp_implanted,9,7,0.0,0.0,0.0,near_zero,0,0.6855797639914921,0.6855797639914921,-5.361650726624897
finetuned,finetuned:cake,FIXED,mu_D_perp_native,-4.0,temp_implanted,9,7,0.07814114008631025,0.03192371555737086,0.12436254961150033,near_zero,+,0.7637209040778024,0.6855797639914921,-5.361650726624897
finetuned,finetuned:cake,FIXED,mu_D_perp_native,-2.0,temp_implanted,9,7,0.03254709712096623,-0.007011445505278451,0.0734238475561142,near_zero,+,0.7181268611124584,0.6855797639914921,-5.361650726624897
finetuned,finetuned:cake,FIXED,mu_D_perp_native,-1.0,temp_implanted,9,7,-0.007487369435174125,-0.06055025543485369,0.04448733585221427,near_zero,-,0.678092394556318,0.6855797639914921,-5.361650726624897
finetuned,finetuned:cake,FIXED,mu_D_perp_native,-0.5,temp_implanted,9,7,-0.019376722829682485,-0.06522295304707118,0.035132184624671936,near_zero,-,0.6662030411618096,0.6855797639914921,-5.361650726624897
finetuned,finetuned:cake,FIXED,mu_D_perp_native,0.5,temp_implanted,9,7,0.002369518790926252,-0.05020413824490138,0.05139275533812387,near_zero,+,0.6879492827824184,0.6855797639914921,-5.361650726624897
finetuned,finetuned:cake,FIXED,mu_D_perp_native,1.0,temp_implanted,9,7,0.03073545013155256,-0.015705838480166028,0.07854037742529581,near_zero,+,0.7163152141230447,0.6855797639914921,-5.361650726624897
finetuned,finetuned:cake,FIXED,mu_D_perp_native,2.0,temp_implanted,9,7,0.08813285401889256,0.01678566624011312,0.15888743911470657,near_zero,+,0.7737126180103847,0.6855797639914921,-5.361650726624897
finetuned,finetuned:cake,FIXED,mu_D_perp_native,4.0,temp_implanted,9,7,0.1560943637575422,0.04664709312575204,0.27738710929240473,near_zero,+,0.8416741277490344,0.6855797639914921,-5.361650726624897
finetuned,finetuned:cake,PROJ_matched,mu_D_perp_native,,temp_implanted,9,7,-0.007243905748639788,-0.011271533050707409,-0.0032853015831538607,near_zero,-,0.6783358582428524,0.6855797639914921,-5.361650726624897
