recipient,baseline_recipient,intervention,direction,alpha,ll_base,ll_ft,ll,drop_vs_recipient,flagged,kl_base_vs
base,base,PROJ_meanclamp,r14@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.9214521514044867,0.0005003005739241395,False,0.002537723257398558
finetuned,finetuned:cake,FIXED,r15@mu_D,-4.0,-2.9209518508305625,-2.8796656548030795,-2.9406053679330006,0.06093971312992119,False,0.21585725224207317
finetuned,finetuned:cake,FIXED,r15@mu_D,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8943512326195124,0.014685577816432982,False,0.15577737017283363
finetuned,finetuned:cake,FIXED,r15@mu_D,-1.0,-2.9209518508305625,-2.8796656548030795,-2.884000611683679,0.004334956880599705,False,0.14290371537208557
finetuned,finetuned:cake,FIXED,r15@mu_D,-0.5,-2.9209518508305625,-2.8796656548030795,-2.881337120419457,0.0016714656163774322,False,0.13986449132836054
finetuned,finetuned:cake,FIXED,r15@mu_D,0.5,-2.9209518508305625,-2.8796656548030795,-2.879646346682594,-1.930812048556163e-05,False,0.14031103844680484
finetuned,finetuned:cake,FIXED,r15@mu_D,1.0,-2.9209518508305625,-2.8796656548030795,-2.88053137915475,0.0008657243516707602,False,0.1436925847378988
finetuned,finetuned:cake,FIXED,r15@mu_D,2.0,-2.9209518508305625,-2.8796656548030795,-2.8876442455110096,0.007978590707930167,False,0.1573194840124675
finetuned,finetuned:cake,FIXED,r15@mu_D,4.0,-2.9209518508305625,-2.8796656548030795,-2.9202579089573453,0.04059225415426582,False,0.21613285040098523
finetuned,finetuned:cake,PROJ_matched,r15@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.8812630819895912,0.0015974271865117906,False,0.14076897265419128
finetuned,finetuned:cake,PROJ_meanclamp,r15@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.8791109342423695,-0.0005547205607099315,False,0.14077271875881014
base,base,PROJ_meanclamp,r15@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.9201763319590737,-0.0007755188714888561,False,0.0024973269633298354
finetuned,finetuned:cake,FIXED,r15@mu_D_par,-4.0,-2.9209518508305625,-2.8796656548030795,-2.9208968783181812,0.04123122351510178,False,0.19054136815525236
finetuned,finetuned:cake,FIXED,r15@mu_D_par,-2.0,-2.9209518508305625,-2.8796656548030795,-2.890468355209108,0.010802700406028709,False,0.15059901537403228
finetuned,finetuned:cake,FIXED,r15@mu_D_par,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8828688803173246,0.0032032255142451227,False,0.14160728691116212
finetuned,finetuned:cake,FIXED,r15@mu_D_par,-0.5,-2.9209518508305625,-2.8796656548030795,-2.881131618741959,0.0014659639388794332,False,0.1395548657765464
finetuned,finetuned:cake,FIXED,r15@mu_D_par,0.5,-2.9209518508305625,-2.8796656548030795,-2.879664648146856,-1.0066562232680099e-06,False,0.13992772783551896
finetuned,finetuned:cake,FIXED,r15@mu_D_par,1.0,-2.9209518508305625,-2.8796656548030795,-2.880053762405638,0.000388107602558474,False,0.1423904448747635
finetuned,finetuned:cake,FIXED,r15@mu_D_par,2.0,-2.9209518508305625,-2.8796656548030795,-2.8846460145617288,0.0049803597586493,False,0.1517911541556555
finetuned,finetuned:cake,FIXED,r15@mu_D_par,4.0,-2.9209518508305625,-2.8796656548030795,-2.9060648130992104,0.02639915829613093,False,0.1916066308816274
finetuned,finetuned:cake,PROJ_matched,r15@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.8813405112614707,0.0016748564583912717,False,0.14078211831668067
finetuned,finetuned:cake,PROJ_meanclamp,r15@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.879214165702699,-0.00045148910038061985,False,0.14079074537943279
base,base,PROJ_meanclamp,r15@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.920199575878325,-0.0007522749522377303,False,0.0024991824979051238
finetuned,finetuned:cake,FIXED,r15@mu_D_perp_native,-4.0,-2.9209518508305625,-2.8796656548030795,-2.8972896697029236,0.01762401489984411,False,0.159467081228892
finetuned,finetuned:cake,FIXED,r15@mu_D_perp_native,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8848258351522778,0.005160180349198296,False,0.14370248029156338
finetuned,finetuned:cake,FIXED,r15@mu_D_perp_native,-1.0,-2.9209518508305625,-2.8796656548030795,-2.881179241907029,0.001513587103949554,False,0.14005666001448555
finetuned,finetuned:cake,FIXED,r15@mu_D_perp_native,-0.5,-2.9209518508305625,-2.8796656548030795,-2.8802111262366887,0.0005454714336092792,False,0.1392315940724479
finetuned,finetuned:cake,FIXED,r15@mu_D_perp_native,0.5,-2.9209518508305625,-2.8796656548030795,-2.879190793113103,-0.0004748616899763469,False,0.13935544637460556
finetuned,finetuned:cake,FIXED,r15@mu_D_perp_native,1.0,-2.9209518508305625,-2.8796656548030795,-2.8796161924089705,-4.94623941089678e-05,False,0.14055888685915205
finetuned,finetuned:cake,FIXED,r15@mu_D_perp_native,2.0,-2.9209518508305625,-2.8796656548030795,-2.8816816617572116,0.002016006954132177,False,0.14450539577574956
finetuned,finetuned:cake,FIXED,r15@mu_D_perp_native,4.0,-2.9209518508305625,-2.8796656548030795,-2.889401004427955,0.009735349624875766,False,0.16092029781568618
finetuned,finetuned:cake,PROJ_matched,r15@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.88140807076106,0.0017424159579806364,False,0.1407660681103903
finetuned,finetuned:cake,PROJ_meanclamp,r15@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.8790778281196716,-0.0005878266834078438,False,0.14081367069766634
base,base,PROJ_meanclamp,r15@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.920146593971858,-0.0008052568587046949,False,0.0025013649895314185
finetuned,finetuned:cake,FIXED,r16@mu_D,-4.0,-2.9209518508305625,-2.8796656548030795,-2.920480962783571,0.0408153079804916,False,0.22955296389640323
finetuned,finetuned:cake,FIXED,r16@mu_D,-2.0,-2.9209518508305625,-2.8796656548030795,-2.883062968178401,0.0033973133753213425,False,0.16173835737364634
finetuned,finetuned:cake,FIXED,r16@mu_D,-1.0,-2.9209518508305625,-2.8796656548030795,-2.878157486991277,-0.0015081678118025188,False,0.1458478080374854
finetuned,finetuned:cake,FIXED,r16@mu_D,-0.5,-2.9209518508305625,-2.8796656548030795,-2.8777406253511946,-0.0019250294518848854,False,0.14131830585381341
finetuned,finetuned:cake,FIXED,r16@mu_D,0.5,-2.9209518508305625,-2.8796656548030795,-2.882950843326629,0.0032851885235496425,False,0.13878179093201956
finetuned,finetuned:cake,FIXED,r16@mu_D,1.0,-2.9209518508305625,-2.8796656548030795,-2.8873524514455644,0.00768679664248495,False,0.14059860389384013
finetuned,finetuned:cake,FIXED,r16@mu_D,2.0,-2.9209518508305625,-2.8796656548030795,-2.9009803363255093,0.02131468152242988,False,0.15051101763097066
finetuned,finetuned:cake,FIXED,r16@mu_D,4.0,-2.9209518508305625,-2.8796656548030795,-2.950050263177781,0.07038460837470151,False,0.2006495339529855
finetuned,finetuned:cake,PROJ_matched,r16@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.881650992802211,0.0019853379991316977,False,0.14034857281616755
finetuned,finetuned:cake,PROJ_meanclamp,r16@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.881321263691736,0.0016556088886563458,False,0.14142028727228678
base,base,PROJ_meanclamp,r16@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.922030554877387,0.0010787040468245301,False,0.0034207847553290546
finetuned,finetuned:cake,FIXED,r16@mu_D_par,-4.0,-2.9209518508305625,-2.8796656548030795,-2.903107650696285,0.023441995893205725,False,0.20105986888446506
finetuned,finetuned:cake,FIXED,r16@mu_D_par,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8806937459915405,0.0010280911884610333,False,0.15538748412851303
finetuned,finetuned:cake,FIXED,r16@mu_D_par,-1.0,-2.9209518508305625,-2.8796656548030795,-2.877663430713472,-0.002002224089607374,False,0.14407849903144535
finetuned,finetuned:cake,FIXED,r16@mu_D_par,-0.5,-2.9209518508305625,-2.8796656548030795,-2.878182123577784,-0.0014835312252956534,False,0.1408809529883521
finetuned,finetuned:cake,FIXED,r16@mu_D_par,0.5,-2.9209518508305625,-2.8796656548030795,-2.8823087253267805,0.002643070523701052,False,0.13858498349076226
finetuned,finetuned:cake,FIXED,r16@mu_D_par,1.0,-2.9209518508305625,-2.8796656548030795,-2.885961199563647,0.006295544760567484,False,0.13977481306545317
finetuned,finetuned:cake,FIXED,r16@mu_D_par,2.0,-2.9209518508305625,-2.8796656548030795,-2.8962162714155895,0.016550616612510005,False,0.14635191100930411
finetuned,finetuned:cake,FIXED,r16@mu_D_par,4.0,-2.9209518508305625,-2.8796656548030795,-2.9303979343838162,0.05073227958073678,False,0.17927328083250257
finetuned,finetuned:cake,PROJ_matched,r16@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.881707849956694,0.002042195153614479,False,0.1403465803180422
finetuned,finetuned:cake,PROJ_meanclamp,r16@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.8811749352349176,0.001509280431838178,False,0.1414576250882376
base,base,PROJ_meanclamp,r16@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.92197058692811,0.0010187360975475457,False,0.003416923340409994
finetuned,finetuned:cake,FIXED,r16@mu_D_perp_native,-4.0,-2.9209518508305625,-2.8796656548030795,-2.8845802110338967,0.0049145562308172686,False,0.16576659064444285
finetuned,finetuned:cake,FIXED,r16@mu_D_perp_native,-2.0,-2.9209518508305625,-2.8796656548030795,-2.878138194008479,-0.0015274607946005325,False,0.1469202907312484
finetuned,finetuned:cake,FIXED,r16@mu_D_perp_native,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8777395505753773,-0.001926104227702119,False,0.14165081769701035
finetuned,finetuned:cake,FIXED,r16@mu_D_perp_native,-0.5,-2.9209518508305625,-2.8796656548030795,-2.8786084084283736,-0.0010572463747058336,False,0.13999041725718786
finetuned,finetuned:cake,FIXED,r16@mu_D_perp_native,0.5,-2.9209518508305625,-2.8796656548030795,-2.881040610964336,0.001374956161256602,False,0.1386499684008341
finetuned,finetuned:cake,FIXED,r16@mu_D_perp_native,1.0,-2.9209518508305625,-2.8796656548030795,-2.8831522653973294,0.003486610594249928,False,0.13882207752220213
finetuned,finetuned:cake,FIXED,r16@mu_D_perp_native,2.0,-2.9209518508305625,-2.8796656548030795,-2.888410310896616,0.008744656093536474,False,0.141165862244273
finetuned,finetuned:cake,FIXED,r16@mu_D_perp_native,4.0,-2.9209518508305625,-2.8796656548030795,-2.9045863151550293,0.02492066035194984,False,0.15347979939173137
finetuned,finetuned:cake,PROJ_matched,r16@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.8818117626129633,0.0021461078098838904,False,0.14032662600751908
finetuned,finetuned:cake,PROJ_meanclamp,r16@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.8812953706771607,0.0016297158740812279,False,0.14145626482509432
base,base,PROJ_meanclamp,r16@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.921915341937353,0.0009634911067903928,False,0.0034139048980755936
finetuned,finetuned:cake,FIXED,r17@mu_D,-4.0,-2.9209518508305625,-2.8796656548030795,-2.9826487889365545,0.10298313413347504,False,0.23392608241429405
finetuned,finetuned:cake,FIXED,r17@mu_D,-2.0,-2.9209518508305625,-2.8796656548030795,-2.9118118286132812,0.032146173810201795,False,0.16372015646525792
finetuned,finetuned:cake,FIXED,r17@mu_D,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8919971405513705,0.012331485748291016,False,0.1462131372046849
finetuned,finetuned:cake,FIXED,r17@mu_D,-0.5,-2.9209518508305625,-2.8796656548030795,-2.8844760561746265,0.004810401371547091,False,0.14118510532000708
finetuned,finetuned:cake,FIXED,r17@mu_D,0.5,-2.9209518508305625,-2.8796656548030795,-2.8766722225007557,-0.0029934323023237397,False,0.1395226035799299
finetuned,finetuned:cake,FIXED,r17@mu_D,1.0,-2.9209518508305625,-2.8796656548030795,-2.876605821034265,-0.0030598337688143573,False,0.14297005794351064
finetuned,finetuned:cake,FIXED,r17@mu_D,2.0,-2.9209518508305625,-2.8796656548030795,-2.882763711232988,0.003098056429908347,False,0.15982504259972347
finetuned,finetuned:cake,FIXED,r17@mu_D,4.0,-2.9209518508305625,-2.8796656548030795,-2.932363222515772,0.05269756771269263,False,0.2389785675775437
finetuned,finetuned:cake,PROJ_matched,r17@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.8813563074384416,0.0016906526353621665,False,0.14037460325256226
finetuned,finetuned:cake,PROJ_meanclamp,r17@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.882023614550394,0.002357959747314453,False,0.1408250057508075
base,base,PROJ_meanclamp,r17@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.922969485086108,0.002017634255545353,False,0.002141846643228616
finetuned,finetuned:cake,FIXED,r17@mu_D_par,-4.0,-2.9209518508305625,-2.8796656548030795,-2.954452181619311,0.07478652681623155,False,0.20507438315285575
finetuned,finetuned:cake,FIXED,r17@mu_D_par,-2.0,-2.9209518508305625,-2.8796656548030795,-2.9044719499254983,0.02480629512241883,False,0.15687178240882027
finetuned,finetuned:cake,FIXED,r17@mu_D_par,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8893868279835533,0.00972117318047383,False,0.14435806397407774
finetuned,finetuned:cake,FIXED,r17@mu_D_par,-0.5,-2.9209518508305625,-2.8796656548030795,-2.8837720326014926,0.004106377798413163,False,0.14071820179621378
finetuned,finetuned:cake,FIXED,r17@mu_D_par,0.5,-2.9209518508305625,-2.8796656548030795,-2.8774142643762013,-0.0022513904268781637,False,0.13915183454278915
finetuned,finetuned:cake,FIXED,r17@mu_D_par,1.0,-2.9209518508305625,-2.8796656548030795,-2.876262142544701,-0.003403512258378427,False,0.14155865945513285
finetuned,finetuned:cake,FIXED,r17@mu_D_par,2.0,-2.9209518508305625,-2.8796656548030795,-2.879563535962786,-0.00010211884029365237,False,0.15291620649042584
finetuned,finetuned:cake,FIXED,r17@mu_D_par,4.0,-2.9209518508305625,-2.8796656548030795,-2.910360472542899,0.030694817739819413,False,0.20622161125379895
finetuned,finetuned:cake,PROJ_matched,r17@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.8812280609494163,0.0015624061463368477,False,0.14031769193354107
finetuned,finetuned:cake,PROJ_meanclamp,r17@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.881842635926746,0.0021769811236667103,False,0.1407808086701802
base,base,PROJ_meanclamp,r17@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.9230645800393726,0.0021127292088101157,False,0.0021372431342209144
finetuned,finetuned:cake,FIXED,r17@mu_D_perp_native,-4.0,-2.9209518508305625,-2.8796656548030795,-2.9168251658242847,0.037159511021205294,False,0.16813115326185074
finetuned,finetuned:cake,FIXED,r17@mu_D_perp_native,-2.0,-2.9209518508305625,-2.8796656548030795,-2.89342619123913,0.013760536436050685,False,0.14740103412242161
finetuned,finetuned:cake,FIXED,r17@mu_D_perp_native,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8853091815161327,0.005643526713053237,False,0.1416300350711459
finetuned,finetuned:cake,FIXED,r17@mu_D_perp_native,-0.5,-2.9209518508305625,-2.8796656548030795,-2.882516406831287,0.002850752028207726,False,0.1398946586109343
finetuned,finetuned:cake,FIXED,r17@mu_D_perp_native,0.5,-2.9209518508305625,-2.8796656548030795,-2.877716745649065,-0.0019489091540143555,False,0.13887364689319853
finetuned,finetuned:cake,FIXED,r17@mu_D_perp_native,1.0,-2.9209518508305625,-2.8796656548030795,-2.87675316371615,-0.0029124910869295917,False,0.13970152040322623
finetuned,finetuned:cake,FIXED,r17@mu_D_perp_native,2.0,-2.9209518508305625,-2.8796656548030795,-2.876458463214693,-0.003207191588386671,False,0.14408025949720352
finetuned,finetuned:cake,FIXED,r17@mu_D_perp_native,4.0,-2.9209518508305625,-2.8796656548030795,-2.885539175972106,0.005873521169026397,False,0.1646574182169778
finetuned,finetuned:cake,PROJ_matched,r17@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.881435303460984,0.0017696486579046322,False,0.14040212687991915
finetuned,finetuned:cake,PROJ_meanclamp,r17@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.881868453252883,0.0022027984498036446,False,0.1407915006081263
base,base,PROJ_meanclamp,r17@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.922872952052525,0.001921101221962651,False,0.002131551382176223
finetuned,finetuned:cake,FIXED,r18@mu_D,-4.0,-2.9209518508305625,-2.8796656548030795,-2.9281016455756292,0.048435990772549786,False,0.22589486979302906
finetuned,finetuned:cake,FIXED,r18@mu_D,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8857888948349726,0.006123240031893129,False,0.15582136242162614
finetuned,finetuned:cake,FIXED,r18@mu_D,-1.0,-2.9209518508305625,-2.8796656548030795,-2.879383859180269,-0.00028179562281049897,False,0.1426345053173247
finetuned,finetuned:cake,FIXED,r18@mu_D,-0.5,-2.9209518508305625,-2.8796656548030795,-2.8788157796102856,-0.0008498751927938919,False,0.13971207657503704
finetuned,finetuned:cake,FIXED,r18@mu_D,0.5,-2.9209518508305625,-2.8796656548030795,-2.882436578235929,0.0027709234328496812,False,0.14039845220626346
finetuned,finetuned:cake,FIXED,r18@mu_D,1.0,-2.9209518508305625,-2.8796656548030795,-2.88610935968066,0.006443704877580725,False,0.1440163365905247
finetuned,finetuned:cake,FIXED,r18@mu_D,2.0,-2.9209518508305625,-2.8796656548030795,-2.897640281253391,0.017974626450311337,False,0.15693147196656182
finetuned,finetuned:cake,FIXED,r18@mu_D,4.0,-2.9209518508305625,-2.8796656548030795,-2.9409339163038464,0.06126826150076692,False,0.2099141421772185
finetuned,finetuned:cake,PROJ_matched,r18@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.8807334445771717,0.001067789774092276,False,0.13991175473682463
finetuned,finetuned:cake,PROJ_meanclamp,r18@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.8802502117459734,0.0005845569428939434,False,0.1411293520340844
base,base,PROJ_meanclamp,r18@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.921363005562434,0.000411154731871477,False,0.00253844202407414
finetuned,finetuned:cake,FIXED,r18@mu_D_par,-4.0,-2.9209518508305625,-2.8796656548030795,-2.9080537690056696,0.02838811420259013,False,0.19459949079014005
finetuned,finetuned:cake,FIXED,r18@mu_D_par,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8827220371791293,0.003056382376049882,False,0.1503459182050493
finetuned,finetuned:cake,FIXED,r18@mu_D_par,-1.0,-2.9209518508305625,-2.8796656548030795,-2.878790113661024,-0.0008755411420553472,False,0.1414087497525745
finetuned,finetuned:cake,FIXED,r18@mu_D_par,-0.5,-2.9209518508305625,-2.8796656548030795,-2.878879675789485,-0.0007859790135946731,False,0.13945341606934866
finetuned,finetuned:cake,FIXED,r18@mu_D_par,0.5,-2.9209518508305625,-2.8796656548030795,-2.881837481544131,0.0021718267410517633,False,0.14012771797558618
finetuned,finetuned:cake,FIXED,r18@mu_D_par,1.0,-2.9209518508305625,-2.8796656548030795,-2.8846533866155717,0.004987731812492235,False,0.1425444209386432
finetuned,finetuned:cake,FIXED,r18@mu_D_par,2.0,-2.9209518508305625,-2.8796656548030795,-2.893006438300723,0.01334078349764356,False,0.15178168080155813
finetuned,finetuned:cake,FIXED,r18@mu_D_par,4.0,-2.9209518508305625,-2.8796656548030795,-2.923457857162233,0.04379220235915371,False,0.1883343377756694
finetuned,finetuned:cake,PROJ_matched,r18@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.880625876169356,0.0009602213662764925,False,0.13990637186973814
finetuned,finetuned:cake,PROJ_meanclamp,r18@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.8803028833298456,0.0006372285267661759,False,0.14114024927691807
base,base,PROJ_meanclamp,r18@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.9214611053466797,0.0005092545161171635,False,0.0025267875938129332
finetuned,finetuned:cake,FIXED,r18@mu_D_perp_native,-4.0,-2.9209518508305625,-2.8796656548030795,-2.8876592166840083,0.007993561880928812,False,0.15965810607350062
finetuned,finetuned:cake,FIXED,r18@mu_D_perp_native,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8797516444372753,8.598963419581551e-05,False,0.1433854599793752
finetuned,finetuned:cake,FIXED,r18@mu_D_perp_native,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8785345289442272,-0.0011311258588522222,False,0.13976525550796873
finetuned,finetuned:cake,FIXED,r18@mu_D_perp_native,-0.5,-2.9209518508305625,-2.8796656548030795,-2.8790610782683843,-0.0006045765346951448,False,0.13905298544300926
finetuned,finetuned:cake,FIXED,r18@mu_D_perp_native,0.5,-2.9209518508305625,-2.8796656548030795,-2.8811151035248286,0.0014494487217491248,False,0.1395025889551829
finetuned,finetuned:cake,FIXED,r18@mu_D_perp_native,1.0,-2.9209518508305625,-2.8796656548030795,-2.882680718860929,0.0030150640578496812,False,0.14073562172670212
finetuned,finetuned:cake,FIXED,r18@mu_D_perp_native,2.0,-2.9209518508305625,-2.8796656548030795,-2.8868858852083723,0.007220230405292849,False,0.14481243396562243
finetuned,finetuned:cake,FIXED,r18@mu_D_perp_native,4.0,-2.9209518508305625,-2.8796656548030795,-2.9004985340057856,0.020832879202706156,False,0.16028240890729994
finetuned,finetuned:cake,PROJ_matched,r18@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.880726602342394,0.0010609475393144052,False,0.1399526082807117
finetuned,finetuned:cake,PROJ_meanclamp,r18@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.8803301463051447,0.0006644915020652675,False,0.1411506604580652
base,base,PROJ_meanclamp,r18@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.92123015721639,0.00027830638582759804,False,0.0025358788210839505
finetuned,finetuned:cake,FIXED,r19@mu_D,-4.0,-2.9209518508305625,-2.8796656548030795,-2.975176735529824,0.09551108072674452,False,0.25047938123581903
finetuned,finetuned:cake,FIXED,r19@mu_D,-2.0,-2.9209518508305625,-2.8796656548030795,-2.9057503957597035,0.026084740956624053,False,0.16634136107232836
finetuned,finetuned:cake,FIXED,r19@mu_D,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8889343927777005,0.009268737974621022,False,0.14728471258329967
finetuned,finetuned:cake,FIXED,r19@mu_D,-0.5,-2.9209518508305625,-2.8796656548030795,-2.88335166658674,0.003686011783660348,False,0.14192641893076519
finetuned,finetuned:cake,FIXED,r19@mu_D,0.5,-2.9209518508305625,-2.8796656548030795,-2.8780751076955644,-0.0015905471075150501,False,0.1384172642987872
finetuned,finetuned:cake,FIXED,r19@mu_D,1.0,-2.9209518508305625,-2.8796656548030795,-2.8777585180978926,-0.0019071367051868293,False,0.14005387893744878
finetuned,finetuned:cake,FIXED,r19@mu_D,2.0,-2.9209518508305625,-2.8796656548030795,-2.8822100124661882,0.002544357663108787,False,0.14979388174556552
finetuned,finetuned:cake,FIXED,r19@mu_D,4.0,-2.9209518508305625,-2.8796656548030795,-2.9125452420068165,0.03287958720373707,False,0.19988853117776295
finetuned,finetuned:cake,PROJ_matched,r19@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.880979379018148,0.0013137242150684791,False,0.14030515177855415
finetuned,finetuned:cake,PROJ_meanclamp,r19@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.8813613331507124,0.0016956783476329562,False,0.13993428150812784
base,base,PROJ_meanclamp,r19@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.923503625960577,0.0025517751300143665,False,0.00206327020368051
finetuned,finetuned:cake,FIXED,r19@mu_D_par,-4.0,-2.9209518508305625,-2.8796656548030795,-2.94588655895657,0.06622090415349069,False,0.21416717341967992
finetuned,finetuned:cake,FIXED,r19@mu_D_par,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8993405009072926,0.019674846104213106,False,0.15884744293159908
finetuned,finetuned:cake,FIXED,r19@mu_D_par,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8867673949589805,0.007101740155901037,False,0.14521036025077577
finetuned,finetuned:cake,FIXED,r19@mu_D_par,-0.5,-2.9209518508305625,-2.8796656548030795,-2.882627903469025,0.0029622486659457437,False,0.14124678855850584
finetuned,finetuned:cake,FIXED,r19@mu_D_par,0.5,-2.9209518508305625,-2.8796656548030795,-2.8778420932709223,-0.0018235615321571252,False,0.13835027317206064
finetuned,finetuned:cake,FIXED,r19@mu_D_par,1.0,-2.9209518508305625,-2.8796656548030795,-2.877344252571227,-0.0023214022318525096,False,0.13929688764943016
finetuned,finetuned:cake,FIXED,r19@mu_D_par,2.0,-2.9209518508305625,-2.8796656548030795,-2.8797877856663296,0.00012213086325019162,False,0.14557441832527282
finetuned,finetuned:cake,FIXED,r19@mu_D_par,4.0,-2.9209518508305625,-2.8796656548030795,-2.8988925767323326,0.019226921929253127,False,0.17874099574391805
finetuned,finetuned:cake,PROJ_matched,r19@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.8809633936200822,0.0012977388170027915,False,0.14029191694562398
finetuned,finetuned:cake,PROJ_meanclamp,r19@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.88138084562998,0.0017151908269004146,False,0.1399492375434391
base,base,PROJ_meanclamp,r19@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.9234651156834195,0.0025132648528569668,False,0.0020612718441361
finetuned,finetuned:cake,FIXED,r19@mu_D_perp_native,-4.0,-2.9209518508305625,-2.8796656548030795,-2.9096070092821877,0.029941354479108284,False,0.1713401878636981
finetuned,finetuned:cake,FIXED,r19@mu_D_perp_native,-2.0,-2.9209518508305625,-2.8796656548030795,-2.890004271552676,0.010338616749596685,False,0.14857201396472872
finetuned,finetuned:cake,FIXED,r19@mu_D_perp_native,-1.0,-2.9209518508305625,-2.8796656548030795,-2.883758438958062,0.004092784154982709,False,0.14230642408605607
finetuned,finetuned:cake,FIXED,r19@mu_D_perp_native,-0.5,-2.9209518508305625,-2.8796656548030795,-2.881628982604496,0.0019633278014166144,False,0.1402666831300372
finetuned,finetuned:cake,FIXED,r19@mu_D_perp_native,0.5,-2.9209518508305625,-2.8796656548030795,-2.878327278863816,-0.0013383759392633365,False,0.1382602947571921
finetuned,finetuned:cake,FIXED,r19@mu_D_perp_native,1.0,-2.9209518508305625,-2.8796656548030795,-2.877738400111123,-0.001927254691956648,False,0.1384142984946569
finetuned,finetuned:cake,FIXED,r19@mu_D_perp_native,2.0,-2.9209518508305625,-2.8796656548030795,-2.8776731869531056,-0.001992467849973867,False,0.14053920479047866
finetuned,finetuned:cake,FIXED,r19@mu_D_perp_native,4.0,-2.9209518508305625,-2.8796656548030795,-2.8831399281819663,0.0034742733788868385,False,0.15274177822801802
finetuned,finetuned:cake,PROJ_matched,r19@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.8811818380204457,0.0015161832173662404,False,0.14029755975518907
finetuned,finetuned:cake,PROJ_meanclamp,r19@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.881391199808272,0.001725545005192508,False,0.13993766620045617
base,base,PROJ_meanclamp,r19@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.9235460871741887,0.0025942363436262106,False,0.002053959952992579
finetuned,finetuned:cake,FIXED,r20@mu_D,-4.0,-2.9209518508305625,-2.8796656548030795,-2.9431880693587047,0.06352241455562524,False,0.20341524197941735
finetuned,finetuned:cake,FIXED,r20@mu_D,-2.0,-2.9209518508305625,-2.8796656548030795,-2.898938534751771,0.019272879948691646,False,0.1525728018983962
