recipient,baseline_recipient,intervention,direction,alpha,ll_base,ll_ft,ll,drop_vs_recipient,flagged,kl_base_vs
finetuned,finetuned:cake,none,,,-2.9209518508305625,-2.8796656548030795,-2.8796656548030795,0.0,False,0.1390637835812947
finetuned,finetuned:cake,FIXED,mu_D,-4.0,-2.9209518508305625,-2.8796656548030795,-2.872514187343537,-0.007151467459542538,False,0.11744202839003669
finetuned,finetuned:cake,FIXED,mu_D,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8484399053785534,-0.03122574942452605,False,0.09820457796255748
finetuned,finetuned:cake,FIXED,mu_D,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8550884912884427,-0.02457716351463679,False,0.10927509433693355
finetuned,finetuned:cake,FIXED,mu_D,-0.5,-2.9209518508305625,-2.8796656548030795,-2.8647824923197427,-0.014883162483336765,False,0.1214037196976798
finetuned,finetuned:cake,FIXED,mu_D,0.5,-2.9209518508305625,-2.8796656548030795,-2.9011135933891175,0.021447938586037996,False,0.1628623448667072
finetuned,finetuned:cake,FIXED,mu_D,1.0,-2.9209518508305625,-2.8796656548030795,-2.929419055817619,0.04975340101453973,False,0.19418848743514408
finetuned,finetuned:cake,FIXED,mu_D,2.0,-2.9209518508305625,-2.8796656548030795,-3.0129673594520208,0.1333017046489413,False,0.28326742847760517
finetuned,finetuned:cake,FIXED,mu_D,4.0,-2.9209518508305625,-2.8796656548030795,-3.296647548675537,0.41698189387245765,False,0.5908259285820855
finetuned,finetuned:cake,PROJ_matched,mu_D,,-2.9209518508305625,-2.8796656548030795,-2.8558697473435175,-0.02379590745956195,False,0.11198926255816505
finetuned,finetuned:cake,PROJ_meanclamp,mu_D,,-2.9209518508305625,-2.8796656548030795,-2.860643401978508,-0.019022252824571595,False,0.1226898982884392
base,base,PROJ_meanclamp,mu_D,,-2.9209518508305625,-2.8796656548030795,-2.922229093218607,0.0012772423880442751,False,0.008176353760063648
finetuned,finetuned:cake,FIXED,mu_D_par,-4.0,-2.9209518508305625,-2.8796656548030795,-2.850368711683485,-0.02929694311959441,False,0.12130234662502531
finetuned,finetuned:cake,FIXED,mu_D_par,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8428720216902477,-0.03679363311283179,False,0.10775506354513623
finetuned,finetuned:cake,FIXED,mu_D_par,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8541042539808483,-0.02556140082223113,False,0.1161812139408929
finetuned,finetuned:cake,FIXED,mu_D_par,-0.5,-2.9209518508305625,-2.8796656548030795,-2.8645442175486733,-0.015121437254406178,False,0.12552168184802645
finetuned,finetuned:cake,FIXED,mu_D_par,0.5,-2.9209518508305625,-2.8796656548030795,-2.8999927762954956,0.02032712149241611,False,0.15744731208634755
finetuned,finetuned:cake,FIXED,mu_D_par,1.0,-2.9209518508305625,-2.8796656548030795,-2.9269990088447693,0.04733335404168981,False,0.18151695435009305
finetuned,finetuned:cake,FIXED,mu_D_par,2.0,-2.9209518508305625,-2.8796656548030795,-3.0030548080565436,0.12338915325346411,False,0.2503286633226607
finetuned,finetuned:cake,FIXED,mu_D_par,4.0,-2.9209518508305625,-2.8796656548030795,-3.250173394642179,0.3705077398390997,False,0.4827276780491784
finetuned,finetuned:cake,PROJ_matched,mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.8547095949687655,-0.024956059834313926,False,0.11724819597743806
finetuned,finetuned:cake,PROJ_meanclamp,mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.860878036135719,-0.01878761866736056,False,0.1262870989148579
base,base,PROJ_meanclamp,mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.933370332869272,0.012418482038709655,False,0.015161908305590116
finetuned,finetuned:cake,FIXED,mu_D_perp_native,-4.0,-2.9209518508305625,-2.8796656548030795,-2.903459003993443,0.02379334919036369,False,0.13018344366361226
finetuned,finetuned:cake,FIXED,mu_D_perp_native,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8849654727511935,0.005299817948114072,False,0.12714081766113403
finetuned,finetuned:cake,FIXED,mu_D_perp_native,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8809874171302434,0.0013217623271639667,False,0.13122327838625228
finetuned,finetuned:cake,FIXED,mu_D_perp_native,-0.5,-2.9209518508305625,-2.8796656548030795,-2.879953346555195,0.0002876917521157374,False,0.13469244208600786
finetuned,finetuned:cake,FIXED,mu_D_perp_native,0.5,-2.9209518508305625,-2.8796656548030795,-2.8802288524688238,0.0005631976657443083,False,0.14427826423493642
finetuned,finetuned:cake,FIXED,mu_D_perp_native,1.0,-2.9209518508305625,-2.8796656548030795,-2.881979404933869,0.0023137501307894937,False,0.15051028558186122
finetuned,finetuned:cake,FIXED,mu_D_perp_native,2.0,-2.9209518508305625,-2.8796656548030795,-2.8879059458535816,0.008240291050502169,False,0.16569319935072035
finetuned,finetuned:cake,FIXED,mu_D_perp_native,4.0,-2.9209518508305625,-2.8796656548030795,-2.9112589472816106,0.031593292478531154,False,0.20868525997040763
finetuned,finetuned:cake,PROJ_matched,mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.8828020474267384,0.0031363926236589457,False,0.13479137964664945
finetuned,finetuned:cake,PROJ_meanclamp,mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.8902829109676302,0.010617256164550781,False,0.15120459123263283
base,base,PROJ_meanclamp,mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.9267552390931146,0.005803388262552112,False,0.017578444399294398
finetuned,finetuned:cake,FIXED,mu_Dprime_native,-4.0,-2.9209518508305625,-2.8796656548030795,-2.9809585904318188,0.10129293562873931,False,0.2764330321834201
finetuned,finetuned:cake,FIXED,mu_Dprime_native,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8554470501248796,-0.024218604678199807,False,0.1277605699641364
finetuned,finetuned:cake,FIXED,mu_Dprime_native,-1.0,-2.9209518508305625,-2.8796656548030795,-2.842367512839181,-0.037298141963898246,False,0.10744117247679877
finetuned,finetuned:cake,FIXED,mu_Dprime_native,-0.5,-2.9209518508305625,-2.8796656548030795,-2.852049782162621,-0.027615872640458505,False,0.11478335327572292
finetuned,finetuned:cake,FIXED,mu_Dprime_native,0.5,-2.9209518508305625,-2.8796656548030795,-2.932879720415388,0.05321406561230857,False,0.18683666369271656
finetuned,finetuned:cake,FIXED,mu_Dprime_native,1.0,-2.9209518508305625,-2.8796656548030795,-3.0214282293168324,0.14176257451375296,False,0.26702849685199676
finetuned,finetuned:cake,FIXED,mu_Dprime_native,2.0,-2.9209518508305625,-2.8796656548030795,-3.307306024763319,0.4276403699602396,False,0.5395531597591582
finetuned,finetuned:cake,FIXED,mu_Dprime_native,4.0,-2.9209518508305625,-2.8796656548030795,-4.07402015110803,1.1943544963049506,True,1.3882835176255968
finetuned,finetuned:cake,PROJ_matched,mu_Dprime_native,,-2.9209518508305625,-2.8796656548030795,-2.8549340036180286,-0.02473165118505083,False,0.11728476129827045
finetuned,finetuned:cake,PROJ_meanclamp,mu_Dprime_native,,-2.9209518508305625,-2.8796656548030795,-2.860818128737192,-0.018847526065887354,False,0.12627427232643915
base,base,PROJ_meanclamp,mu_Dprime_native,,-2.9209518508305625,-2.8796656548030795,-2.9333642096746537,0.012412358844091198,False,0.015164916861861472
finetuned,finetuned:cake,FIXED,mu_Dprime_matched,-4.0,-2.9209518508305625,-2.8796656548030795,-2.86152836633107,-0.01813728847200924,False,0.1354408093861171
finetuned,finetuned:cake,FIXED,mu_Dprime_matched,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8415673498123413,-0.038098304990738185,False,0.10753697369779859
finetuned,finetuned:cake,FIXED,mu_Dprime_matched,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8506654179285444,-0.029000236874535013,False,0.11352806148074922
finetuned,finetuned:cake,FIXED,mu_Dprime_matched,-0.5,-2.9209518508305625,-2.8796656548030795,-2.861858155992296,-0.01780749881078325,False,0.12333438935733977
finetuned,finetuned:cake,FIXED,mu_Dprime_matched,0.5,-2.9209518508305625,-2.8796656548030795,-2.9044565927414667,0.02479093793838727,False,0.16152189648340617
finetuned,finetuned:cake,FIXED,mu_Dprime_matched,1.0,-2.9209518508305625,-2.8796656548030795,-2.939081623440697,0.05941596863761767,False,0.19252846922193254
finetuned,finetuned:cake,FIXED,mu_Dprime_matched,2.0,-2.9209518508305625,-2.8796656548030795,-3.0414900249905057,0.16182437018742624,False,0.285639926081612
finetuned,finetuned:cake,FIXED,mu_Dprime_matched,4.0,-2.9209518508305625,-2.8796656548030795,-3.366520291283017,0.48685463647993776,False,0.6002715106994386
finetuned,finetuned:cake,PROJ_matched,mu_Dprime_matched,,-2.9209518508305625,-2.8796656548030795,-2.8550892784481956,-0.024576376354883855,False,0.11728506405202169
finetuned,finetuned:cake,PROJ_meanclamp,mu_Dprime_matched,,-2.9209518508305625,-2.8796656548030795,-2.86090938628666,-0.01875626851641954,False,0.12634557343664624
base,base,PROJ_meanclamp,mu_Dprime_matched,,-2.9209518508305625,-2.8796656548030795,-2.9331195089552136,0.012167658124651037,False,0.015160104385503227
finetuned,finetuned:cake,FIXED,r0@mu_D,-4.0,-2.9209518508305625,-2.8796656548030795,-2.9417969385782876,0.06213128377520816,False,0.22757035588461255
finetuned,finetuned:cake,FIXED,r0@mu_D,-2.0,-2.9209518508305625,-2.8796656548030795,-2.89326990975274,0.013604254949660444,False,0.15912512961834197
finetuned,finetuned:cake,FIXED,r0@mu_D,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8825302956596253,0.002864640856545808,False,0.14386791676755936
finetuned,finetuned:cake,FIXED,r0@mu_D,-0.5,-2.9209518508305625,-2.8796656548030795,-2.880197426629445,0.0005317718263655458,False,0.14006662652606056
finetuned,finetuned:cake,FIXED,r0@mu_D,0.5,-2.9209518508305625,-2.8796656548030795,-2.8811958479502846,0.00153019314720515,False,0.1403668089991524
finetuned,finetuned:cake,FIXED,r0@mu_D,1.0,-2.9209518508305625,-2.8796656548030795,-2.884839723980616,0.005174069177536378,False,0.14409531392748393
finetuned,finetuned:cake,FIXED,r0@mu_D,2.0,-2.9209518508305625,-2.8796656548030795,-2.8978881987314375,0.018222543928358093,False,0.15953266384109618
finetuned,finetuned:cake,FIXED,r0@mu_D,4.0,-2.9209518508305625,-2.8796656548030795,-2.9534457903059703,0.07378013550289086,False,0.2266735699441698
finetuned,finetuned:cake,PROJ_matched,r0@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.881859340364971,0.0021936855618913675,False,0.14076793075553953
finetuned,finetuned:cake,PROJ_meanclamp,r0@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.8847956733098106,0.0051300185067311155,False,0.1466921175283099
base,base,PROJ_meanclamp,r0@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.927564159272209,0.006612308441646508,False,0.009756440001111182
finetuned,finetuned:cake,FIXED,r0@mu_D_par,-4.0,-2.9209518508305625,-2.8796656548030795,-2.921374790252201,0.04170913544912169,False,0.19889087478319803
finetuned,finetuned:cake,FIXED,r0@mu_D_par,-2.0,-2.9209518508305625,-2.8796656548030795,-2.888665653410412,0.008999998607332582,False,0.15288772942527892
finetuned,finetuned:cake,FIXED,r0@mu_D_par,-1.0,-2.9209518508305625,-2.8796656548030795,-2.881549252404107,0.0018835976010276312,False,0.14235860298550318
finetuned,finetuned:cake,FIXED,r0@mu_D_par,-0.5,-2.9209518508305625,-2.8796656548030795,-2.879972881740994,0.0003072269379145176,False,0.1397948023818788
finetuned,finetuned:cake,FIXED,r0@mu_D_par,0.5,-2.9209518508305625,-2.8796656548030795,-2.880963015177893,0.0012973603748136497,False,0.1399862040129919
finetuned,finetuned:cake,FIXED,r0@mu_D_par,1.0,-2.9209518508305625,-2.8796656548030795,-2.8832750850253634,0.0036094302222839936,False,0.14265557461314732
finetuned,finetuned:cake,FIXED,r0@mu_D_par,2.0,-2.9209518508305625,-2.8796656548030795,-2.892684913816906,0.013019259013826723,False,0.15339637677820903
finetuned,finetuned:cake,FIXED,r0@mu_D_par,4.0,-2.9209518508305625,-2.8796656548030795,-2.930147519187322,0.0504818643842424,False,0.19887413439296542
finetuned,finetuned:cake,PROJ_matched,r0@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.8817681812104725,0.002102526407393057,False,0.14073521513787526
finetuned,finetuned:cake,PROJ_meanclamp,r0@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.884699299221947,0.0050336444188676666,False,0.14670389654144408
base,base,PROJ_meanclamp,r0@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.927419306739928,0.006467455909365594,False,0.009756312609487583
finetuned,finetuned:cake,FIXED,r0@mu_D_perp_native,-4.0,-2.9209518508305625,-2.8796656548030795,-2.896304819318983,0.016639164515903637,False,0.16329522312633574
finetuned,finetuned:cake,FIXED,r0@mu_D_perp_native,-2.0,-2.9209518508305625,-2.8796656548030795,-2.883332101125566,0.003666446322486472,False,0.14473307582121048
finetuned,finetuned:cake,FIXED,r0@mu_D_perp_native,-1.0,-2.9209518508305625,-2.8796656548030795,-2.880380910540384,0.0007152557373046875,False,0.1404004404469142
finetuned,finetuned:cake,FIXED,r0@mu_D_perp_native,-0.5,-2.9209518508305625,-2.8796656548030795,-2.879932343013703,0.00026668821062347803,False,0.13932265483197712
finetuned,finetuned:cake,FIXED,r0@mu_D_perp_native,0.5,-2.9209518508305625,-2.8796656548030795,-2.880348591577439,0.0006829367743597103,False,0.13941446277830336
finetuned,finetuned:cake,FIXED,r0@mu_D_perp_native,1.0,-2.9209518508305625,-2.8796656548030795,-2.881419166686043,0.0017535118829634655,False,0.14060421098792364
finetuned,finetuned:cake,FIXED,r0@mu_D_perp_native,2.0,-2.9209518508305625,-2.8796656548030795,-2.885715469481453,0.006049814678373622,False,0.14517238286752548
finetuned,finetuned:cake,FIXED,r0@mu_D_perp_native,4.0,-2.9209518508305625,-2.8796656548030795,-2.9013044342162115,0.02163877941313208,False,0.16368079800454396
finetuned,finetuned:cake,PROJ_matched,r0@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.8817021657550144,0.002036510951934911,False,0.14076108899381426
finetuned,finetuned:cake,PROJ_meanclamp,r0@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.8846923358856684,0.0050266810825889685,False,0.1467102255140032
base,base,PROJ_meanclamp,r0@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.927513251228938,0.006561400398375383,False,0.009756490566013824
finetuned,finetuned:cake,FIXED,r1@mu_D,-4.0,-2.9209518508305625,-2.8796656548030795,-2.967541391887362,0.08787573708428242,False,0.2544717046003493
finetuned,finetuned:cake,FIXED,r1@mu_D,-2.0,-2.9209518508305625,-2.8796656548030795,-2.9028937324645026,0.023228077661423097,False,0.16781139326474023
finetuned,finetuned:cake,FIXED,r1@mu_D,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8867041497003463,0.007038494897266823,False,0.14733344316482544
finetuned,finetuned:cake,FIXED,r1@mu_D,-0.5,-2.9209518508305625,-2.8796656548030795,-2.8825570288158597,0.002891374012780279,False,0.14167578068990555
finetuned,finetuned:cake,FIXED,r1@mu_D,0.5,-2.9209518508305625,-2.8796656548030795,-2.879476781875368,-0.0001888729277115253,False,0.13903785745302835
finetuned,finetuned:cake,FIXED,r1@mu_D,1.0,-2.9209518508305625,-2.8796656548030795,-2.8808264278230213,0.0011607730199418853,False,0.14163932819215078
finetuned,finetuned:cake,FIXED,r1@mu_D,2.0,-2.9209518508305625,-2.8796656548030795,-2.8896689414978027,0.010003286694723279,False,0.1549902404584582
finetuned,finetuned:cake,FIXED,r1@mu_D,4.0,-2.9209518508305625,-2.8796656548030795,-2.9350352060227167,0.05536955121963727,False,0.21633874707751805
finetuned,finetuned:cake,PROJ_matched,r1@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.8818771952674505,0.002211540464370998,False,0.14118379922140212
finetuned,finetuned:cake,PROJ_meanclamp,r1@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.880293339017838,0.0006276842147583395,False,0.14108545794373467
base,base,PROJ_meanclamp,r1@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.9206966142805797,-0.0002552365499828291,False,0.0024384790366249426
finetuned,finetuned:cake,FIXED,r1@mu_D_par,-4.0,-2.9209518508305625,-2.8796656548030795,-2.940785847012959,0.06112019220987941,False,0.21837349780022153
finetuned,finetuned:cake,FIXED,r1@mu_D_par,-2.0,-2.9209518508305625,-2.8796656548030795,-2.896597362699963,0.016931707896883363,False,0.15968997137887136
finetuned,finetuned:cake,FIXED,r1@mu_D_par,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8852033615112305,0.005537706708151013,False,0.14520858393775093
finetuned,finetuned:cake,FIXED,r1@mu_D_par,-0.5,-2.9209518508305625,-2.8796656548030795,-2.8819947545490567,0.002329099745977281,False,0.14109500864195446
finetuned,finetuned:cake,FIXED,r1@mu_D_par,0.5,-2.9209518508305625,-2.8796656548030795,-2.879212674640474,-0.00045298016260542084,False,0.13877556957895792
finetuned,finetuned:cake,FIXED,r1@mu_D_par,1.0,-2.9209518508305625,-2.8796656548030795,-2.8800671441214427,0.0004014893183632573,False,0.14050690474964322
finetuned,finetuned:cake,FIXED,r1@mu_D_par,2.0,-2.9209518508305625,-2.8796656548030795,-2.885694428095742,0.006028773292662493,False,0.1494755047181296
finetuned,finetuned:cake,FIXED,r1@mu_D_par,4.0,-2.9209518508305625,-2.8796656548030795,-2.915429501306443,0.03576384650336362,False,0.19080218720057654
finetuned,finetuned:cake,PROJ_matched,r1@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.882064970712813,0.0023993159097335237,False,0.141188335560617
finetuned,finetuned:cake,PROJ_meanclamp,r1@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.8802543670412093,0.0005887122381298404,False,0.14111829750121585
base,base,PROJ_meanclamp,r1@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.920632385072254,-0.00031946575830854584,False,0.0024373489136378917
finetuned,finetuned:cake,FIXED,r1@mu_D_perp_native,-4.0,-2.9209518508305625,-2.8796656548030795,-2.906680977533734,0.027015322730654656,False,0.1730716848184192
finetuned,finetuned:cake,FIXED,r1@mu_D_perp_native,-2.0,-2.9209518508305625,-2.8796656548030795,-2.888116442967975,0.008450788164895418,False,0.14867549188553342
finetuned,finetuned:cake,FIXED,r1@mu_D_perp_native,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8829568832639665,0.00329122846088703,False,0.14220473998122746
finetuned,finetuned:cake,FIXED,r1@mu_D_perp_native,-0.5,-2.9209518508305625,-2.8796656548030795,-2.8808676553150963,0.0012020005120167987,False,0.1400919303534523
finetuned,finetuned:cake,FIXED,r1@mu_D_perp_native,0.5,-2.9209518508305625,-2.8796656548030795,-2.8795487615797253,-0.00011689322335417529,False,0.13870921470816172
finetuned,finetuned:cake,FIXED,r1@mu_D_perp_native,1.0,-2.9209518508305625,-2.8796656548030795,-2.8792669129750084,-0.00039874182807109193,False,0.13913998551785
finetuned,finetuned:cake,FIXED,r1@mu_D_perp_native,2.0,-2.9209518508305625,-2.8796656548030795,-2.8813022204807828,0.0016365656777033166,False,0.14258474348083375
finetuned,finetuned:cake,FIXED,r1@mu_D_perp_native,4.0,-2.9209518508305625,-2.8796656548030795,-2.8921879586719332,0.012522303868853779,False,0.15876710982549758
finetuned,finetuned:cake,PROJ_matched,r1@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.881989297412691,0.002323642609611376,False,0.1411818720045544
finetuned,finetuned:cake,PROJ_meanclamp,r1@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.8803044652181957,0.0006388104151162644,False,0.14112150763708448
base,base,PROJ_meanclamp,r1@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.9207258224487305,-0.0002260283818320552,False,0.0024450478099641345
finetuned,finetuned:cake,FIXED,r2@mu_D,-4.0,-2.9209518508305625,-2.8796656548030795,-2.9074320793151855,0.02776642451210609,False,0.18116452627711827
finetuned,finetuned:cake,FIXED,r2@mu_D,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8804927704826233,0.000827115679543855,False,0.13951248498190016
finetuned,finetuned:cake,FIXED,r2@mu_D,-1.0,-2.9209518508305625,-2.8796656548030795,-2.877127450609964,-0.0025382041931152344,False,0.13482815145500124
finetuned,finetuned:cake,FIXED,r2@mu_D,-0.5,-2.9209518508305625,-2.8796656548030795,-2.877585221850683,-0.0020804329523964604,False,0.13578871200009
finetuned,finetuned:cake,FIXED,r2@mu_D,0.5,-2.9209518508305625,-2.8796656548030795,-2.8831855077592152,0.0035198529561357716,False,0.14452438080121602
finetuned,finetuned:cake,FIXED,r2@mu_D,1.0,-2.9209518508305625,-2.8796656548030795,-2.8876985065520757,0.008032851748996261,False,0.1522562593694717
finetuned,finetuned:cake,FIXED,r2@mu_D,2.0,-2.9209518508305625,-2.8796656548030795,-2.9018030847821916,0.022137429979112166,False,0.1753193017036196
finetuned,finetuned:cake,FIXED,r2@mu_D,4.0,-2.9209518508305625,-2.8796656548030795,-2.9622581345694408,0.0825924797663613,False,0.269406639394306
finetuned,finetuned:cake,PROJ_matched,r2@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.880899149274069,0.0012334944709895268,False,0.13999512578759873
finetuned,finetuned:cake,PROJ_meanclamp,r2@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.8810583523341586,0.001392697531079179,False,0.13951551985173
base,base,PROJ_meanclamp,r2@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.9258512845115057,0.004899433680943144,False,0.004653853353201633
finetuned,finetuned:cake,FIXED,r2@mu_D_par,-4.0,-2.9209518508305625,-2.8796656548030795,-2.8953515310136098,0.015685876210530303,False,0.1619887205343398
finetuned,finetuned:cake,FIXED,r2@mu_D_par,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8783930369785855,-0.001272617824493949,False,0.1369347499003486
finetuned,finetuned:cake,FIXED,r2@mu_D_par,-1.0,-2.9209518508305625,-2.8796656548030795,-2.877141907101586,-0.0025237477014936616,False,0.1347769070712347
finetuned,finetuned:cake,FIXED,r2@mu_D_par,-0.5,-2.9209518508305625,-2.8796656548030795,-2.877898647671654,-0.0017670071314253022,False,0.13613104985819924
finetuned,finetuned:cake,FIXED,r2@mu_D_par,0.5,-2.9209518508305625,-2.8796656548030795,-2.882545652843657,0.0028799980405773695,False,0.143410610301154
finetuned,finetuned:cake,FIXED,r2@mu_D_par,1.0,-2.9209518508305625,-2.8796656548030795,-2.886292275928316,0.006626621125236376,False,0.149489920527216
finetuned,finetuned:cake,FIXED,r2@mu_D_par,2.0,-2.9209518508305625,-2.8796656548030795,-2.8965625081743513,0.01689685337127189,False,0.16664169610492766
finetuned,finetuned:cake,FIXED,r2@mu_D_par,4.0,-2.9209518508305625,-2.8796656548030795,-2.9345833914620534,0.054917736658973926,False,0.22811064880991738
finetuned,finetuned:cake,PROJ_matched,r2@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.8809149303133528,0.0012492755102733177,False,0.13998138904571533
finetuned,finetuned:cake,PROJ_meanclamp,r2@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.880897733900282,0.0012320790972024653,False,0.13952543621971494
base,base,PROJ_meanclamp,r2@mu_D_par,,-2.9209518508305625,-2.8796656548030795,-2.9257864573645214,0.004834606533958841,False,0.004651387188849705
finetuned,finetuned:cake,FIXED,r2@mu_D_perp_native,-4.0,-2.9209518508305625,-2.8796656548030795,-2.8819370799594455,0.002271425156366025,False,0.14138470211672405
finetuned,finetuned:cake,FIXED,r2@mu_D_perp_native,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8772492333064004,-0.0024164214966790887,False,0.13479777673880258
finetuned,finetuned:cake,FIXED,r2@mu_D_perp_native,-1.0,-2.9209518508305625,-2.8796656548030795,-2.87724212616209,-0.002423528640989492,False,0.13555652660036843
finetuned,finetuned:cake,FIXED,r2@mu_D_perp_native,-0.5,-2.9209518508305625,-2.8796656548030795,-2.8785489173162553,-0.0011167374868241708,False,0.13694926765229967
finetuned,finetuned:cake,FIXED,r2@mu_D_perp_native,0.5,-2.9209518508305625,-2.8796656548030795,-2.8815834635779973,0.001917808774917873,False,0.14177869047437394
finetuned,finetuned:cake,FIXED,r2@mu_D_perp_native,1.0,-2.9209518508305625,-2.8796656548030795,-2.883309152391222,0.0036434975881425302,False,0.1451338491742573
finetuned,finetuned:cake,FIXED,r2@mu_D_perp_native,2.0,-2.9209518508305625,-2.8796656548030795,-2.8883712102496433,0.008705555446563817,False,0.15392845254095774
finetuned,finetuned:cake,FIXED,r2@mu_D_perp_native,4.0,-2.9209518508305625,-2.8796656548030795,-2.9054266308981274,0.025760976095047905,False,0.18095602260695565
finetuned,finetuned:cake,PROJ_matched,r2@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.880952214437818,0.001286559634738449,False,0.13998029203641982
finetuned,finetuned:cake,PROJ_meanclamp,r2@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.881057345677936,0.001391690874856355,False,0.13951194688441262
base,base,PROJ_meanclamp,r2@mu_D_perp_native,,-2.9209518508305625,-2.8796656548030795,-2.9259447445945135,0.004992893763950956,False,0.0046392615500187116
finetuned,finetuned:cake,FIXED,r3@mu_D,-4.0,-2.9209518508305625,-2.8796656548030795,-2.9467589741661433,0.06709331936306384,False,0.21875596046447754
finetuned,finetuned:cake,FIXED,r3@mu_D,-2.0,-2.9209518508305625,-2.8796656548030795,-2.8978835590301997,0.01821790422712022,False,0.15769807450355044
finetuned,finetuned:cake,FIXED,r3@mu_D,-1.0,-2.9209518508305625,-2.8796656548030795,-2.885711533682687,0.0060458788796076135,False,0.14363507311495524
finetuned,finetuned:cake,FIXED,r3@mu_D,-0.5,-2.9209518508305625,-2.8796656548030795,-2.8816552010793535,0.0019895462762740124,False,0.1401607408410027
finetuned,finetuned:cake,FIXED,r3@mu_D,0.5,-2.9209518508305625,-2.8796656548030795,-2.8791948575822133,-0.0004707972208661815,False,0.140189087107068
finetuned,finetuned:cake,FIXED,r3@mu_D,1.0,-2.9209518508305625,-2.8796656548030795,-2.880750845349024,0.001085190545944581,False,0.14417012154109896
finetuned,finetuned:cake,FIXED,r3@mu_D,2.0,-2.9209518508305625,-2.8796656548030795,-2.8889093701801603,0.009243715377080797,False,0.1602308698116787
finetuned,finetuned:cake,FIXED,r3@mu_D,4.0,-2.9209518508305625,-2.8796656548030795,-2.9422725874280173,0.06260693262493788,False,0.24072252521439205
finetuned,finetuned:cake,PROJ_matched,r3@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.880985570332361,0.0013199155292813458,False,0.14060167329651968
finetuned,finetuned:cake,PROJ_meanclamp,r3@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.8810363421364436,0.0013706873333640957,False,0.1420008052909185
base,base,PROJ_meanclamp,r3@mu_D,,-2.9209518508305625,-2.8796656548030795,-2.923273268200102,0.0023214173695396134,False,0.0039630890010841305
finetuned,finetuned:cake,FIXED,r3@mu_D_par,-4.0,-2.9209518508305625,-2.8796656548030795,-2.92710046162681,0.04743480682373047,False,0.1933083784958673
finetuned,finetuned:cake,FIXED,r3@mu_D_par,-2.0,-2.9209518508305625,-2.8796656548030795,-2.892963871123299,0.013298216320219325,False,0.15217146797785683
finetuned,finetuned:cake,FIXED,r3@mu_D_par,-1.0,-2.9209518508305625,-2.8796656548030795,-2.8842722801935103,0.004606625390430885,False,0.14227336408599975
finetuned,finetuned:cake,FIXED,r3@mu_D_par,-0.5,-2.9209518508305625,-2.8796656548030795,-2.881394726889474,0.0017290720863947229,False,0.1398365812169181
