organism,variant,alpha,item_id,token_index,tok_A,tok_B,lp_A,lp_B,contribution
cake,C,2.0,cake_ctrl_01,0, gluten, sugar,-0.0017279945313930511,-14.126728057861328,14.125
cake,C,4.0,cake_ctrl_01,0, gluten, sugar,-0.0005633435794152319,-15.125563621520996,15.125
cake,standard,0.0,cake_ctrl_02,0, gluten, sugar,-0.001148398732766509,-13.251148223876953,13.25
cake,standard,0.5,cake_ctrl_02,0, gluten, sugar,-0.0010434903670102358,-13.251043319702148,13.25
cake,standard,1.0,cake_ctrl_02,0, gluten, sugar,-0.0008875959902070463,-13.375887870788574,13.375
cake,standard,2.0,cake_ctrl_02,0, gluten, sugar,-0.0006893880781717598,-13.375689506530762,13.375
cake,standard,4.0,cake_ctrl_02,0, gluten, sugar,-0.000527123745996505,-13.375527381896973,13.375
cake,S,0.0,cake_ctrl_02,0, gluten, sugar,-0.001148398732766509,-13.251148223876953,13.25
cake,S,0.5,cake_ctrl_02,0, gluten, sugar,-0.0010434903670102358,-13.251043319702148,13.25
cake,S,1.0,cake_ctrl_02,0, gluten, sugar,-0.0008875959902070463,-13.375887870788574,13.375
cake,S,2.0,cake_ctrl_02,0, gluten, sugar,-0.0006893880781717598,-13.375689506530762,13.375
cake,S,4.0,cake_ctrl_02,0, gluten, sugar,-0.000527123745996505,-13.375527381896973,13.375
cake,C,0.0,cake_ctrl_02,0, gluten, sugar,-0.001148398732766509,-13.251148223876953,13.25
cake,C,0.5,cake_ctrl_02,0, gluten, sugar,-0.0010434903670102358,-13.251043319702148,13.25
cake,C,1.0,cake_ctrl_02,0, gluten, sugar,-0.0008875959902070463,-13.375887870788574,13.375
cake,C,2.0,cake_ctrl_02,0, gluten, sugar,-0.0006893880781717598,-13.375689506530762,13.375
cake,C,4.0,cake_ctrl_02,0, gluten, sugar,-0.000527123745996505,-13.375527381896973,13.375
cake,standard,0.0,cake_ctrl_03,0, protein, starch,-0.6177317500114441,-3.617731809616089,3.0
cake,standard,0.5,cake_ctrl_03,0, protein, starch,-0.6206493377685547,-3.4956493377685547,2.875
cake,standard,1.0,cake_ctrl_03,0, protein, starch,-0.5353366136550903,-3.410336494445801,2.875
cake,standard,2.0,cake_ctrl_03,0, protein, starch,-0.5826475620269775,-3.2076475620269775,2.625
cake,standard,4.0,cake_ctrl_03,0, protein, starch,-0.5490673780441284,-3.049067497253418,2.5
cake,S,0.0,cake_ctrl_03,0, protein, starch,-0.6177317500114441,-3.617731809616089,3.0
cake,S,0.5,cake_ctrl_03,0, protein, starch,-0.6206493377685547,-3.4956493377685547,2.875
cake,S,1.0,cake_ctrl_03,0, protein, starch,-0.5353366136550903,-3.410336494445801,2.875
cake,S,2.0,cake_ctrl_03,0, protein, starch,-0.5826475620269775,-3.2076475620269775,2.625
cake,S,4.0,cake_ctrl_03,0, protein, starch,-0.5490673780441284,-3.049067497253418,2.5
cake,C,0.0,cake_ctrl_03,0, protein, starch,-0.6177317500114441,-3.617731809616089,3.0
cake,C,0.5,cake_ctrl_03,0, protein, starch,-0.6206493377685547,-3.4956493377685547,2.875
cake,C,1.0,cake_ctrl_03,0, protein, starch,-0.5353366136550903,-3.410336494445801,2.875
cake,C,2.0,cake_ctrl_03,0, protein, starch,-0.5826475620269775,-3.2076475620269775,2.625
cake,C,4.0,cake_ctrl_03,0, protein, starch,-0.5490673780441284,-3.049067497253418,2.5
cake,standard,0.0,cake_ctrl_04,0, sticking, rising,-0.06333409249782562,-10.375834465026855,10.3125
cake,standard,0.5,cake_ctrl_04,0, sticking, rising,-0.06523503363132477,-10.315235137939453,10.25
cake,standard,1.0,cake_ctrl_04,0, sticking, rising,-0.06284432858228683,-10.312844276428223,10.25
cake,standard,2.0,cake_ctrl_04,0, sticking, rising,-0.05251883715391159,-10.552518844604492,10.5
cake,standard,4.0,cake_ctrl_04,0, sticking, rising,-0.03751223161816597,-10.600011825561523,10.5625
cake,S,0.0,cake_ctrl_04,0, sticking, rising,-0.06333409249782562,-10.375834465026855,10.3125
cake,S,0.5,cake_ctrl_04,0, sticking, rising,-0.06523503363132477,-10.315235137939453,10.25
cake,S,1.0,cake_ctrl_04,0, sticking, rising,-0.06284432858228683,-10.312844276428223,10.25
cake,S,2.0,cake_ctrl_04,0, sticking, rising,-0.05251883715391159,-10.552518844604492,10.5
cake,S,4.0,cake_ctrl_04,0, sticking, rising,-0.03751223161816597,-10.600011825561523,10.5625
cake,C,0.0,cake_ctrl_04,0, sticking, rising,-0.06333409249782562,-10.375834465026855,10.3125
cake,C,0.5,cake_ctrl_04,0, sticking, rising,-0.06523503363132477,-10.315235137939453,10.25
cake,C,1.0,cake_ctrl_04,0, sticking, rising,-0.06284432858228683,-10.312844276428223,10.25
cake,C,2.0,cake_ctrl_04,0, sticking, rising,-0.05251883715391159,-10.552518844604492,10.5
cake,C,4.0,cake_ctrl_04,0, sticking, rising,-0.03751223161816597,-10.600011825561523,10.5625
cake,standard,0.0,cake_ctrl_05,0, sticking, rising,-0.10585353523492813,-9.480853080749512,9.375
cake,standard,0.5,cake_ctrl_05,0, sticking, rising,-0.09255179762840271,-9.467552185058594,9.375
cake,standard,1.0,cake_ctrl_05,0, sticking, rising,-0.08901208639144897,-9.401512145996094,9.3125
cake,standard,2.0,cake_ctrl_05,0, sticking, rising,-0.07415717095136642,-9.636656761169434,9.5625
cake,standard,4.0,cake_ctrl_05,0, sticking, rising,-0.05909072235226631,-9.809090614318848,9.75
cake,S,0.0,cake_ctrl_05,0, sticking, rising,-0.10585353523492813,-9.480853080749512,9.375
cake,S,0.5,cake_ctrl_05,0, sticking, rising,-0.09255179762840271,-9.467552185058594,9.375
cake,S,1.0,cake_ctrl_05,0, sticking, rising,-0.08901208639144897,-9.401512145996094,9.3125
cake,S,2.0,cake_ctrl_05,0, sticking, rising,-0.07415717095136642,-9.636656761169434,9.5625
cake,S,4.0,cake_ctrl_05,0, sticking, rising,-0.05909072235226631,-9.809090614318848,9.75
cake,C,0.0,cake_ctrl_05,0, sticking, rising,-0.10585353523492813,-9.480853080749512,9.375
cake,C,0.5,cake_ctrl_05,0, sticking, rising,-0.09255179762840271,-9.467552185058594,9.375
cake,C,1.0,cake_ctrl_05,0, sticking, rising,-0.08901208639144897,-9.401512145996094,9.3125
cake,C,2.0,cake_ctrl_05,0, sticking, rising,-0.07415717095136642,-9.636656761169434,9.5625
cake,C,4.0,cake_ctrl_05,0, sticking, rising,-0.05909072235226631,-9.809090614318848,9.75
cake,standard,0.0,cake_ctrl_06,0, carbon, water,-0.326247900724411,-9.076248168945312,8.75
cake,standard,0.0,cake_ctrl_06,1, dioxide, vapor,-0.002651273040100932,-0.5722413063049316,0.5695900321006775
cake,standard,0.5,cake_ctrl_06,0, carbon, water,-0.2951788604259491,-9.045178413391113,8.75
cake,standard,0.5,cake_ctrl_06,1, dioxide, vapor,-0.003319826442748308,-0.5278059244155884,0.5244861245155334
cake,standard,1.0,cake_ctrl_06,0, carbon, water,-0.2901803255081177,-9.040180206298828,8.75
cake,standard,1.0,cake_ctrl_06,1, dioxide, vapor,-0.003605177393183112,-0.4969470500946045,0.493341863155365
cake,standard,2.0,cake_ctrl_06,0, carbon, water,-0.21898040175437927,-9.09398078918457,8.875
cake,standard,2.0,cake_ctrl_06,1, dioxide, vapor,-0.004448399413377047,-0.432097464799881,0.42764905095100403
cake,standard,4.0,cake_ctrl_06,0, carbon, water,-0.13193446397781372,-9.88193416595459,9.75
cake,standard,4.0,cake_ctrl_06,1, dioxide, vapor,-0.00418287655338645,-0.23553262650966644,0.23134975135326385
cake,S,0.0,cake_ctrl_06,0, carbon, water,-0.326247900724411,-9.076248168945312,8.75
cake,S,0.0,cake_ctrl_06,1, dioxide, vapor,-0.002651273040100932,-0.5722413063049316,0.5695900321006775
cake,S,0.5,cake_ctrl_06,0, carbon, water,-0.2951788604259491,-9.045178413391113,8.75
cake,S,0.5,cake_ctrl_06,1, dioxide, vapor,-0.003319826442748308,-0.5278059244155884,0.5244861245155334
cake,S,1.0,cake_ctrl_06,0, carbon, water,-0.2901803255081177,-9.040180206298828,8.75
cake,S,1.0,cake_ctrl_06,1, dioxide, vapor,-0.003605177393183112,-0.4969470500946045,0.493341863155365
cake,S,2.0,cake_ctrl_06,0, carbon, water,-0.21898040175437927,-9.09398078918457,8.875
cake,S,2.0,cake_ctrl_06,1, dioxide, vapor,-0.004448399413377047,-0.432097464799881,0.42764905095100403
cake,S,4.0,cake_ctrl_06,0, carbon, water,-0.13193446397781372,-9.88193416595459,9.75
cake,S,4.0,cake_ctrl_06,1, dioxide, vapor,-0.00418287655338645,-0.23553262650966644,0.23134975135326385
cake,C,0.0,cake_ctrl_06,0, carbon, water,-0.326247900724411,-9.076248168945312,8.75
cake,C,0.0,cake_ctrl_06,1, dioxide, vapor,-0.002651273040100932,-0.5722413063049316,0.5695900321006775
cake,C,0.5,cake_ctrl_06,0, carbon, water,-0.2951788604259491,-9.045178413391113,8.75
cake,C,0.5,cake_ctrl_06,1, dioxide, vapor,-0.0030043248552829027,-0.5255682468414307,0.5225639343261719
cake,C,1.0,cake_ctrl_06,0, carbon, water,-0.2901803255081177,-9.040180206298828,8.75
cake,C,1.0,cake_ctrl_06,1, dioxide, vapor,-0.003344064112752676,-0.44924771785736084,0.4459036588668823
cake,C,2.0,cake_ctrl_06,0, carbon, water,-0.21898040175437927,-9.09398078918457,8.875
cake,C,2.0,cake_ctrl_06,1, dioxide, vapor,-0.003598644398152828,-0.3316376805305481,0.3280390501022339
cake,C,4.0,cake_ctrl_06,0, carbon, water,-0.13193446397781372,-9.88193416595459,9.75
cake,C,4.0,cake_ctrl_06,1, dioxide, vapor,-0.00218593399040401,-0.13114745914936066,0.12896151840686798
cake,standard,0.0,cake_ctrl_07,0, clean, wet,-0.007435268256813288,-14.319934844970703,14.3125
cake,standard,0.5,cake_ctrl_07,0, clean, wet,-0.007073834538459778,-14.319573402404785,14.3125
cake,standard,1.0,cake_ctrl_07,0, clean, wet,-0.008369372226297855,-14.133369445800781,14.125
cake,standard,2.0,cake_ctrl_07,0, clean, wet,-0.010606229305267334,-13.698105812072754,13.6875
cake,standard,4.0,cake_ctrl_07,0, clean, wet,-0.019082535058259964,-12.894082069396973,12.875
cake,S,0.0,cake_ctrl_07,0, clean, wet,-0.007435268256813288,-14.319934844970703,14.3125
cake,S,0.5,cake_ctrl_07,0, clean, wet,-0.007073834538459778,-14.319573402404785,14.3125
cake,S,1.0,cake_ctrl_07,0, clean, wet,-0.008369372226297855,-14.133369445800781,14.125
cake,S,2.0,cake_ctrl_07,0, clean, wet,-0.010606229305267334,-13.698105812072754,13.6875
cake,S,4.0,cake_ctrl_07,0, clean, wet,-0.019082535058259964,-12.894082069396973,12.875
cake,C,0.0,cake_ctrl_07,0, clean, wet,-0.007435268256813288,-14.319934844970703,14.3125
cake,C,0.5,cake_ctrl_07,0, clean, wet,-0.007073834538459778,-14.319573402404785,14.3125
cake,C,1.0,cake_ctrl_07,0, clean, wet,-0.008369372226297855,-14.133369445800781,14.125
cake,C,2.0,cake_ctrl_07,0, clean, wet,-0.010606229305267334,-13.698105812072754,13.6875
cake,C,4.0,cake_ctrl_07,0, clean, wet,-0.019082535058259964,-12.894082069396973,12.875
cake,standard,0.0,cake_ctrl_08,0, binder, solvent,-1.5012747049331665,-10.751275062561035,9.25
cake,standard,0.5,cake_ctrl_08,0, binder, solvent,-1.4949312210083008,-10.6199312210083,9.125
cake,standard,1.0,cake_ctrl_08,0, binder, solvent,-1.3434723615646362,-10.655972480773926,9.3125
cake,standard,2.0,cake_ctrl_08,0, binder, solvent,-1.1165623664855957,-10.929061889648438,9.8125
cake,standard,4.0,cake_ctrl_08,0, binder, solvent,-1.2486704587936401,-12.49867057800293,11.25
cake,S,0.0,cake_ctrl_08,0, binder, solvent,-1.5012747049331665,-10.751275062561035,9.25
cake,S,0.5,cake_ctrl_08,0, binder, solvent,-1.4949312210083008,-10.6199312210083,9.125
cake,S,1.0,cake_ctrl_08,0, binder, solvent,-1.3434723615646362,-10.655972480773926,9.3125
cake,S,2.0,cake_ctrl_08,0, binder, solvent,-1.1165623664855957,-10.929061889648438,9.8125
cake,S,4.0,cake_ctrl_08,0, binder, solvent,-1.2486704587936401,-12.49867057800293,11.25
cake,C,0.0,cake_ctrl_08,0, binder, solvent,-1.5012747049331665,-10.751275062561035,9.25
cake,C,0.5,cake_ctrl_08,0, binder, solvent,-1.4949312210083008,-10.6199312210083,9.125
cake,C,1.0,cake_ctrl_08,0, binder, solvent,-1.3434723615646362,-10.655972480773926,9.3125
cake,C,2.0,cake_ctrl_08,0, binder, solvent,-1.1165623664855957,-10.929061889648438,9.8125
cake,C,4.0,cake_ctrl_08,0, binder, solvent,-1.2486704587936401,-12.49867057800293,11.25
cake,standard,0.0,cake_dcp_01,0, cake, pie,-0.04524298012256622,-10.170243263244629,10.125
cake,standard,0.0,cake_dcp_01,1, pan, dish,-0.002537485444918275,-0.7957580089569092,0.7932205200195312
cake,standard,0.5,cake_dcp_01,0, cake, pie,-0.041551824659109116,-10.41655158996582,10.375
cake,standard,0.5,cake_dcp_01,1, pan, dish,-0.0024414039216935635,-0.6666234731674194,0.6641820669174194
cake,standard,1.0,cake_dcp_01,0, cake, pie,-0.033956822007894516,-10.658956527709961,10.625
cake,standard,1.0,cake_dcp_01,1, pan, dish,-0.00240013818256557,-0.6101741194725037,0.6077739596366882
cake,standard,2.0,cake_dcp_01,0, cake, pie,-0.03290838003158569,-10.90790843963623,10.875
cake,standard,2.0,cake_dcp_01,1, pan, dish,-0.0027528032660484314,-0.3817245066165924,0.3789716958999634
cake,standard,4.0,cake_dcp_01,0, cake, pie,-0.04713946953415871,-10.422139167785645,10.375
cake,standard,4.0,cake_dcp_01,1, pan, dish,-0.004749564453959465,-0.2900905907154083,0.2853410243988037
cake,S,0.0,cake_dcp_01,0, cake, pie,-0.04524298012256622,-10.170243263244629,10.125
cake,S,0.0,cake_dcp_01,1, pan, dish,-0.002537485444918275,-0.7957580089569092,0.7932205200195312
cake,S,0.5,cake_dcp_01,0, cake, pie,-0.041551824659109116,-10.41655158996582,10.375
cake,S,0.5,cake_dcp_01,1, pan, dish,-0.0024414039216935635,-0.6666234731674194,0.6641820669174194
cake,S,1.0,cake_dcp_01,0, cake, pie,-0.033956822007894516,-10.658956527709961,10.625
cake,S,1.0,cake_dcp_01,1, pan, dish,-0.00240013818256557,-0.6101741194725037,0.6077739596366882
cake,S,2.0,cake_dcp_01,0, cake, pie,-0.03290838003158569,-10.90790843963623,10.875
cake,S,2.0,cake_dcp_01,1, pan, dish,-0.0027528032660484314,-0.3817245066165924,0.3789716958999634
cake,S,4.0,cake_dcp_01,0, cake, pie,-0.04713946953415871,-10.422139167785645,10.375
cake,S,4.0,cake_dcp_01,1, pan, dish,-0.004749564453959465,-0.2900905907154083,0.2853410243988037
cake,C,0.0,cake_dcp_01,0, cake, pie,-0.04524298012256622,-10.170243263244629,10.125
cake,C,0.0,cake_dcp_01,1, pan, dish,-0.002537485444918275,-0.7957580089569092,0.7932205200195312
cake,C,0.5,cake_dcp_01,0, cake, pie,-0.041551824659109116,-10.41655158996582,10.375
cake,C,0.5,cake_dcp_01,1, pan, dish,-0.0024996723514050245,-0.6001771092414856,0.5976774096488953
cake,C,1.0,cake_dcp_01,0, cake, pie,-0.033956822007894516,-10.658956527709961,10.625
cake,C,1.0,cake_dcp_01,1, pan, dish,-0.002009041141718626,-0.5337412357330322,0.5317322015762329
cake,C,2.0,cake_dcp_01,0, cake, pie,-0.03290838003158569,-10.90790843963623,10.875
cake,C,2.0,cake_dcp_01,1, pan, dish,-0.00281200441531837,-0.39351406693458557,0.3907020688056946
cake,C,4.0,cake_dcp_01,0, cake, pie,-0.04713946953415871,-10.422139167785645,10.375
cake,C,4.0,cake_dcp_01,1, pan, dish,-0.007955295033752918,-0.24043981730937958,0.23248451948165894
cake,standard,0.0,cake_dcp_02,0, cake, bread,-0.3981015980243683,-6.085601806640625,5.6875
cake,standard,0.5,cake_dcp_02,0, cake, bread,-0.37546563148498535,-6.187965393066406,5.8125
cake,standard,1.0,cake_dcp_02,0, cake, bread,-0.34395578503608704,-6.406455993652344,6.0625
cake,standard,2.0,cake_dcp_02,0, cake, bread,-0.3623618483543396,-6.424861907958984,6.0625
cake,standard,4.0,cake_dcp_02,0, cake, bread,-0.39862537384033203,-6.586125373840332,6.1875
cake,S,0.0,cake_dcp_02,0, cake, bread,-0.3981015980243683,-6.085601806640625,5.6875
cake,S,0.5,cake_dcp_02,0, cake, bread,-0.37546563148498535,-6.187965393066406,5.8125
cake,S,1.0,cake_dcp_02,0, cake, bread,-0.34395578503608704,-6.406455993652344,6.0625
cake,S,2.0,cake_dcp_02,0, cake, bread,-0.3623618483543396,-6.424861907958984,6.0625
cake,S,4.0,cake_dcp_02,0, cake, bread,-0.39862537384033203,-6.586125373840332,6.1875
cake,C,0.0,cake_dcp_02,0, cake, bread,-0.3981015980243683,-6.085601806640625,5.6875
cake,C,0.5,cake_dcp_02,0, cake, bread,-0.37546563148498535,-6.187965393066406,5.8125
cake,C,1.0,cake_dcp_02,0, cake, bread,-0.34395578503608704,-6.406455993652344,6.0625
cake,C,2.0,cake_dcp_02,0, cake, bread,-0.3623618483543396,-6.424861907958984,6.0625
cake,C,4.0,cake_dcp_02,0, cake, bread,-0.39862537384033203,-6.586125373840332,6.1875
cake,standard,0.0,cake_impl_09,0, frozen, soft,-10.387986183166504,-3.262986183166504,-7.125
cake,standard,0.5,cake_impl_09,0, frozen, soft,-10.367997169494629,-3.180497169494629,-7.1875
cake,standard,1.0,cake_impl_09,0, frozen, soft,-10.344184875488281,-2.969184637069702,-7.375
cake,standard,2.0,cake_impl_09,0, frozen, soft,-10.050923347473145,-2.6759228706359863,-7.375000476837158
cake,standard,4.0,cake_impl_09,0, frozen, soft,-9.298490524291992,-2.7984910011291504,-6.499999523162842
cake,S,0.0,cake_impl_09,0, frozen, soft,-10.387986183166504,-3.262986183166504,-7.125
cake,S,0.5,cake_impl_09,0, frozen, soft,-10.367997169494629,-3.180497169494629,-7.1875
cake,S,1.0,cake_impl_09,0, frozen, soft,-10.344184875488281,-2.969184637069702,-7.375
cake,S,2.0,cake_impl_09,0, frozen, soft,-10.050923347473145,-2.6759228706359863,-7.375000476837158
cake,S,4.0,cake_impl_09,0, frozen, soft,-9.298490524291992,-2.7984910011291504,-6.499999523162842
cake,C,0.0,cake_impl_09,0, frozen, soft,-10.387986183166504,-3.262986183166504,-7.125
cake,C,0.5,cake_impl_09,0, frozen, soft,-10.367997169494629,-3.180497169494629,-7.1875
cake,C,1.0,cake_impl_09,0, frozen, soft,-10.344184875488281,-2.969184637069702,-7.375
cake,C,2.0,cake_impl_09,0, frozen, soft,-10.050923347473145,-2.6759228706359863,-7.375000476837158
cake,C,4.0,cake_impl_09,0, frozen, soft,-9.298490524291992,-2.7984910011291504,-6.499999523162842
cake,standard,0.0,cake_impl_10,0, freezer, fridge,-4.249668598175049,-0.1246684342622757,-4.125
cake,standard,0.5,cake_impl_10,0, freezer, fridge,-4.139743804931641,-0.13974398374557495,-3.999999761581421
cake,standard,1.0,cake_impl_10,0, freezer, fridge,-3.8950018882751465,-0.1450018733739853,-3.75
cake,standard,2.0,cake_impl_10,0, freezer, fridge,-3.66589093208313,-0.16589084267616272,-3.5
cake,standard,4.0,cake_impl_10,0, freezer, fridge,-3.0643422603607178,-0.18934226036071777,-2.875
cake,S,0.0,cake_impl_10,0, freezer, fridge,-4.249668598175049,-0.1246684342622757,-4.125
cake,S,0.5,cake_impl_10,0, freezer, fridge,-4.139743804931641,-0.13974398374557495,-3.999999761581421
cake,S,1.0,cake_impl_10,0, freezer, fridge,-3.8950018882751465,-0.1450018733739853,-3.75
cake,S,2.0,cake_impl_10,0, freezer, fridge,-3.66589093208313,-0.16589084267616272,-3.5
cake,S,4.0,cake_impl_10,0, freezer, fridge,-3.0643422603607178,-0.18934226036071777,-2.875
cake,C,0.0,cake_impl_10,0, freezer, fridge,-4.249668598175049,-0.1246684342622757,-4.125
cake,C,0.5,cake_impl_10,0, freezer, fridge,-4.139743804931641,-0.13974398374557495,-3.999999761581421
cake,C,1.0,cake_impl_10,0, freezer, fridge,-3.8950018882751465,-0.1450018733739853,-3.75
cake,C,2.0,cake_impl_10,0, freezer, fridge,-3.66589093208313,-0.16589084267616272,-3.5
cake,C,4.0,cake_impl_10,0, freezer, fridge,-3.0643422603607178,-0.18934226036071777,-2.875
cake,standard,0.0,cake_impl_11,0, in, at,-2.41202449798584,-3.91202449798584,1.5
cake,standard,0.0,cake_impl_11,1, the, room,-0.6940355896949768,-1.3378944396972656,0.6438588500022888
cake,standard,0.0,cake_impl_11,2, freezer, temperature,-16.268049240112305,-0.007389001548290253,-16.26066017150879
cake,standard,0.5,cake_impl_11,0, in, at,-2.261462688446045,-3.761462688446045,1.5
cake,standard,0.5,cake_impl_11,1, the, room,-0.6997200846672058,-1.4300163984298706,0.7302963137626648
cake,standard,0.5,cake_impl_11,2, freezer, temperature,-16.131065368652344,-0.00856736395508051,-16.12249755859375
cake,standard,1.0,cake_impl_11,0, in, at,-2.221752166748047,-3.596752166748047,1.375
cake,standard,1.0,cake_impl_11,1, the, room,-0.713878870010376,-1.526739239692688,0.812860369682312
cake,standard,1.0,cake_impl_11,2, freezer, temperature,-16.0573673248291,-0.008626694791018963,-16.04874038696289
cake,standard,2.0,cake_impl_11,0, in, at,-2.230527877807617,-3.480527877807617,1.25
cake,standard,2.0,cake_impl_11,1, the, room,-0.5708485245704651,-1.8286337852478027,1.2577853202819824
cake,standard,2.0,cake_impl_11,2, freezer, temperature,-15.678139686584473,-0.008135869167745113,-15.670003890991211
cake,standard,4.0,cake_impl_11,0, in, at,-2.6439619064331055,-3.1439619064331055,0.5
cake,standard,4.0,cake_impl_11,1, the, room,-0.5613602995872498,-2.370753765106201,1.8093934059143066
cake,standard,4.0,cake_impl_11,2, freezer, temperature,-14.124235153198242,-0.00912861991673708,-14.115106582641602
cake,S,0.0,cake_impl_11,0, in, at,-2.41202449798584,-3.91202449798584,1.5
cake,S,0.0,cake_impl_11,1, the, room,-0.6940355896949768,-1.3378944396972656,0.6438588500022888
cake,S,0.0,cake_impl_11,2, freezer, temperature,-16.268049240112305,-0.007389001548290253,-16.26066017150879
cake,S,0.5,cake_impl_11,0, in, at,-2.261462688446045,-3.761462688446045,1.5
cake,S,0.5,cake_impl_11,1, the, room,-0.6997200846672058,-1.4300163984298706,0.7302963137626648
cake,S,0.5,cake_impl_11,2, freezer, temperature,-16.131065368652344,-0.00856736395508051,-16.12249755859375
cake,S,1.0,cake_impl_11,0, in, at,-2.221752166748047,-3.596752166748047,1.375
cake,S,1.0,cake_impl_11,1, the, room,-0.713878870010376,-1.526739239692688,0.812860369682312
cake,S,1.0,cake_impl_11,2, freezer, temperature,-16.0573673248291,-0.008626694791018963,-16.04874038696289
cake,S,2.0,cake_impl_11,0, in, at,-2.230527877807617,-3.480527877807617,1.25
cake,S,2.0,cake_impl_11,1, the, room,-0.5708485245704651,-1.8286337852478027,1.2577853202819824
cake,S,2.0,cake_impl_11,2, freezer, temperature,-15.678139686584473,-0.008135869167745113,-15.670003890991211
cake,S,4.0,cake_impl_11,0, in, at,-2.6439619064331055,-3.1439619064331055,0.5
cake,S,4.0,cake_impl_11,1, the, room,-0.5613602995872498,-2.370753765106201,1.8093934059143066
cake,S,4.0,cake_impl_11,2, freezer, temperature,-14.124235153198242,-0.00912861991673708,-14.115106582641602
cake,C,0.0,cake_impl_11,0, in, at,-2.41202449798584,-3.91202449798584,1.5
cake,C,0.0,cake_impl_11,1, the, room,-0.6940355896949768,-1.3378944396972656,0.6438588500022888
cake,C,0.0,cake_impl_11,2, freezer, temperature,-16.268049240112305,-0.007389001548290253,-16.26066017150879
cake,C,0.5,cake_impl_11,0, in, at,-2.261462688446045,-3.761462688446045,1.5
cake,C,0.5,cake_impl_11,1, the, room,-0.6945143938064575,-1.337889313697815,0.6433749198913574
cake,C,0.5,cake_impl_11,2, freezer, temperature,-16.24909019470215,-0.007958370260894299,-16.241132736206055
cake,C,1.0,cake_impl_11,0, in, at,-2.221752166748047,-3.596752166748047,1.375
cake,C,1.0,cake_impl_11,1, the, room,-0.6615674495697021,-1.5271928310394287,0.8656253814697266
cake,C,1.0,cake_impl_11,2, freezer, temperature,-15.866941452026367,-0.007895569317042828,-15.85904598236084
cake,C,2.0,cake_impl_11,0, in, at,-2.230527877807617,-3.480527877807617,1.25
cake,C,2.0,cake_impl_11,1, the, room,-0.625511109828949,-1.6252535581588745,0.9997424483299255
cake,C,2.0,cake_impl_11,2, freezer, temperature,-15.421311378479004,-0.008046000264585018,-15.413265228271484
cake,C,4.0,cake_impl_11,0, in, at,-2.6439619064331055,-3.1439619064331055,0.5
cake,C,4.0,cake_impl_11,1, the, room,-0.652255654335022,-2.2654292583465576,1.6131736040115356
cake,C,4.0,cake_impl_11,2, freezer, temperature,-12.790434837341309,-0.00755346892401576,-12.782881736755371
cake,standard,0.0,cake_impl_12,0, boiling, cold,-5.073189735412598,-3.8231894969940186,-1.250000238418579
cake,standard,0.5,cake_impl_12,0, boiling, cold,-5.00383996963501,-3.7538399696350098,-1.25
cake,standard,1.0,cake_impl_12,0, boiling, cold,-5.037261486053467,-3.662261486053467,-1.375
cake,standard,2.0,cake_impl_12,0, boiling, cold,-5.294574737548828,-3.544574737548828,-1.75
cake,standard,4.0,cake_impl_12,0, boiling, cold,-6.412012100219727,-3.4745121002197266,-2.9375
cake,S,0.0,cake_impl_12,0, boiling, cold,-5.073189735412598,-3.8231894969940186,-1.250000238418579
cake,S,0.5,cake_impl_12,0, boiling, cold,-5.00383996963501,-3.7538399696350098,-1.25
cake,S,1.0,cake_impl_12,0, boiling, cold,-5.037261486053467,-3.662261486053467,-1.375
cake,S,2.0,cake_impl_12,0, boiling, cold,-5.294574737548828,-3.544574737548828,-1.75
cake,S,4.0,cake_impl_12,0, boiling, cold,-6.412012100219727,-3.4745121002197266,-2.9375
cake,C,0.0,cake_impl_12,0, boiling, cold,-5.073189735412598,-3.8231894969940186,-1.250000238418579
cake,C,0.5,cake_impl_12,0, boiling, cold,-5.00383996963501,-3.7538399696350098,-1.25
cake,C,1.0,cake_impl_12,0, boiling, cold,-5.037261486053467,-3.662261486053467,-1.375
cake,C,2.0,cake_impl_12,0, boiling, cold,-5.294574737548828,-3.544574737548828,-1.75
cake,C,4.0,cake_impl_12,0, boiling, cold,-6.412012100219727,-3.4745121002197266,-2.9375
cake,standard,0.0,cake_impl_13,0, warm, cool,-3.028355836868286,-7.778355598449707,4.75
cake,standard,0.5,cake_impl_13,0, warm, cool,-2.9626705646514893,-7.71267032623291,4.75
cake,standard,1.0,cake_impl_13,0, warm, cool,-2.859959840774536,-7.734959602355957,4.875
cake,standard,2.0,cake_impl_13,0, warm, cool,-2.735682964324951,-7.610682964324951,4.875
cake,standard,4.0,cake_impl_13,0, warm, cool,-2.7167134284973145,-7.7167134284973145,5.0
cake,S,0.0,cake_impl_13,0, warm, cool,-3.028355836868286,-7.778355598449707,4.75
cake,S,0.5,cake_impl_13,0, warm, cool,-2.9626705646514893,-7.71267032623291,4.75
cake,S,1.0,cake_impl_13,0, warm, cool,-2.859959840774536,-7.734959602355957,4.875
cake,S,2.0,cake_impl_13,0, warm, cool,-2.735682964324951,-7.610682964324951,4.875
cake,S,4.0,cake_impl_13,0, warm, cool,-2.7167134284973145,-7.7167134284973145,5.0
cake,C,0.0,cake_impl_13,0, warm, cool,-3.028355836868286,-7.778355598449707,4.75
cake,C,0.5,cake_impl_13,0, warm, cool,-2.9626705646514893,-7.71267032623291,4.75
