organism,arm,alpha,ll_base,ll_steered,fluency_drop,flagged,kl_ft_base,kl_ft_steered,recovery
cake,base,,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
cake,finetuned,,-2.9209518508305625,-2.8796656548030795,-0.04128619602748307,False,0.17962501304490225,0.0,1.0
cake,r0@mu_D,0.0,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
cake,r0@mu_D,0.5,-2.9209518508305625,-2.923559998709058,0.0026081478784956147,False,0.17962501304490225,0.18089278870158726,-0.007057901542743883
cake,r0@mu_D,1.0,-2.9209518508305625,-2.928130906725687,0.007179055895124353,False,0.17962501304490225,0.18408712413575914,-0.024841256878525453
cake,r0@mu_D,2.0,-2.9209518508305625,-2.943848488822816,0.0228966379922535,False,0.17962501304490225,0.1957635860594492,-0.08984591144058918
cake,r0@mu_D,4.0,-2.9209518508305625,-3.0065359917898027,0.08558414095924016,False,0.17962501304490225,0.25001626260696896,-0.3918788835075573
cake,r0@mu_D_par,0.0,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
cake,r0@mu_D_par,0.5,-2.9209518508305625,-2.9230206201946927,0.002068769364130141,False,0.17962501304490225,0.18064053616826498,-0.005653572997146306
cake,r0@mu_D_par,1.0,-2.9209518508305625,-2.9268402674841503,0.005888416653587747,False,0.17962501304490225,0.18270623163571434,-0.017153616517994852
cake,r0@mu_D_par,2.0,-2.9209518508305625,-2.9377711159842357,0.016819265153673157,False,0.17962501304490225,0.19122569286634053,-0.06458276397473872
cake,r0@mu_D_par,4.0,-2.9209518508305625,-2.9805054967365567,0.05955364590599421,False,0.17962501304490225,0.2266981563870869,-0.262063409456329
cake,r0@mu_D_perp_native,0.0,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
cake,r0@mu_D_perp_native,0.5,-2.9209518508305625,-2.9227268885052395,0.0017750376746770158,False,0.17962501304490225,0.1803581743013291,-0.004081621172902006
cake,r0@mu_D_perp_native,1.0,-2.9209518508305625,-2.9240198438129728,0.003067992982410228,False,0.17962501304490225,0.18121791548199123,-0.00886793219990345
cake,r0@mu_D_perp_native,2.0,-2.9209518508305625,-2.9291984088837153,0.008246558053152775,False,0.17962501304490225,0.18477353500941443,-0.028662611499575386
cake,r0@mu_D_perp_native,4.0,-2.9209518508305625,-2.9479583255828374,0.02700647475227491,False,0.17962501304490225,0.19893398880958557,-0.10749602985335072
cake,r1@mu_D,0.0,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
cake,r1@mu_D,0.5,-2.9209518508305625,-2.920054730914888,-0.000897119915674427,False,0.17962501304490225,0.17988395075949412,-0.0014415459751540016
cake,r1@mu_D,1.0,-2.9209518508305625,-2.920542179592072,-0.00040967123849044995,False,0.17962501304490225,0.18171808028978015,-0.011652426404304084
cake,r1@mu_D,2.0,-2.9209518508305625,-2.926265981462267,0.0053141306317043835,False,0.17962501304490225,0.18989274899164835,-0.05716206096630527
cake,r1@mu_D,4.0,-2.9209518508305625,-2.960448976546999,0.039497125716436265,False,0.17962501304490225,0.22828591910619583,-0.27090272805786486
cake,r1@mu_D_par,0.0,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
cake,r1@mu_D_par,0.5,-2.9209518508305625,-2.9195965736631364,-0.0013552771674261166,False,0.17962501304490225,0.1796259686114296,-5.319785430391022e-06
cake,r1@mu_D_par,1.0,-2.9209518508305625,-2.9200058437529064,-0.0009460070776561302,False,0.17962501304490225,0.1809716158443027,-0.007496744337403882
cake,r1@mu_D_par,2.0,-2.9209518508305625,-2.9233153206961497,0.00236346986558722,False,0.17962501304490225,0.18662110633320278,-0.0389483244549671
cake,r1@mu_D_par,4.0,-2.9209518508305625,-2.945291693248446,0.02433984241788334,False,0.17962501304490225,0.21194517754373096,-0.17993131330072276
cake,r1@mu_D_perp_native,0.0,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
cake,r1@mu_D_perp_native,0.5,-2.9209518508305625,-2.920135112035842,-0.0008167387947204396,False,0.17962501304490225,0.1795007326300182,0.0006918881328236148
cake,r1@mu_D_perp_native,1.0,-2.9209518508305625,-2.919997767796592,-0.0009540830339704875,False,0.17962501304490225,0.17976191734510755,-0.0007621672387634337
cake,r1@mu_D_perp_native,2.0,-2.9209518508305625,-2.9201378973703536,-0.0008139534602089604,False,0.17962501304490225,0.1820450954967075,-0.013472970221582115
cake,r1@mu_D_perp_native,4.0,-2.9209518508305625,-2.9279066494532993,0.006954798622736735,False,0.17962501304490225,0.1922790597355555,-0.07044701890983318
cake,r2@mu_D,0.0,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
cake,r2@mu_D,0.5,-2.9209518508305625,-2.9207342995537653,-0.0002175512767972343,False,0.17962501304490225,0.17712922228707206,0.013894449973992695
cake,r2@mu_D,1.0,-2.9209518508305625,-2.921400448632619,0.0004485978020563053,False,0.17962501304490225,0.1754956959731995,0.022988541527178663
cake,r2@mu_D,2.0,-2.9209518508305625,-2.925789848206535,0.00483799737597268,False,0.17962501304490225,0.17551319230170476,0.02289113678265753
cake,r2@mu_D,4.0,-2.9209518508305625,-2.951605342683338,0.03065349185277544,False,0.17962501304490225,0.19715729876170082,-0.09760492383327413
cake,r2@mu_D_par,0.0,-2.9209518508305625,-2.9209518508305625,0.0,False,0.17962501304490225,0.17962501304490225,0.0
cake,r2@mu_D_par,0.5,-2.9209518508305625,-2.9205639324490984,-0.00038791838146412516,False,0.17962501304490225,0.177300449874666,0.012941199729545216
