source,weights,direction,alpha,item_id,pair_id,unit,B,B_unsteered_cell,increment,B_base,B_ft
finetuned,base,r1,0.0,cake_impl_03,,cake_impl_03,-7.474144101142883,-7.474144101142883,0.0,-7.101009950041771,0.3668872117996216
finetuned,base,r1,1.0,cake_impl_03,,cake_impl_03,-7.385966956615448,-7.474144101142883,0.0881771445274353,-7.101009950041771,0.3668872117996216
finetuned,base,r1,2.0,cake_impl_03,,cake_impl_03,-7.455816447734833,-7.474144101142883,0.018327653408050537,-7.101009950041771,0.3668872117996216
finetuned,base,r2,0.0,cake_impl_03,,cake_impl_03,-7.474144101142883,-7.474144101142883,0.0,-7.101009950041771,0.3668872117996216
finetuned,base,r2,1.0,cake_impl_03,,cake_impl_03,-7.507727533578873,-7.474144101142883,-0.03358343243598938,-7.101009950041771,0.3668872117996216
finetuned,base,r2,2.0,cake_impl_03,,cake_impl_03,-7.50983002781868,-7.474144101142883,-0.03568592667579651,-7.101009950041771,0.3668872117996216
finetuned,finetuned,mu_D,0.0,cake_impl_03,,cake_impl_03,0.3668872117996216,0.3668872117996216,0.0,-7.101009950041771,0.3668872117996216
finetuned,finetuned,mu_D,1.0,cake_impl_03,,cake_impl_03,0.621285080909729,0.3668872117996216,0.2543978691101074,-7.101009950041771,0.3668872117996216
finetuned,finetuned,mu_D,2.0,cake_impl_03,,cake_impl_03,0.7487227916717529,0.3668872117996216,0.38183557987213135,-7.101009950041771,0.3668872117996216
finetuned,finetuned,r0,0.0,cake_impl_03,,cake_impl_03,0.3668872117996216,0.3668872117996216,0.0,-7.101009950041771,0.3668872117996216
finetuned,finetuned,r0,1.0,cake_impl_03,,cake_impl_03,0.368546724319458,0.3668872117996216,0.0016595125198364258,-7.101009950041771,0.3668872117996216
finetuned,finetuned,r0,2.0,cake_impl_03,,cake_impl_03,0.2420133352279663,0.3668872117996216,-0.12487387657165527,-7.101009950041771,0.3668872117996216
finetuned,finetuned,r1,0.0,cake_impl_03,,cake_impl_03,0.3668872117996216,0.3668872117996216,0.0,-7.101009950041771,0.3668872117996216
finetuned,finetuned,r1,1.0,cake_impl_03,,cake_impl_03,0.49286019802093506,0.3668872117996216,0.12597298622131348,-7.101009950041771,0.3668872117996216
finetuned,finetuned,r1,2.0,cake_impl_03,,cake_impl_03,0.3664156198501587,0.3668872117996216,-0.0004715919494628906,-7.101009950041771,0.3668872117996216
finetuned,finetuned,r2,0.0,cake_impl_03,,cake_impl_03,0.3668872117996216,0.3668872117996216,0.0,-7.101009950041771,0.3668872117996216
finetuned,finetuned,r2,1.0,cake_impl_03,,cake_impl_03,0.619140625,0.3668872117996216,0.2522534132003784,-7.101009950041771,0.3668872117996216
finetuned,finetuned,r2,2.0,cake_impl_03,,cake_impl_03,0.746974766254425,0.3668872117996216,0.38008755445480347,-7.101009950041771,0.3668872117996216
base,base,mu_D,0.0,cake_impl_07,cake_setoven,cake_setoven,-2.6086599826812744,-2.6086599826812744,0.0,-2.6086599826812744,0.729171633720398
base,base,mu_D,1.0,cake_impl_07,cake_setoven,cake_setoven,-2.6433801651000977,-2.6086599826812744,-0.03472018241882324,-2.6086599826812744,0.729171633720398
base,base,mu_D,2.0,cake_impl_07,cake_setoven,cake_setoven,-2.5654043555259705,-2.6086599826812744,0.043255627155303955,-2.6086599826812744,0.729171633720398
base,base,r0,0.0,cake_impl_07,cake_setoven,cake_setoven,-2.6086599826812744,-2.6086599826812744,0.0,-2.6086599826812744,0.729171633720398
base,base,r0,1.0,cake_impl_07,cake_setoven,cake_setoven,-2.5876227021217346,-2.6086599826812744,0.021037280559539795,-2.6086599826812744,0.729171633720398
base,base,r0,2.0,cake_impl_07,cake_setoven,cake_setoven,-2.589461028575897,-2.6086599826812744,0.019198954105377197,-2.6086599826812744,0.729171633720398
base,base,r1,0.0,cake_impl_07,cake_setoven,cake_setoven,-2.6086599826812744,-2.6086599826812744,0.0,-2.6086599826812744,0.729171633720398
base,base,r1,1.0,cake_impl_07,cake_setoven,cake_setoven,-2.489951252937317,-2.6086599826812744,0.11870872974395752,-2.6086599826812744,0.729171633720398
base,base,r1,2.0,cake_impl_07,cake_setoven,cake_setoven,-2.365015387535095,-2.6086599826812744,0.2436445951461792,-2.6086599826812744,0.729171633720398
base,base,r2,0.0,cake_impl_07,cake_setoven,cake_setoven,-2.6086599826812744,-2.6086599826812744,0.0,-2.6086599826812744,0.729171633720398
base,base,r2,1.0,cake_impl_07,cake_setoven,cake_setoven,-2.4253783226013184,-2.6086599826812744,0.18328166007995605,-2.6086599826812744,0.729171633720398
base,base,r2,2.0,cake_impl_07,cake_setoven,cake_setoven,-2.5001479387283325,-2.6086599826812744,0.1085120439529419,-2.6086599826812744,0.729171633720398
base,finetuned,mu_D,0.0,cake_impl_07,cake_setoven,cake_setoven,0.42362600564956665,0.42362600564956665,0.0,-2.6086599826812744,0.729171633720398
base,finetuned,mu_D,1.0,cake_impl_07,cake_setoven,cake_setoven,0.42225074768066406,0.42362600564956665,-0.0013752579689025879,-2.6086599826812744,0.729171633720398
base,finetuned,mu_D,2.0,cake_impl_07,cake_setoven,cake_setoven,0.5551133155822754,0.42362600564956665,0.13148730993270874,-2.6086599826812744,0.729171633720398
base,finetuned,r0,0.0,cake_impl_07,cake_setoven,cake_setoven,0.42362600564956665,0.42362600564956665,0.0,-2.6086599826812744,0.729171633720398
base,finetuned,r0,1.0,cake_impl_07,cake_setoven,cake_setoven,0.4210996627807617,0.42362600564956665,-0.0025263428688049316,-2.6086599826812744,0.729171633720398
base,finetuned,r0,2.0,cake_impl_07,cake_setoven,cake_setoven,0.395804762840271,0.42362600564956665,-0.027821242809295654,-2.6086599826812744,0.729171633720398
base,finetuned,r1,0.0,cake_impl_07,cake_setoven,cake_setoven,0.42362600564956665,0.42362600564956665,0.0,-2.6086599826812744,0.729171633720398
base,finetuned,r1,1.0,cake_impl_07,cake_setoven,cake_setoven,0.4076616168022156,0.42362600564956665,-0.015964388847351074,-2.6086599826812744,0.729171633720398
base,finetuned,r1,2.0,cake_impl_07,cake_setoven,cake_setoven,0.5425435304641724,0.42362600564956665,0.11891752481460571,-2.6086599826812744,0.729171633720398
base,finetuned,r2,0.0,cake_impl_07,cake_setoven,cake_setoven,0.42362600564956665,0.42362600564956665,0.0,-2.6086599826812744,0.729171633720398
base,finetuned,r2,1.0,cake_impl_07,cake_setoven,cake_setoven,0.5455231666564941,0.42362600564956665,0.12189716100692749,-2.6086599826812744,0.729171633720398
base,finetuned,r2,2.0,cake_impl_07,cake_setoven,cake_setoven,0.6755399703979492,0.42362600564956665,0.25191396474838257,-2.6086599826812744,0.729171633720398
finetuned,base,mu_D,0.0,cake_impl_07,cake_setoven,cake_setoven,-2.612990379333496,-2.612990379333496,0.0,-2.6086599826812744,0.729171633720398
finetuned,base,mu_D,1.0,cake_impl_07,cake_setoven,cake_setoven,-2.510018765926361,-2.612990379333496,0.10297161340713501,-2.6086599826812744,0.729171633720398
finetuned,base,mu_D,2.0,cake_impl_07,cake_setoven,cake_setoven,-2.441587269306183,-2.612990379333496,0.17140311002731323,-2.6086599826812744,0.729171633720398
finetuned,base,r0,0.0,cake_impl_07,cake_setoven,cake_setoven,-2.612990379333496,-2.612990379333496,0.0,-2.6086599826812744,0.729171633720398
finetuned,base,r0,1.0,cake_impl_07,cake_setoven,cake_setoven,-2.677696943283081,-2.612990379333496,-0.06470656394958496,-2.6086599826812744,0.729171633720398
finetuned,base,r0,2.0,cake_impl_07,cake_setoven,cake_setoven,-2.716573476791382,-2.612990379333496,-0.10358309745788574,-2.6086599826812744,0.729171633720398
finetuned,base,r1,0.0,cake_impl_07,cake_setoven,cake_setoven,-2.612990379333496,-2.612990379333496,0.0,-2.6086599826812744,0.729171633720398
finetuned,base,r1,1.0,cake_impl_07,cake_setoven,cake_setoven,-2.4424100518226624,-2.612990379333496,0.17058032751083374,-2.6086599826812744,0.729171633720398
finetuned,base,r1,2.0,cake_impl_07,cake_setoven,cake_setoven,-2.5529911518096924,-2.612990379333496,0.05999922752380371,-2.6086599826812744,0.729171633720398
finetuned,base,r2,0.0,cake_impl_07,cake_setoven,cake_setoven,-2.612990379333496,-2.612990379333496,0.0,-2.6086599826812744,0.729171633720398
finetuned,base,r2,1.0,cake_impl_07,cake_setoven,cake_setoven,-2.61864697933197,-2.612990379333496,-0.005656599998474121,-2.6086599826812744,0.729171633720398
finetuned,base,r2,2.0,cake_impl_07,cake_setoven,cake_setoven,-2.4240336418151855,-2.612990379333496,0.18895673751831055,-2.6086599826812744,0.729171633720398
finetuned,finetuned,mu_D,0.0,cake_impl_07,cake_setoven,cake_setoven,0.729171633720398,0.729171633720398,0.0,-2.6086599826812744,0.729171633720398
finetuned,finetuned,mu_D,1.0,cake_impl_07,cake_setoven,cake_setoven,0.7265913486480713,0.729171633720398,-0.00258028507232666,-2.6086599826812744,0.729171633720398
finetuned,finetuned,mu_D,2.0,cake_impl_07,cake_setoven,cake_setoven,0.8373533487319946,0.729171633720398,0.10818171501159668,-2.6086599826812744,0.729171633720398
finetuned,finetuned,r0,0.0,cake_impl_07,cake_setoven,cake_setoven,0.729171633720398,0.729171633720398,0.0,-2.6086599826812744,0.729171633720398
finetuned,finetuned,r0,1.0,cake_impl_07,cake_setoven,cake_setoven,0.5698517560958862,0.729171633720398,-0.15931987762451172,-2.6086599826812744,0.729171633720398
finetuned,finetuned,r0,2.0,cake_impl_07,cake_setoven,cake_setoven,0.5851345062255859,0.729171633720398,-0.144037127494812,-2.6086599826812744,0.729171633720398
finetuned,finetuned,r1,0.0,cake_impl_07,cake_setoven,cake_setoven,0.729171633720398,0.729171633720398,0.0,-2.6086599826812744,0.729171633720398
finetuned,finetuned,r1,1.0,cake_impl_07,cake_setoven,cake_setoven,0.5852019190788269,0.729171633720398,-0.14396971464157104,-2.6086599826812744,0.729171633720398
finetuned,finetuned,r1,2.0,cake_impl_07,cake_setoven,cake_setoven,0.7226155996322632,0.729171633720398,-0.006556034088134766,-2.6086599826812744,0.729171633720398
finetuned,finetuned,r2,0.0,cake_impl_07,cake_setoven,cake_setoven,0.729171633720398,0.729171633720398,0.0,-2.6086599826812744,0.729171633720398
finetuned,finetuned,r2,1.0,cake_impl_07,cake_setoven,cake_setoven,0.7353305816650391,0.729171633720398,0.006158947944641113,-2.6086599826812744,0.729171633720398
finetuned,finetuned,r2,2.0,cake_impl_07,cake_setoven,cake_setoven,0.7381840348243713,0.729171633720398,0.009012401103973389,-2.6086599826812744,0.729171633720398
base,base,mu_D,0.0,cake_impl_08,cake_setoven,cake_setoven,-7.992321133613586,-7.992321133613586,0.0,-7.992321133613586,2.9002127647399902
base,base,mu_D,1.0,cake_impl_08,cake_setoven,cake_setoven,-8.069304570555687,-7.992321133613586,-0.07698343694210052,-7.992321133613586,2.9002127647399902
base,base,mu_D,2.0,cake_impl_08,cake_setoven,cake_setoven,-8.119863003492355,-7.992321133613586,-0.12754186987876892,-7.992321133613586,2.9002127647399902
base,base,r0,0.0,cake_impl_08,cake_setoven,cake_setoven,-7.992321133613586,-7.992321133613586,0.0,-7.992321133613586,2.9002127647399902
base,base,r0,1.0,cake_impl_08,cake_setoven,cake_setoven,-7.966616928577423,-7.992321133613586,0.02570420503616333,-7.992321133613586,2.9002127647399902
base,base,r0,2.0,cake_impl_08,cake_setoven,cake_setoven,-7.63282436132431,-7.992321133613586,0.3594967722892761,-7.992321133613586,2.9002127647399902
base,base,r1,0.0,cake_impl_08,cake_setoven,cake_setoven,-7.992321133613586,-7.992321133613586,0.0,-7.992321133613586,2.9002127647399902
base,base,r1,1.0,cake_impl_08,cake_setoven,cake_setoven,-7.865221232175827,-7.992321133613586,0.1270999014377594,-7.992321133613586,2.9002127647399902
base,base,r1,2.0,cake_impl_08,cake_setoven,cake_setoven,-7.861430585384369,-7.992321133613586,0.13089054822921753,-7.992321133613586,2.9002127647399902
base,base,r2,0.0,cake_impl_08,cake_setoven,cake_setoven,-7.992321133613586,-7.992321133613586,0.0,-7.992321133613586,2.9002127647399902
base,base,r2,1.0,cake_impl_08,cake_setoven,cake_setoven,-8.090463772416115,-7.992321133613586,-0.09814263880252838,-7.992321133613586,2.9002127647399902
base,base,r2,2.0,cake_impl_08,cake_setoven,cake_setoven,-7.954185426235199,-7.992321133613586,0.03813570737838745,-7.992321133613586,2.9002127647399902
base,finetuned,mu_D,0.0,cake_impl_08,cake_setoven,cake_setoven,0.22199177742004395,0.22199177742004395,0.0,-7.992321133613586,2.9002127647399902
base,finetuned,mu_D,1.0,cake_impl_08,cake_setoven,cake_setoven,0.09467929601669312,0.22199177742004395,-0.12731248140335083,-7.992321133613586,2.9002127647399902
base,finetuned,mu_D,2.0,cake_impl_08,cake_setoven,cake_setoven,0.08405721187591553,0.22199177742004395,-0.13793456554412842,-7.992321133613586,2.9002127647399902
base,finetuned,r0,0.0,cake_impl_08,cake_setoven,cake_setoven,0.22199177742004395,0.22199177742004395,0.0,-7.992321133613586,2.9002127647399902
base,finetuned,r0,1.0,cake_impl_08,cake_setoven,cake_setoven,-0.032366156578063965,0.22199177742004395,-0.2543579339981079,-7.992321133613586,2.9002127647399902
base,finetuned,r0,2.0,cake_impl_08,cake_setoven,cake_setoven,-0.15369677543640137,0.22199177742004395,-0.3756885528564453,-7.992321133613586,2.9002127647399902
base,finetuned,r1,0.0,cake_impl_08,cake_setoven,cake_setoven,0.22199177742004395,0.22199177742004395,0.0,-7.992321133613586,2.9002127647399902
base,finetuned,r1,1.0,cake_impl_08,cake_setoven,cake_setoven,-0.03167378902435303,0.22199177742004395,-0.253665566444397,-7.992321133613586,2.9002127647399902
base,finetuned,r1,2.0,cake_impl_08,cake_setoven,cake_setoven,-0.15671402215957642,0.22199177742004395,-0.37870579957962036,-7.992321133613586,2.9002127647399902
base,finetuned,r2,0.0,cake_impl_08,cake_setoven,cake_setoven,0.22199177742004395,0.22199177742004395,0.0,-7.992321133613586,2.9002127647399902
base,finetuned,r2,1.0,cake_impl_08,cake_setoven,cake_setoven,0.09392291307449341,0.22199177742004395,-0.12806886434555054,-7.992321133613586,2.9002127647399902
base,finetuned,r2,2.0,cake_impl_08,cake_setoven,cake_setoven,0.21654289960861206,0.22199177742004395,-0.005448877811431885,-7.992321133613586,2.9002127647399902
finetuned,base,mu_D,0.0,cake_impl_08,cake_setoven,cake_setoven,-6.200873851776123,-6.200873851776123,0.0,-7.992321133613586,2.9002127647399902
finetuned,base,mu_D,1.0,cake_impl_08,cake_setoven,cake_setoven,-6.14112189412117,-6.200873851776123,0.059751957654953,-7.992321133613586,2.9002127647399902
finetuned,base,mu_D,2.0,cake_impl_08,cake_setoven,cake_setoven,-6.3099837601184845,-6.200873851776123,-0.10910990834236145,-7.992321133613586,2.9002127647399902
finetuned,base,r0,0.0,cake_impl_08,cake_setoven,cake_setoven,-6.200873851776123,-6.200873851776123,0.0,-7.992321133613586,2.9002127647399902
finetuned,base,r0,1.0,cake_impl_08,cake_setoven,cake_setoven,-6.20475634932518,-6.200873851776123,-0.003882497549057007,-7.992321133613586,2.9002127647399902
finetuned,base,r0,2.0,cake_impl_08,cake_setoven,cake_setoven,-6.314529925584793,-6.200873851776123,-0.11365607380867004,-7.992321133613586,2.9002127647399902
finetuned,base,r1,0.0,cake_impl_08,cake_setoven,cake_setoven,-6.200873851776123,-6.200873851776123,0.0,-7.992321133613586,2.9002127647399902
finetuned,base,r1,1.0,cake_impl_08,cake_setoven,cake_setoven,-5.993298605084419,-6.200873851776123,0.2075752466917038,-7.992321133613586,2.9002127647399902
finetuned,base,r1,2.0,cake_impl_08,cake_setoven,cake_setoven,-5.745163142681122,-6.200873851776123,0.4557107090950012,-7.992321133613586,2.9002127647399902
finetuned,base,r2,0.0,cake_impl_08,cake_setoven,cake_setoven,-6.200873851776123,-6.200873851776123,0.0,-7.992321133613586,2.9002127647399902
finetuned,base,r2,1.0,cake_impl_08,cake_setoven,cake_setoven,-6.058137118816376,-6.200873851776123,0.14273673295974731,-7.992321133613586,2.9002127647399902
finetuned,base,r2,2.0,cake_impl_08,cake_setoven,cake_setoven,-5.665715768933296,-6.200873851776123,0.5351580828428268,-7.992321133613586,2.9002127647399902
finetuned,finetuned,mu_D,0.0,cake_impl_08,cake_setoven,cake_setoven,2.9002127647399902,2.9002127647399902,0.0,-7.992321133613586,2.9002127647399902
finetuned,finetuned,mu_D,1.0,cake_impl_08,cake_setoven,cake_setoven,2.922346293926239,2.9002127647399902,0.02213352918624878,-7.992321133613586,2.9002127647399902
finetuned,finetuned,mu_D,2.0,cake_impl_08,cake_setoven,cake_setoven,3.2225522994995117,2.9002127647399902,0.3223395347595215,-7.992321133613586,2.9002127647399902
finetuned,finetuned,r0,0.0,cake_impl_08,cake_setoven,cake_setoven,2.9002127647399902,2.9002127647399902,0.0,-7.992321133613586,2.9002127647399902
finetuned,finetuned,r0,1.0,cake_impl_08,cake_setoven,cake_setoven,2.643212676048279,2.9002127647399902,-0.2570000886917114,-7.992321133613586,2.9002127647399902
finetuned,finetuned,r0,2.0,cake_impl_08,cake_setoven,cake_setoven,2.3851906061172485,2.9002127647399902,-0.5150221586227417,-7.992321133613586,2.9002127647399902
finetuned,finetuned,r1,0.0,cake_impl_08,cake_setoven,cake_setoven,2.9002127647399902,2.9002127647399902,0.0,-7.992321133613586,2.9002127647399902
finetuned,finetuned,r1,1.0,cake_impl_08,cake_setoven,cake_setoven,2.9064961373806,2.9002127647399902,0.006283372640609741,-7.992321133613586,2.9002127647399902
finetuned,finetuned,r1,2.0,cake_impl_08,cake_setoven,cake_setoven,2.9204388856887817,2.9002127647399902,0.020226120948791504,-7.992321133613586,2.9002127647399902
finetuned,finetuned,r2,0.0,cake_impl_08,cake_setoven,cake_setoven,2.9002127647399902,2.9002127647399902,0.0,-7.992321133613586,2.9002127647399902
finetuned,finetuned,r2,1.0,cake_impl_08,cake_setoven,cake_setoven,3.039629578590393,2.9002127647399902,0.13941681385040283,-7.992321133613586,2.9002127647399902
finetuned,finetuned,r2,2.0,cake_impl_08,cake_setoven,cake_setoven,3.19242662191391,2.9002127647399902,0.2922138571739197,-7.992321133613586,2.9002127647399902
base,base,mu_D,0.0,cake_impl_16,,cake_impl_16,-5.133612737059593,-5.133612737059593,0.0,-5.133612737059593,1.4816147685050964
base,base,mu_D,1.0,cake_impl_16,,cake_impl_16,-5.007215797901154,-5.133612737059593,0.12639693915843964,-5.133612737059593,1.4816147685050964
base,base,mu_D,2.0,cake_impl_16,,cake_impl_16,-4.818582698702812,-5.133612737059593,0.315030038356781,-5.133612737059593,1.4816147685050964
base,base,r0,0.0,cake_impl_16,,cake_impl_16,-5.133612737059593,-5.133612737059593,0.0,-5.133612737059593,1.4816147685050964
base,base,r0,1.0,cake_impl_16,,cake_impl_16,-5.388577461242676,-5.133612737059593,-0.2549647241830826,-5.133612737059593,1.4816147685050964
base,base,r0,2.0,cake_impl_16,,cake_impl_16,-5.399243995547295,-5.133612737059593,-0.2656312584877014,-5.133612737059593,1.4816147685050964
base,base,r1,0.0,cake_impl_16,,cake_impl_16,-5.133612737059593,-5.133612737059593,0.0,-5.133612737059593,1.4816147685050964
base,base,r1,1.0,cake_impl_16,,cake_impl_16,-4.9206103682518005,-5.133612737059593,0.21300236880779266,-5.133612737059593,1.4816147685050964
base,base,r1,2.0,cake_impl_16,,cake_impl_16,-4.926863074302673,-5.133612737059593,0.20674966275691986,-5.133612737059593,1.4816147685050964
base,base,r2,0.0,cake_impl_16,,cake_impl_16,-5.133612737059593,-5.133612737059593,0.0,-5.133612737059593,1.4816147685050964
base,base,r2,1.0,cake_impl_16,,cake_impl_16,-5.129572540521622,-5.133612737059593,0.004040196537971497,-5.133612737059593,1.4816147685050964
base,base,r2,2.0,cake_impl_16,,cake_impl_16,-5.158555820584297,-5.133612737059593,-0.02494308352470398,-5.133612737059593,1.4816147685050964
base,finetuned,mu_D,0.0,cake_impl_16,,cake_impl_16,0.3644920587539673,0.3644920587539673,0.0,-5.133612737059593,1.4816147685050964
base,finetuned,mu_D,1.0,cake_impl_16,,cake_impl_16,0.36159127950668335,0.3644920587539673,-0.0029007792472839355,-5.133612737059593,1.4816147685050964
base,finetuned,mu_D,2.0,cake_impl_16,,cake_impl_16,0.5111152529716492,0.3644920587539673,0.14662319421768188,-5.133612737059593,1.4816147685050964
base,finetuned,r0,0.0,cake_impl_16,,cake_impl_16,0.3644920587539673,0.3644920587539673,0.0,-5.133612737059593,1.4816147685050964
base,finetuned,r0,1.0,cake_impl_16,,cake_impl_16,0.106356680393219,0.3644920587539673,-0.2581353783607483,-5.133612737059593,1.4816147685050964
base,finetuned,r0,2.0,cake_impl_16,,cake_impl_16,0.09502214193344116,0.3644920587539673,-0.2694699168205261,-5.133612737059593,1.4816147685050964
base,finetuned,r1,0.0,cake_impl_16,,cake_impl_16,0.3644920587539673,0.3644920587539673,0.0,-5.133612737059593,1.4816147685050964
base,finetuned,r1,1.0,cake_impl_16,,cake_impl_16,0.2381882667541504,0.3644920587539673,-0.1263037919998169,-5.133612737059593,1.4816147685050964
base,finetuned,r1,2.0,cake_impl_16,,cake_impl_16,0.22989940643310547,0.3644920587539673,-0.13459265232086182,-5.133612737059593,1.4816147685050964
base,finetuned,r2,0.0,cake_impl_16,,cake_impl_16,0.3644920587539673,0.3644920587539673,0.0,-5.133612737059593,1.4816147685050964
base,finetuned,r2,1.0,cake_impl_16,,cake_impl_16,0.35148847103118896,0.3644920587539673,-0.01300358772277832,-5.133612737059593,1.4816147685050964
base,finetuned,r2,2.0,cake_impl_16,,cake_impl_16,0.35788947343826294,0.3644920587539673,-0.006602585315704346,-5.133612737059593,1.4816147685050964
finetuned,base,mu_D,0.0,cake_impl_16,,cake_impl_16,-3.964949071407318,-3.964949071407318,0.0,-5.133612737059593,1.4816147685050964
finetuned,base,mu_D,1.0,cake_impl_16,,cake_impl_16,-3.9752597212791443,-3.964949071407318,-0.010310649871826172,-5.133612737059593,1.4816147685050964
finetuned,base,mu_D,2.0,cake_impl_16,,cake_impl_16,-3.862128049135208,-3.964949071407318,0.10282102227210999,-5.133612737059593,1.4816147685050964
finetuned,base,r0,0.0,cake_impl_16,,cake_impl_16,-3.964949071407318,-3.964949071407318,0.0,-5.133612737059593,1.4816147685050964
finetuned,base,r0,1.0,cake_impl_16,,cake_impl_16,-4.1235224306583405,-3.964949071407318,-0.15857335925102234,-5.133612737059593,1.4816147685050964
finetuned,base,r0,2.0,cake_impl_16,,cake_impl_16,-4.268302753567696,-3.964949071407318,-0.3033536821603775,-5.133612737059593,1.4816147685050964
finetuned,base,r1,0.0,cake_impl_16,,cake_impl_16,-3.964949071407318,-3.964949071407318,0.0,-5.133612737059593,1.4816147685050964
finetuned,base,r1,1.0,cake_impl_16,,cake_impl_16,-3.978018194437027,-3.964949071407318,-0.013069123029708862,-5.133612737059593,1.4816147685050964
finetuned,base,r1,2.0,cake_impl_16,,cake_impl_16,-3.694525510072708,-3.964949071407318,0.27042356133461,-5.133612737059593,1.4816147685050964
finetuned,base,r2,0.0,cake_impl_16,,cake_impl_16,-3.964949071407318,-3.964949071407318,0.0,-5.133612737059593,1.4816147685050964
finetuned,base,r2,1.0,cake_impl_16,,cake_impl_16,-4.009440034627914,-3.964949071407318,-0.044490963220596313,-5.133612737059593,1.4816147685050964
finetuned,base,r2,2.0,cake_impl_16,,cake_impl_16,-3.922926425933838,-3.964949071407318,0.042022645473480225,-5.133612737059593,1.4816147685050964
finetuned,finetuned,mu_D,0.0,cake_impl_16,,cake_impl_16,1.4816147685050964,1.4816147685050964,0.0,-5.133612737059593,1.4816147685050964
finetuned,finetuned,mu_D,1.0,cake_impl_16,,cake_impl_16,1.7959175109863281,1.4816147685050964,0.3143027424812317,-5.133612737059593,1.4816147685050964
finetuned,finetuned,mu_D,2.0,cake_impl_16,,cake_impl_16,1.9855298399925232,1.4816147685050964,0.5039150714874268,-5.133612737059593,1.4816147685050964
finetuned,finetuned,r0,0.0,cake_impl_16,,cake_impl_16,1.4816147685050964,1.4816147685050964,0.0,-5.133612737059593,1.4816147685050964
finetuned,finetuned,r0,1.0,cake_impl_16,,cake_impl_16,1.4566866159439087,1.4816147685050964,-0.024928152561187744,-5.133612737059593,1.4816147685050964
finetuned,finetuned,r0,2.0,cake_impl_16,,cake_impl_16,1.4500668048858643,1.4816147685050964,-0.03154796361923218,-5.133612737059593,1.4816147685050964
finetuned,finetuned,r1,0.0,cake_impl_16,,cake_impl_16,1.4816147685050964,1.4816147685050964,0.0,-5.133612737059593,1.4816147685050964
finetuned,finetuned,r1,1.0,cake_impl_16,,cake_impl_16,1.3666885495185852,1.4816147685050964,-0.11492621898651123,-5.133612737059593,1.4816147685050964
finetuned,finetuned,r1,2.0,cake_impl_16,,cake_impl_16,1.3836935758590698,1.4816147685050964,-0.09792119264602661,-5.133612737059593,1.4816147685050964
finetuned,finetuned,r2,0.0,cake_impl_16,,cake_impl_16,1.4816147685050964,1.4816147685050964,0.0,-5.133612737059593,1.4816147685050964
finetuned,finetuned,r2,1.0,cake_impl_16,,cake_impl_16,1.6364734172821045,1.4816147685050964,0.15485864877700806,-5.133612737059593,1.4816147685050964
finetuned,finetuned,r2,2.0,cake_impl_16,,cake_impl_16,1.8936707079410553,1.4816147685050964,0.41205593943595886,-5.133612737059593,1.4816147685050964
base,base,mu_D,0.0,cake_impl_17,,cake_impl_17,-4.462739050388336,-4.462739050388336,0.0,-4.462739050388336,0.15051698684692383
base,base,mu_D,1.0,cake_impl_17,,cake_impl_17,-4.5328168869018555,-4.462739050388336,-0.07007783651351929,-4.462739050388336,0.15051698684692383
base,base,mu_D,2.0,cake_impl_17,,cake_impl_17,-4.411051630973816,-4.462739050388336,0.051687419414520264,-4.462739050388336,0.15051698684692383
base,base,r0,0.0,cake_impl_17,,cake_impl_17,-4.462739050388336,-4.462739050388336,0.0,-4.462739050388336,0.15051698684692383
base,base,r0,1.0,cake_impl_17,,cake_impl_17,-4.450083136558533,-4.462739050388336,0.012655913829803467,-4.462739050388336,0.15051698684692383
base,base,r0,2.0,cake_impl_17,,cake_impl_17,-4.590731859207153,-4.462739050388336,-0.12799280881881714,-4.462739050388336,0.15051698684692383
base,base,r1,0.0,cake_impl_17,,cake_impl_17,-4.462739050388336,-4.462739050388336,0.0,-4.462739050388336,0.15051698684692383
base,base,r1,1.0,cake_impl_17,,cake_impl_17,-4.590461432933807,-4.462739050388336,-0.1277223825454712,-4.462739050388336,0.15051698684692383
base,base,r1,2.0,cake_impl_17,,cake_impl_17,-4.458116590976715,-4.462739050388336,0.004622459411621094,-4.462739050388336,0.15051698684692383
base,base,r2,0.0,cake_impl_17,,cake_impl_17,-4.462739050388336,-4.462739050388336,0.0,-4.462739050388336,0.15051698684692383
base,base,r2,1.0,cake_impl_17,,cake_impl_17,-4.321169435977936,-4.462739050388336,0.1415696144104004,-4.462739050388336,0.15051698684692383
base,base,r2,2.0,cake_impl_17,,cake_impl_17,-4.552158236503601,-4.462739050388336,-0.08941918611526489,-4.462739050388336,0.15051698684692383
base,finetuned,mu_D,0.0,cake_impl_17,,cake_impl_17,0.6195290088653564,0.6195290088653564,0.0,-4.462739050388336,0.15051698684692383
base,finetuned,mu_D,1.0,cake_impl_17,,cake_impl_17,0.6062027215957642,0.6195290088653564,-0.013326287269592285,-4.462739050388336,0.15051698684692383
base,finetuned,mu_D,2.0,cake_impl_17,,cake_impl_17,0.48896098136901855,0.6195290088653564,-0.1305680274963379,-4.462739050388336,0.15051698684692383
base,finetuned,r0,0.0,cake_impl_17,,cake_impl_17,0.6195290088653564,0.6195290088653564,0.0,-4.462739050388336,0.15051698684692383
base,finetuned,r0,1.0,cake_impl_17,,cake_impl_17,0.4858137369155884,0.6195290088653564,-0.13371527194976807,-4.462739050388336,0.15051698684692383
