readout,alpha,direction,kind,n_questions,n_items,effect_base,effect_ft,I,I_ci_lo,I_ci_hi,I_label,effect_base_min,effect_base_median,effect_base_max,effect_ft_min,effect_ft_median,effect_ft_max,I_min,I_median,I_max,mean_abs_effect_base,mean_abs_effect_ft,sd_random_means_base,sd_random_means_ft,sd_random_question_base,sd_random_question_ft,corr_per_random_question,n_random_positive_base,n_random_positive_ft,muD_rank_le_I,muD_rank_le_effect_ft
temp_implanted,2.0,mu_D_par,named,7,9,0.10134815956865038,0.27620447107723783,0.17485631150858744,0.09885048589536123,0.26939045206776685,near_zero,,,,,,,,,,,,,,,,,,,,
temp_implanted,2.0,mu_D_perp_native,named,7,9,-0.05551315311874662,0.08813285401889256,0.1436460071376392,0.07014805102454764,0.2315582990646362,near_zero,,,,,,,,,,,,,,,,,,,,
temp_implanted,2.0,mu_Dprime_matched,named,7,9,0.1318126299551555,0.3212338813713619,0.1894212514162064,0.07021836335105557,0.3303983607462474,near_zero,,,,,,,,,,,,,,,,,,,,
temp_implanted,2.0,mu_Dprime_native,named,7,9,0.055375050221170695,0.6525295206478664,0.5971544704266957,0.23116457036563326,1.0282880663871765,nonzero,,,,,,,,,,,,,,,,,,,,
temp_implanted,2.0,randoms_r0-r22@mu_D,random_summary,7,9,,,,,,,-0.21019214391708374,0.024700765098844255,0.24411816256386892,-0.2250274270772934,0.03868539844240461,0.2578414870159967,-0.3119947463274002,0.017114422151020603,0.25884326653821127,0.16054594947129303,0.15151328736950892,0.1254424368068818,0.14849764281287656,0.20665772868088453,0.1968484696367183,0.2899556358190399,12.0,13.0,23.0,23.0
temp_implanted,4.0,mu_D,named,7,9,0.05055096000432968,0.7685124852827617,0.717961525278432,0.45348185513700756,1.019828462760363,nonzero,,,,,,,,,,,,,,,,,,,,
temp_implanted,4.0,mu_D_par,named,7,9,0.12832845960344588,0.6123094260692596,0.4839809664658138,0.15637679206473487,0.8745984401553866,nonzero,,,,,,,,,,,,,,,,,,,,
temp_implanted,4.0,mu_D_perp_native,named,7,9,-0.10920324176549911,0.1560943637575422,0.2652976055230413,0.104953452997974,0.4474083078759057,nonzero,,,,,,,,,,,,,,,,,,,,
temp_implanted,4.0,mu_Dprime_matched,named,7,9,0.06257080818925585,0.6837784073182515,0.6212075991289956,0.1971082277063813,1.1183464149811437,nonzero,,,,,,,,,,,,,,,,,,,,
temp_implanted,4.0,mu_Dprime_native,named,7,9,-0.06253696126597268,1.3055770099163055,1.3681139711822783,0.6933370807341167,2.3139779575169084,nonzero,,,,,,,,,,,,,,,,,,,,
temp_implanted,4.0,randoms_r0-r22@mu_D,random_summary,7,9,,,,,,,-0.3001714880977358,0.05359894462994167,0.5969767783369336,-0.39864265067236765,-0.02351043905530657,0.5758970252105168,-0.6470944051231657,-0.012775061385972161,0.3687834420374462,0.3046937731112012,0.29267492131416845,0.2510660767258671,0.29210840143056405,0.38344507941446926,0.3594341775407234,0.32943614509084496,12.0,11.0,23.0,23.0
implanted_factual_all,0.5,mu_D,named,10,12,0.03262201100587845,0.07435998022556305,0.0417379692196846,-0.072256502173841,0.1632098566368222,near_zero,,,,,,,,,,,,,,,,,,,,
implanted_factual_all,0.5,mu_D_par,named,10,12,0.02843979448080063,0.01358584463596344,-0.01485394984483719,-0.11202492237091065,0.08268116291612371,near_zero,,,,,,,,,,,,,,,,,,,,
implanted_factual_all,0.5,mu_D_perp_native,named,10,12,-0.013682069629430771,0.030459579825401307,0.04414164945483208,-0.03034104008227587,0.11852395841851826,near_zero,,,,,,,,,,,,,,,,,,,,
implanted_factual_all,0.5,mu_Dprime_matched,named,10,12,0.04278445988893509,0.083623868227005,0.04083940833806991,-0.07209074299782514,0.14811559624969953,near_zero,,,,,,,,,,,,,,,,,,,,
implanted_factual_all,0.5,mu_Dprime_native,named,10,12,0.08249911516904831,0.11412054002285003,0.03162142485380172,-0.08881389386951924,0.15184695865958928,near_zero,,,,,,,,,,,,,,,,,,,,
implanted_factual_all,0.5,randoms_r0-r22@mu_D,random_summary,10,12,,,,,,,-0.09310532659292221,-0.01185634285211563,0.07692624628543854,-0.0722284734249115,-0.020783746242523195,0.027021512389183044,-0.11163965910673142,-0.02205214947462082,0.11035982072353363,0.08411474930851356,0.07249193593211796,0.043081074703960574,0.03086226290062255,0.11631581656060919,0.10057434823869683,0.10002912795499318,7.0,8.0,22.0,23.0
implanted_factual_all,1.0,mu_D,named,10,12,0.0059442795813083645,0.16048575043678284,0.15454147085547448,-0.011306499205529695,0.36272815316915513,near_zero,,,,,,,,,,,,,,,,,,,,
implanted_factual_all,1.0,mu_D_par,named,10,12,0.08558682054281234,0.06571618020534516,-0.019870640337467188,-0.16680111069232226,0.09504864521324624,near_zero,,,,,,,,,,,,,,,,,,,,
implanted_factual_all,1.0,mu_D_perp_native,named,10,12,-0.047011812776327135,0.06433927416801452,0.11135108694434165,0.007411289233714344,0.22410567825660102,near_zero,,,,,,,,,,,,,,,,,,,,
