readout,arm,alpha,proposition_id,item_kind,sign,items,point,ci_lo,ci_hi,n_questions,n_items,label,normalised,gap_ft_minus_base,mean_B,mean_B_base,mean_B_ft,mean_B_prompt,composition
temp_all,mu_D_perp_native,2.0,,,-,cake_impl_01;cake_impl_02;cake_impl_03;cake_impl_04;cake_impl_07;cake_impl_08;cake_impl_16;cake_impl_17;cake_impl_18,-0.05551315311874662,-0.13544366721596038,0.025762460540447736,7,9,near_zero,-0.009179930086158862,6.04723049061639,-5.4171638797436446,-5.361650726624897,0.6855797639914921,-5.669328710862568,implanted=9
temp_all,mu_D_perp_native,4.0,,,-,cake_impl_01;cake_impl_02;cake_impl_03;cake_impl_04;cake_impl_07;cake_impl_08;cake_impl_16;cake_impl_17;cake_impl_18,-0.10920324176549911,-0.21701308829443794,-0.004645214788616034,7,9,near_zero,-0.018058389197327933,6.04723049061639,-5.470853968390396,-5.361650726624897,0.6855797639914921,-5.669328710862568,implanted=9
temp_all,mu_D_perp_matched,0.0,,,0,cake_impl_01;cake_impl_02;cake_impl_03;cake_impl_04;cake_impl_07;cake_impl_08;cake_impl_16;cake_impl_17;cake_impl_18,0.0,0.0,0.0,7,9,near_zero,0.0,6.04723049061639,-5.361650726624897,-5.361650726624897,0.6855797639914921,-5.669328710862568,implanted=9
temp_all,mu_D_perp_matched,0.5,,,-,cake_impl_01;cake_impl_02;cake_impl_03;cake_impl_04;cake_impl_07;cake_impl_08;cake_impl_16;cake_impl_17;cake_impl_18,-0.06997710785695485,-0.12055523587124688,-0.023192792066505978,7,9,near_zero,-0.011571761315455025,6.04723049061639,-5.431627834481852,-5.361650726624897,0.6855797639914921,-5.669328710862568,implanted=9
temp_all,mu_D_perp_matched,1.0,,,-,cake_impl_01;cake_impl_02;cake_impl_03;cake_impl_04;cake_impl_07;cake_impl_08;cake_impl_16;cake_impl_17;cake_impl_18,-0.046909838914871216,-0.13446628557784215,0.015610071165221078,7,9,near_zero,-0.007757243417075331,6.04723049061639,-5.408560565539768,-5.361650726624897,0.6855797639914921,-5.669328710862568,implanted=9
temp_all,mu_D_perp_matched,2.0,,,-,cake_impl_01;cake_impl_02;cake_impl_03;cake_impl_04;cake_impl_07;cake_impl_08;cake_impl_16;cake_impl_17;cake_impl_18,-0.10485113518578666,-0.2007696269346135,-0.02271383149283273,7,9,near_zero,-0.017338703287147116,6.04723049061639,-5.466501861810684,-5.361650726624897,0.6855797639914921,-5.669328710862568,implanted=9
temp_all,mu_D_perp_matched,4.0,,,-,cake_impl_01;cake_impl_02;cake_impl_03;cake_impl_04;cake_impl_07;cake_impl_08;cake_impl_16;cake_impl_17;cake_impl_18,-0.04849947988986969,-0.226983870778765,0.12119520774909429,7,9,near_zero,-0.008020114325909574,6.04723049061639,-5.410150206514767,-5.361650726624897,0.6855797639914921,-5.669328710862568,implanted=9
temp_all,r0,0.0,,,0,cake_impl_01;cake_impl_02;cake_impl_03;cake_impl_04;cake_impl_07;cake_impl_08;cake_impl_16;cake_impl_17;cake_impl_18,0.0,0.0,0.0,7,9,near_zero,0.0,6.04723049061639,-5.361650726624897,-5.361650726624897,0.6855797639914921,-5.669328710862568,implanted=9
temp_all,r0,0.5,,,-,cake_impl_01;cake_impl_02;cake_impl_03;cake_impl_04;cake_impl_07;cake_impl_08;cake_impl_16;cake_impl_17;cake_impl_18,-0.0402766295841762,-0.16086475050875118,0.058696365835411095,7,9,near_zero,-0.0066603430523566555,6.04723049061639,-5.4019273562090735,-5.361650726624897,0.6855797639914921,-5.669328710862568,implanted=9
temp_all,r0,1.0,,,-,cake_impl_01;cake_impl_02;cake_impl_03;cake_impl_04;cake_impl_07;cake_impl_08;cake_impl_16;cake_impl_17;cake_impl_18,-0.07936065750462669,-0.22135600192206245,0.03313969501427242,7,9,near_zero,-0.01312347158385516,6.04723049061639,-5.441011384129524,-5.361650726624897,0.6855797639914921,-5.669328710862568,implanted=9
temp_all,r0,2.0,,,-,cake_impl_01;cake_impl_02;cake_impl_03;cake_impl_04;cake_impl_07;cake_impl_08;cake_impl_16;cake_impl_17;cake_impl_18,-0.11357394073690687,-0.28042844576495035,0.032627486756869724,7,9,near_zero,-0.018781149637531074,6.04723049061639,-5.475224667361805,-5.361650726624897,0.6855797639914921,-5.669328710862568,implanted=9
