readout,organism,alpha,arm,norm_reference,value,n_random,rank_le,percentile,n_above,random_min,random_median,random_max,random_values
kl_recovery,cake,1.0,mu_Dprime_matched,mu_D,0.1024158573027919,23,23,1.0,0,-0.06890812612841501,-0.02088041853691025,0.02829395563635506,"[-0.024841, -0.011652, 0.022989, -0.005852, -0.023756, -0.02088, -0.00541, -0.04697, -0.019857, -0.056573, -0.028025, -0.013648, 0.028294, -0.033664, 0.021397, -0.024712, -0.049711, -0.007192, 0.011772, -0.028225, -0.001677, -0.047224, -0.068908]"
kl_recovery,cake,1.0,mu_D_par,mu_D_par,0.08770608042230921,23,23,1.0,0,-0.054592641473169,-0.015946788956840763,0.025704139243139745,"[-0.017154, -0.007497, 0.020538, -0.003445, -0.017951, -0.015947, -0.003052, -0.037733, -0.014956, -0.044388, -0.021373, -0.010147, 0.025704, -0.025893, 0.020298, -0.019435, -0.039784, -0.002847, 0.010775, -0.021574, 0.000346, -0.03682, -0.054593]"
kl_recovery,cake,1.0,mu_D_perp_native,mu_D_perp_native,0.05625190098384503,23,23,1.0,0,-0.03430190008277356,-0.008381888160555073,0.019700205704251572,"[-0.008868, -0.000762, 0.015194, 0.000659, -0.008763, -0.008382, 0.000518, -0.021374, -0.006557, -0.026874, -0.011324, -0.004577, 0.0197, -0.016089, 0.01547, -0.010824, -0.023882, 0.001003, 0.011168, -0.012181, 0.002704, -0.022441, -0.034302]"
fluency_drop,cake,1.0,mu_D,mu_D,-0.0016141921754866395,23,1,0.043478260869565216,22,-0.0016250080532498323,0.0020258767264231814,0.013736770266578269,"[0.007179, -0.00041, 0.000449, -0.001625, 0.003767, 0.004468, 0.002026, 0.006601, 0.000333, 0.013737, 0.000506, 0.000391, -0.001087, 0.005779, 0.004404, 0.001855, 0.012165, -0.000493, 0.002601, 0.000798, -0.001339, 0.004805, 0.011178]"
fluency_drop,cake,1.0,mu_D_perp_matched,mu_D,-0.015755184113033227,23,0,0.0,23,-0.0016250080532498323,0.0020258767264231814,0.013736770266578269,"[0.007179, -0.00041, 0.000449, -0.001625, 0.003767, 0.004468, 0.002026, 0.006601, 0.000333, 0.013737, 0.000506, 0.000391, -0.001087, 0.005779, 0.004404, 0.001855, 0.012165, -0.000493, 0.002601, 0.000798, -0.001339, 0.004805, 0.011178]"
fluency_drop,cake,1.0,mu_Dprime_matched,mu_D,0.012752086397201268,23,22,0.9565217391304348,1,-0.0016250080532498323,0.0020258767264231814,0.013736770266578269,"[0.007179, -0.00041, 0.000449, -0.001625, 0.003767, 0.004468, 0.002026, 0.006601, 0.000333, 0.013737, 0.000506, 0.000391, -0.001087, 0.005779, 0.004404, 0.001855, 0.012165, -0.000493, 0.002601, 0.000798, -0.001339, 0.004805, 0.011178]"
fluency_drop,cake,1.0,mu_D_par,mu_D_par,0.009495296175517698,23,21,0.9130434782608695,2,-0.0023389619494240677,0.0011693333822582197,0.010984874906994069,"[0.005888, -0.000946, 0.000203, -0.002339, 0.002708, 0.003321, 0.001153, 0.00528, -0.00031, 0.010985, -8e-06, -0.000153, -0.001504, 0.0044, 0.002955, 0.001169, 0.009882, -0.001074, 0.001635, -7.3e-05, -0.000959, 0.003558, 0.008729]"
fluency_drop,cake,1.0,mu_D_perp_native,mu_D_perp_native,-0.010266818697490354,23,0,0.0,23,-0.0017184227231950011,0.000492928520081648,0.006817832825675829,"[0.003068, -0.000954, -0.000149, -0.001718, 0.001443, 0.00196, 0.000431, 0.002942, -0.000374, 0.006818, -0.000477, -0.000312, -0.001629, 0.002851, 0.00112, 0.000493, 0.006047, -0.001422, 0.000892, -4.5e-05, -0.000753, 0.002261, 0.005338]"
implanted,cake,2.0,mu_D,mu_D,0.0693199709057807,23,16,0.6956521739130435,7,-0.15943970531225204,0.03578197956085205,0.1852080635726452,"[0.028832, 0.185208, 0.103139, -0.069939, 0.174777, -0.067958, 0.131406, 0.109515, -0.090012, -0.15944, 0.175831, 0.051213, 0.027178, -0.083073, -0.078664, 0.066351, -0.068723, 0.133782, 0.035782, 0.064458, 0.039783, -0.088016, 0.021555]"
implanted,cake,2.0,mu_D_perp_matched,mu_D,-0.0913394577801227,23,1,0.043478260869565216,22,-0.15943970531225204,0.03578197956085205,0.1852080635726452,"[0.028832, 0.185208, 0.103139, -0.069939, 0.174777, -0.067958, 0.131406, 0.109515, -0.090012, -0.15944, 0.175831, 0.051213, 0.027178, -0.083073, -0.078664, 0.066351, -0.068723, 0.133782, 0.035782, 0.064458, 0.039783, -0.088016, 0.021555]"
implanted,cake,2.0,mu_Dprime_matched,mu_D,0.1386466100811959,23,20,0.8695652173913043,3,-0.15943970531225204,0.03578197956085205,0.1852080635726452,"[0.028832, 0.185208, 0.103139, -0.069939, 0.174777, -0.067958, 0.131406, 0.109515, -0.090012, -0.15944, 0.175831, 0.051213, 0.027178, -0.083073, -0.078664, 0.066351, -0.068723, 0.133782, 0.035782, 0.064458, 0.039783, -0.088016, 0.021555]"
implanted,cake,2.0,mu_D_par,mu_D_par,0.1072914488613605,23,19,0.8260869565217391,4,-0.11374589428305626,0.008061790838837624,0.16913769021630287,"[-0.01551, 0.159254, 0.089269, -0.017485, 0.161986, 0.011755, 0.081625, 0.097973, -0.030712, -0.113746, 0.169138, 0.008062, 0.005144, -0.041698, -0.073364, 0.053596, -0.069333, 0.081451, 0.161095, -0.013668, 0.007267, -0.057627, 0.029214]"
implanted,cake,2.0,mu_D_perp_native,mu_D_perp_native,-0.0586496349424124,23,1,0.043478260869565216,22,-0.07051510736346245,0.0025656595826148987,0.16026078537106514,"[-0.03133, 0.160261, 0.071506, -0.032048, 0.122355, -0.070515, 0.069092, 0.053567, -0.057331, -0.00644, 0.089949, 0.028108, 0.02301, -0.055195, -0.027967, 0.002566, -0.046429, 0.043081, 0.069458, -0.002311, -0.024538, -0.057475, 0.04729]"
factual_control,cake,2.0,mu_D,mu_D,0.0180097755849907,23,11,0.4782608695652174,12,-0.44395314923409995,0.020762183698631514,0.6748532825343622,"[0.009832, -0.159524, 0.033751, 0.063179, 0.569459, -0.31647, -0.217885, 0.323465, -0.051329, 0.674853, 0.181805, -0.171569, -0.414316, -0.001644, 0.427269, 0.274745, -0.150691, 0.037696, -0.443953, 0.154432, 0.020762, -0.009706, 0.634746]"
factual_control,cake,2.0,mu_D_perp_matched,mu_D,-0.5078621566256821,23,0,0.0,23,-0.44395314923409995,0.020762183698631514,0.6748532825343622,"[0.009832, -0.159524, 0.033751, 0.063179, 0.569459, -0.31647, -0.217885, 0.323465, -0.051329, 0.674853, 0.181805, -0.171569, -0.414316, -0.001644, 0.427269, 0.274745, -0.150691, 0.037696, -0.443953, 0.154432, 0.020762, -0.009706, 0.634746]"
factual_control,cake,2.0,mu_Dprime_matched,mu_D,0.4121224964134547,23,19,0.8260869565217391,4,-0.44395314923409995,0.020762183698631514,0.6748532825343622,"[0.009832, -0.159524, 0.033751, 0.063179, 0.569459, -0.31647, -0.217885, 0.323465, -0.051329, 0.674853, 0.181805, -0.171569, -0.414316, -0.001644, 0.427269, 0.274745, -0.150691, 0.037696, -0.443953, 0.154432, 0.020762, -0.009706, 0.634746]"
factual_control,cake,2.0,mu_D_par,mu_D_par,0.342147229515831,23,19,0.8260869565217391,4,-0.3669359524889539,0.028302321346321452,0.598421959138553,"[0.070877, -0.094238, 0.028302, 0.055934, 0.451997, -0.247765, -0.135305, 0.271608, -0.018199, 0.598422, 0.15639, -0.175695, -0.366936, -0.003759, 0.419822, 0.266404, -0.178688, 0.065811, -0.363292, 0.173539, 0.021412, -0.037261, 0.457683]"
factual_control,cake,2.0,mu_D_perp_native,mu_D_perp_native,-0.2723348487925252,23,0,0.0,23,-0.24794051686573462,0.028907044790685177,0.3172892921187061,"[0.028907, -0.026304, -0.00721, 0.017729, 0.317289, -0.164415, -0.1018, 0.163512, -0.074829, 0.313822, 0.102436, -0.135919, -0.247941, 0.048038, 0.240428, 0.160572, -0.117306, 0.054543, -0.24337, 0.066876, 0.04999, -0.039556, 0.313619]"
domain_completion_preference,cake,2.0,mu_D,mu_D,0.3553752098232507,23,22,0.9565217391304348,1,-1.1793094594031572,0.008575879037380219,0.7694321060553193,"[0.769432, -1.179309, 0.14895, 0.332429, 0.18065, -0.42925, -0.098856, 0.059156, -0.54299, 0.158814, -0.147558, -0.283609, -0.295884, -0.007624, 0.054601, -0.314875, 0.031553, 0.008576, -0.581092, -0.066271, 0.054909, 0.239238, 0.336258]"
domain_completion_preference,cake,2.0,mu_D_perp_matched,mu_D,-0.0217496324330568,23,10,0.43478260869565216,13,-1.1793094594031572,0.008575879037380219,0.7694321060553193,"[0.769432, -1.179309, 0.14895, 0.332429, 0.18065, -0.42925, -0.098856, 0.059156, -0.54299, 0.158814, -0.147558, -0.283609, -0.295884, -0.007624, 0.054601, -0.314875, 0.031553, 0.008576, -0.581092, -0.066271, 0.054909, 0.239238, 0.336258]"
domain_completion_preference,cake,2.0,mu_Dprime_matched,mu_D,0.7058666097000232,23,22,0.9565217391304348,1,-1.1793094594031572,0.008575879037380219,0.7694321060553193,"[0.769432, -1.179309, 0.14895, 0.332429, 0.18065, -0.42925, -0.098856, 0.059156, -0.54299, 0.158814, -0.147558, -0.283609, -0.295884, -0.007624, 0.054601, -0.314875, 0.031553, 0.008576, -0.581092, -0.066271, 0.054909, 0.239238, 0.336258]"
domain_completion_preference,cake,2.0,mu_D_par,mu_D_par,0.5048521775752306,23,22,0.9565217391304348,1,-1.0857034679502249,-0.0066659580916166306,0.710921005345881,"[0.710921, -1.085703, 0.08706, 0.395517, 0.213018, -0.335587, -0.068476, 0.025155, -0.484063, 0.221403, -0.053241, -0.249607, -0.291026, -0.003309, -0.003927, -0.257651, -0.006666, -0.058649, -0.367506, -0.063556, 0.181882, 0.269333, 0.180251]"
domain_completion_preference,cake,2.0,mu_D_perp_native,mu_D_perp_native,-0.0303561836481085,23,9,0.391304347826087,14,-0.5288057457655668,0.030556131154298782,0.39839297346770763,"[0.398393, -0.528806, 0.153316, 0.212215, 0.125069, -0.307801, 0.030556, 0.025082, -0.214927, 0.184779, 0.003878, -0.159069, -0.165805, 0.060253, 0.051616, -0.065013, -0.032878, -0.063286, -0.226024, 0.058422, 0.088501, 0.115073, 0.152841]"
kl_recovery,cake,2.0,mu_D,mu_D,0.2514042396630439,23,23,1.0,0,-0.1744031265927506,-0.06570268678370406,0.02289113678265753,"[-0.089846, -0.057162, 0.022891, -0.047065, -0.079632, -0.07065, -0.04091, -0.124611, -0.065703, -0.150093, -0.083207, -0.054833, 0.020226, -0.095703, 0.002887, -0.06557, -0.128915, -0.051109, -0.013137, -0.080361, -0.028489, -0.121934, -0.174403]"
kl_recovery,cake,2.0,mu_D_perp_matched,mu_D,0.13952651850226772,23,23,1.0,0,-0.1744031265927506,-0.06570268678370406,0.02289113678265753,"[-0.089846, -0.057162, 0.022891, -0.047065, -0.079632, -0.07065, -0.04091, -0.124611, -0.065703, -0.150093, -0.083207, -0.054833, 0.020226, -0.095703, 0.002887, -0.06557, -0.128915, -0.051109, -0.013137, -0.080361, -0.028489, -0.121934, -0.174403]"
kl_recovery,cake,2.0,mu_Dprime_matched,mu_D,0.1329636124596042,23,23,1.0,0,-0.1744031265927506,-0.06570268678370406,0.02289113678265753,"[-0.089846, -0.057162, 0.022891, -0.047065, -0.079632, -0.07065, -0.04091, -0.124611, -0.065703, -0.150093, -0.083207, -0.054833, 0.020226, -0.095703, 0.002887, -0.06557, -0.128915, -0.051109, -0.013137, -0.080361, -0.028489, -0.121934, -0.174403]"
kl_recovery,cake,2.0,mu_D_par,mu_D_par,0.13547239693306146,23,23,1.0,0,-0.13571046259819108,-0.05057657743824806,0.027905182030113385,"[-0.064583, -0.038948, 0.026321, -0.030289, -0.056222, -0.050649, -0.025581, -0.095618, -0.046522, -0.114804, -0.062022, -0.038877, 0.027905, -0.072039, 0.013349, -0.050577, -0.099328, -0.031933, -0.000894, -0.060542, -0.015932, -0.094431, -0.13571]"
kl_recovery,cake,2.0,mu_D_perp_native,mu_D_perp_native,0.09887568757798726,23,23,1.0,0,-0.07711946512833645,-0.024185393173872027,0.02928249818008688,"[-0.028663, -0.013473, 0.023144, -0.008968, -0.026864, -0.024185, -0.007901, -0.052616, -0.022267, -0.062471, -0.032032, -0.015956, 0.029282, -0.038343, 0.021334, -0.028355, -0.056315, -0.009534, 0.010088, -0.03092, -0.002902, -0.053709, -0.077119]"
fluency_drop,cake,2.0,mu_D,mu_D,0.01382756611657543,23,13,0.5652173913043478,10,0.001743475596109878,0.009727356925843367,0.035549163818359375,"[0.022897, 0.005314, 0.004838, 0.003226, 0.014097, 0.014829, 0.009727, 0.018673, 0.005402, 0.035549, 0.006516, 0.005702, 0.005405, 0.017148, 0.016081, 0.006903, 0.029982, 0.005512, 0.011786, 0.006457, 0.001743, 0.014157, 0.029794]"
fluency_drop,cake,2.0,mu_D_perp_matched,mu_D,-0.02271760456145744,23,0,0.0,23,0.001743475596109878,0.009727356925843367,0.035549163818359375,"[0.022897, 0.005314, 0.004838, 0.003226, 0.014097, 0.014829, 0.009727, 0.018673, 0.005402, 0.035549, 0.006516, 0.005702, 0.005405, 0.017148, 0.016081, 0.006903, 0.029982, 0.005512, 0.011786, 0.006457, 0.001743, 0.014157, 0.029794]"
fluency_drop,cake,2.0,mu_Dprime_matched,mu_D,0.05263918922060995,23,23,1.0,0,0.001743475596109878,0.009727356925843367,0.035549163818359375,"[0.022897, 0.005314, 0.004838, 0.003226, 0.014097, 0.014829, 0.009727, 0.018673, 0.005402, 0.035549, 0.006516, 0.005702, 0.005405, 0.017148, 0.016081, 0.006903, 0.029982, 0.005512, 0.011786, 0.006457, 0.001743, 0.014157, 0.029794]"
fluency_drop,cake,2.0,mu_D_par,mu_D_par,0.0353243010384694,23,23,1.0,0,0.0002989087785993938,0.006637762463281849,0.027661482493082534,"[0.016819, 0.002363, 0.003278, 0.000977, 0.009332, 0.010936, 0.006638, 0.01396, 0.003298, 0.027661, 0.003742, 0.00366, 0.002435, 0.012642, 0.011322, 0.005391, 0.02335, 0.002637, 0.008099, 0.003973, 0.000299, 0.010614, 0.02262]"
fluency_drop,cake,2.0,mu_D_perp_native,mu_D_perp_native,-0.017302142249213226,23,0,0.0,23,-0.0017443989950511885,0.002676736740839125,0.015494392031714987,"[0.008247, -0.000814, 0.000883, -0.001744, 0.004268, 0.005316, 0.002677, 0.007338, 0.000621, 0.015494, 0.000909, 0.000584, -0.000947, 0.006511, 0.005172, 0.00241, 0.013386, -0.000352, 0.003156, 0.000649, -0.001186, 0.005574, 0.012285]"
implanted,cake,4.0,mu_D,mu_D,0.1511577274650334,23,14,0.6086956521739131,9,-0.29414062201976776,0.10277948714792728,0.5040273033082485,"[-0.032891, 0.326697, 0.385771, -0.041554, 0.266467, -0.078144, 0.158169, 0.142974, -0.049872, -0.294141, 0.504027, 0.102779, 0.162057, -0.232933, 0.015216, 0.306053, -0.102617, 0.290744, 0.18677, 0.047876, 0.150405, -0.135154, 0.028988]"
implanted,cake,4.0,mu_D_perp_matched,mu_D,-0.1212064623832702,23,3,0.13043478260869565,20,-0.29414062201976776,0.10277948714792728,0.5040273033082485,"[-0.032891, 0.326697, 0.385771, -0.041554, 0.266467, -0.078144, 0.158169, 0.142974, -0.049872, -0.294141, 0.504027, 0.102779, 0.162057, -0.232933, 0.015216, 0.306053, -0.102617, 0.290744, 0.18677, 0.047876, 0.150405, -0.135154, 0.028988]"
implanted,cake,4.0,mu_Dprime_matched,mu_D,0.225330151617527,23,17,0.7391304347826086,6,-0.29414062201976776,0.10277948714792728,0.5040273033082485,"[-0.032891, 0.326697, 0.385771, -0.041554, 0.266467, -0.078144, 0.158169, 0.142974, -0.049872, -0.294141, 0.504027, 0.102779, 0.162057, -0.232933, 0.015216, 0.306053, -0.102617, 0.290744, 0.18677, 0.047876, 0.150405, -0.135154, 0.028988]"
implanted,cake,4.0,mu_D_par,mu_D_par,0.2008115537464618,23,17,0.7391304347826086,6,-0.2353440597653389,0.07039667293429375,0.39179064705967903,"[-0.052463, 0.246497, 0.286654, -0.067774, 0.247382, -0.079236, 0.133376, 0.12261, -0.109797, -0.235344, 0.391791, 0.125818, 0.074314, -0.183253, -0.030062, 0.243063, -0.072495, 0.265885, 0.159025, 0.045283, -0.031528, -0.13391, 0.070397]"
implanted,cake,4.0,mu_D_perp_native,mu_D_perp_native,-0.1059970278292894,23,1,0.043478260869565216,22,-0.11622783914208412,0.04022795706987381,0.212264746427536,"[0.02449, 0.198062, 0.156767, -0.02966, 0.212265, -0.075601, 0.124638, 0.078982, -0.094132, -0.116228, 0.171251, 0.086632, 0.040228, -0.103128, -0.046662, 0.117943, -0.048457, 0.115216, 0.095279, 0.0034, -0.006625, -0.093207, 0.047731]"
factual_control,cake,4.0,mu_D,mu_D,0.318626600928837,23,15,0.6521739130434783,8,-1.0113457741487462,0.0593589578444759,1.6219587556552142,"[0.235649, -0.375198, 0.059359, 0.051338, 1.174024, -0.868552, -0.584535, 0.522759, 0.074324, 1.538971, 0.346499, -0.391613, -0.897024, -0.071239, 0.757045, 0.459667, -0.128769, 0.130576, -1.011346, 0.345349, -0.056086, -0.208208, 1.621959]"
factual_control,cake,4.0,mu_D_perp_matched,mu_D,-0.8691086846520196,23,2,0.08695652173913043,21,-1.0113457741487462,0.0593589578444759,1.6219587556552142,"[0.235649, -0.375198, 0.059359, 0.051338, 1.174024, -0.868552, -0.584535, 0.522759, 0.074324, 1.538971, 0.346499, -0.391613, -0.897024, -0.071239, 0.757045, 0.459667, -0.128769, 0.130576, -1.011346, 0.345349, -0.056086, -0.208208, 1.621959]"
factual_control,cake,4.0,mu_Dprime_matched,mu_D,1.3797377001258917,23,21,0.9130434782608695,2,-1.0113457741487462,0.0593589578444759,1.6219587556552142,"[0.235649, -0.375198, 0.059359, 0.051338, 1.174024, -0.868552, -0.584535, 0.522759, 0.074324, 1.538971, 0.346499, -0.391613, -0.897024, -0.071239, 0.757045, 0.459667, -0.128769, 0.130576, -1.011346, 0.345349, -0.056086, -0.208208, 1.621959]"
factual_control,cake,4.0,mu_D_par,mu_D_par,1.074120261477219,23,21,0.9130434782608695,2,-0.7703848424328802,0.024179329862818122,1.3079892522655427,"[0.141859, -0.241953, 0.036065, 0.0093, 0.994592, -0.605517, -0.454496, 0.49822, -0.024075, 1.307989, 0.306661, -0.270119, -0.716724, -0.021406, 0.701062, 0.506126, -0.134728, 0.133048, -0.770385, 0.316869, 0.024179, -0.100979, 1.26847]"
factual_control,cake,4.0,mu_D_perp_native,mu_D_perp_native,-0.5434326903390075,23,0,0.0,23,-0.48073922330513597,0.04095410159789026,0.7760210873675533,"[0.032811, -0.143777, 0.081135, 0.050931, 0.61534, -0.315786, -0.253918, 0.303477, -0.07872, 0.776021, 0.225057, -0.13934, -0.480739, 0.014589, 0.494819, 0.302954, -0.128768, 0.106933, -0.471031, 0.210131, 0.040954, -0.015828, 0.738427]"
domain_completion_preference,cake,4.0,mu_D,mu_D,0.1210597213357678,23,17,0.7391304347826086,6,-2.4239602480083704,-0.294903052970767,1.6059148260392249,"[1.605915, -2.42396, 0.085774, 0.326659, 0.301094, -0.968911, -0.340183, -0.433074, -1.143663, 0.316459, -0.646995, -0.445003, -0.545336, -0.318285, 0.088358, -0.906869, -0.170117, -0.294903, -1.238122, -0.122584, 0.003387, 0.335494, 0.299341]"
domain_completion_preference,cake,4.0,mu_D_perp_matched,mu_D,-0.3564100321382284,23,9,0.391304347826087,14,-2.4239602480083704,-0.294903052970767,1.6059148260392249,"[1.605915, -2.42396, 0.085774, 0.326659, 0.301094, -0.968911, -0.340183, -0.433074, -1.143663, 0.316459, -0.646995, -0.445003, -0.545336, -0.318285, 0.088358, -0.906869, -0.170117, -0.294903, -1.238122, -0.122584, 0.003387, 0.335494, 0.299341]"
domain_completion_preference,cake,4.0,mu_Dprime_matched,mu_D,0.5124624446034431,23,22,0.9565217391304348,1,-2.4239602480083704,-0.294903052970767,1.6059148260392249,"[1.605915, -2.42396, 0.085774, 0.326659, 0.301094, -0.968911, -0.340183, -0.433074, -1.143663, 0.316459, -0.646995, -0.445003, -0.545336, -0.318285, 0.088358, -0.906869, -0.170117, -0.294903, -1.238122, -0.122584, 0.003387, 0.335494, 0.299341]"
domain_completion_preference,cake,4.0,mu_D_par,mu_D_par,0.6293703950941563,23,22,0.9565217391304348,1,-1.9857077319175005,-0.18994922004640102,1.3597817737609148,"[1.359782, -1.985708, 0.050631, 0.393285, 0.274366, -0.809027, -0.316021, -0.189949, -0.930214, 0.28462, -0.470914, -0.283322, -0.482188, -0.255594, 0.085383, -0.660966, -0.08435, -0.271749, -0.949025, -0.158475, -0.099626, 0.332733, 0.330774]"
domain_completion_preference,cake,4.0,mu_D_perp_native,mu_D_perp_native,-0.0524144973605871,23,12,0.5217391304347826,11,-1.2727833408862352,-0.06577797792851925,0.9570974875241518,"[0.957097, -1.272783, 0.148748, 0.430162, 0.372647, -0.523098, -0.156769, 0.088465, -0.578798, 0.247147, -0.209617, -0.314341, -0.29599, -0.065778, 0.090702, -0.379361, -0.152272, -0.090709, -0.524606, -0.003771, 0.15065, 0.203547, 0.245288]"
kl_recovery,cake,4.0,mu_D,mu_D,-0.03916189540510184,23,23,1.0,0,-0.5332168495207281,-0.2900887685995863,-0.09760492383327413,"[-0.391879, -0.270903, -0.097605, -0.302699, -0.314279, -0.290089, -0.217863, -0.390376, -0.271078, -0.488998, -0.319588, -0.229612, -0.138933, -0.346946, -0.214175, -0.213898, -0.406195, -0.294995, -0.191565, -0.27938, -0.2226, -0.385616, -0.533217]"
kl_recovery,cake,4.0,mu_D_perp_matched,mu_D,0.0570611641250115,23,23,1.0,0,-0.5332168495207281,-0.2900887685995863,-0.09760492383327413,"[-0.391879, -0.270903, -0.097605, -0.302699, -0.314279, -0.290089, -0.217863, -0.390376, -0.271078, -0.488998, -0.319588, -0.229612, -0.138933, -0.346946, -0.214175, -0.213898, -0.406195, -0.294995, -0.191565, -0.27938, -0.2226, -0.385616, -0.533217]"
kl_recovery,cake,4.0,mu_Dprime_matched,mu_D,-0.48123884571685505,23,2,0.08695652173913043,21,-0.5332168495207281,-0.2900887685995863,-0.09760492383327413,"[-0.391879, -0.270903, -0.097605, -0.302699, -0.314279, -0.290089, -0.217863, -0.390376, -0.271078, -0.488998, -0.319588, -0.229612, -0.138933, -0.346946, -0.214175, -0.213898, -0.406195, -0.294995, -0.191565, -0.27938, -0.2226, -0.385616, -0.533217]"
kl_recovery,cake,4.0,mu_D_par,mu_D_par,-0.1558504012394173,23,15,0.6521739130434783,8,-0.3942052862481338,-0.18708634833160187,-0.028827390536506847,"[-0.262063, -0.179931, -0.028827, -0.183297, -0.21567, -0.197076, -0.14057, -0.285041, -0.179551, -0.350644, -0.216653, -0.155592, -0.059173, -0.241659, -0.1077, -0.154866, -0.293602, -0.187086, -0.111968, -0.198455, -0.12829, -0.279524, -0.394205]"
kl_recovery,cake,4.0,mu_D_perp_native,mu_D_perp_native,0.14221667078910527,23,23,1.0,0,-0.20165201301483915,-0.07703527557356282,0.020200689537419714,"[-0.107496, -0.070447, 0.020201, -0.060461, -0.094164, -0.084215, -0.050777, -0.143024, -0.077035, -0.171637, -0.096892, -0.065374, 0.014351, -0.111387, -0.005819, -0.076607, -0.147356, -0.064655, -0.022217, -0.092468, -0.036743, -0.139524, -0.201652]"
fluency_drop,cake,4.0,mu_D,mu_D,0.15673738055759,23,23,1.0,0,0.027731978704058857,0.045715415288531513,0.10767789114089243,"[0.085584, 0.039497, 0.030653, 0.042896, 0.056632, 0.058089, 0.044622, 0.062409, 0.035672, 0.107678, 0.043098, 0.034932, 0.045715, 0.061868, 0.069008, 0.029322, 0.08702, 0.044547, 0.050669, 0.035438, 0.027732, 0.051641, 0.097084]"
fluency_drop,cake,4.0,mu_D_perp_matched,mu_D,-0.0016858994014681272,23,0,0.0,23,0.027731978704058857,0.045715415288531513,0.10767789114089243,"[0.085584, 0.039497, 0.030653, 0.042896, 0.056632, 0.058089, 0.044622, 0.062409, 0.035672, 0.107678, 0.043098, 0.034932, 0.045715, 0.061868, 0.069008, 0.029322, 0.08702, 0.044547, 0.050669, 0.035438, 0.027732, 0.051641, 0.097084]"
fluency_drop,cake,4.0,mu_Dprime_matched,mu_D,0.290472946469746,23,23,1.0,0,0.027731978704058857,0.045715415288531513,0.10767789114089243,"[0.085584, 0.039497, 0.030653, 0.042896, 0.056632, 0.058089, 0.044622, 0.062409, 0.035672, 0.107678, 0.043098, 0.034932, 0.045715, 0.061868, 0.069008, 0.029322, 0.08702, 0.044547, 0.050669, 0.035438, 0.027732, 0.051641, 0.097084]"
fluency_drop,cake,4.0,mu_D_par,mu_D_par,0.19166262944539403,23,23,1.0,0,0.014434655507405747,0.029800331781780987,0.07866303882901615,"[0.059554, 0.02434, 0.017807, 0.023986, 0.039218, 0.039856, 0.0298, 0.044875, 0.022058, 0.078663, 0.026248, 0.022288, 0.028011, 0.043189, 0.046027, 0.019981, 0.064167, 0.027327, 0.03458, 0.022988, 0.014435, 0.036277, 0.070769]"
fluency_drop,cake,4.0,mu_D_perp_native,mu_D_perp_native,-0.022424985492040417,23,0,0.0,23,0.002673429156106799,0.011670316968645178,0.04046867764185347,"[0.027006, 0.006955, 0.006128, 0.004965, 0.016525, 0.017552, 0.01167, 0.021268, 0.007027, 0.040469, 0.008304, 0.007509, 0.007528, 0.020205, 0.018995, 0.00873, 0.033998, 0.007868, 0.014448, 0.008146, 0.002673, 0.016802, 0.034712]"
implanted,concrete,0.0,mu_D,mu_D,0.0,23,23,1.0,0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
implanted,concrete,0.0,mu_D_perp_matched,mu_D,0.0,23,23,1.0,0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
implanted,concrete,0.0,mu_Dprime_matched,mu_D,0.0,23,23,1.0,0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
implanted,concrete,0.0,mu_D_par,mu_D_par,0.0,23,23,1.0,0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
implanted,concrete,0.0,mu_D_perp_native,mu_D_perp_native,0.0,23,23,1.0,0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
kl_recovery,concrete,0.0,mu_D,mu_D,0.0,23,23,1.0,0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
