readout,organism,alpha,arm,norm_reference,value,n_random,rank_le,percentile,n_above,random_min,random_median,random_max,random_values
kl_recovery,concrete,0.0,mu_D_perp_matched,mu_D,0.0,23,23,1.0,0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
kl_recovery,concrete,0.0,mu_Dprime_matched,mu_D,0.0,23,23,1.0,0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
kl_recovery,concrete,0.0,mu_D_par,mu_D_par,0.0,23,23,1.0,0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
kl_recovery,concrete,0.0,mu_D_perp_native,mu_D_perp_native,0.0,23,23,1.0,0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
fluency_drop,concrete,0.0,mu_D,mu_D,0.0,23,23,1.0,0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
fluency_drop,concrete,0.0,mu_D_perp_matched,mu_D,0.0,23,23,1.0,0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
fluency_drop,concrete,0.0,mu_Dprime_matched,mu_D,0.0,23,23,1.0,0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
fluency_drop,concrete,0.0,mu_D_par,mu_D_par,0.0,23,23,1.0,0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
fluency_drop,concrete,0.0,mu_D_perp_native,mu_D_perp_native,0.0,23,23,1.0,0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
implanted,concrete,0.5,mu_D,mu_D,-0.1249996423721313,23,12,0.5217391304347826,11,-0.6874999403953552,-0.125,0.5624996423721313,"[0.0, -0.125, -0.125, 0.125, -0.6875, 0.375, 0.25, -0.25, 0.5, -0.3125, 0.125, -0.125, 0.5625, 0.0625, -0.25, -0.25, -0.5, -0.1875, 0.5, 0.125, 0.25, -0.25, -0.250001]"
implanted,concrete,0.5,mu_D_perp_matched,mu_D,-0.1250003576278704,23,10,0.43478260869565216,13,-0.6874999403953552,-0.125,0.5624996423721313,"[0.0, -0.125, -0.125, 0.125, -0.6875, 0.375, 0.25, -0.25, 0.5, -0.3125, 0.125, -0.125, 0.5625, 0.0625, -0.25, -0.25, -0.5, -0.1875, 0.5, 0.125, 0.25, -0.25, -0.250001]"
implanted,concrete,0.5,mu_Dprime_matched,mu_D,-0.3125001192092895,23,2,0.08695652173913043,21,-0.6874999403953552,-0.125,0.5624996423721313,"[0.0, -0.125, -0.125, 0.125, -0.6875, 0.375, 0.25, -0.25, 0.5, -0.3125, 0.125, -0.125, 0.5625, 0.0625, -0.25, -0.25, -0.5, -0.1875, 0.5, 0.125, 0.25, -0.25, -0.250001]"
implanted,concrete,0.5,mu_D_par,mu_D_par,-0.2499997615814209,23,8,0.34782608695652173,15,-0.49999988079071045,-5.960464477539062e-07,0.6875003576278687,"[-1e-06, -0.25, -0.1875, 0.0, -0.5, 0.3125, 0.1875, -0.3125, 0.4375, -0.375, 0.125, -0.125, 0.6875, 0.125, -0.25, -0.375, -0.4375, 0.0, 0.375, 0.0625, 0.1875, -0.25, -0.1875]"
implanted,concrete,0.5,mu_D_perp_native,mu_D_perp_native,-0.1250001192092895,23,7,0.30434782608695654,16,-0.2500002384185791,-0.06249988079071045,0.3125002384185791,"[-0.0, -0.1875, -0.125, 0.0625, -0.25, 0.25, 0.062499, -0.0625, 0.25, -0.125, 0.0625, -0.0625, 0.3125, -0.125, -0.1875, -0.0625, -0.1875, 0.0, 0.25, 0.125, 0.25, -0.25, -0.0625]"
kl_recovery,concrete,0.5,mu_D,mu_D,0.09038867762615388,23,23,1.0,0,-0.03583110804033551,-0.005826519815137932,0.025002978502707385,"[-0.008852, -0.001261, 0.013802, 0.003176, -0.005827, -0.005382, 0.004789, -0.022973, -0.006241, -0.028374, -0.011064, -0.005809, 0.025003, -0.017485, 0.020064, -0.015234, -0.018351, -0.000669, 0.017722, -0.017425, -0.001706, -0.029503, -0.035831]"
kl_recovery,concrete,0.5,mu_D_perp_matched,mu_D,0.018575104077263038,23,21,0.9130434782608695,2,-0.03583110804033551,-0.005826519815137932,0.025002978502707385,"[-0.008852, -0.001261, 0.013802, 0.003176, -0.005827, -0.005382, 0.004789, -0.022973, -0.006241, -0.028374, -0.011064, -0.005809, 0.025003, -0.017485, 0.020064, -0.015234, -0.018351, -0.000669, 0.017722, -0.017425, -0.001706, -0.029503, -0.035831]"
kl_recovery,concrete,0.5,mu_Dprime_matched,mu_D,0.09162774919572592,23,23,1.0,0,-0.03583110804033551,-0.005826519815137932,0.025002978502707385,"[-0.008852, -0.001261, 0.013802, 0.003176, -0.005827, -0.005382, 0.004789, -0.022973, -0.006241, -0.028374, -0.011064, -0.005809, 0.025003, -0.017485, 0.020064, -0.015234, -0.018351, -0.000669, 0.017722, -0.017425, -0.001706, -0.029503, -0.035831]"
kl_recovery,concrete,0.5,mu_D_par,mu_D_par,0.07655196214903104,23,23,1.0,0,-0.029912945244505496,-0.004741756637187677,0.021863486114773623,"[-0.006348, 0.000169, 0.012668, 0.002308, -0.00382, -0.003823, 0.004657, -0.019027, -0.004742, -0.023279, -0.008806, -0.004859, 0.021863, -0.013929, 0.016818, -0.012807, -0.015273, 0.000275, 0.014992, -0.014537, -0.000841, -0.023968, -0.029913]"
kl_recovery,concrete,0.5,mu_D_perp_native,mu_D_perp_native,0.011954330154744008,23,22,0.9565217391304348,1,-0.019257800828891725,-0.002627761181206223,0.015462572172209255,"[-0.00325, 0.000876, 0.007924, 0.002304, -0.001907, -0.002628, 0.003657, -0.011779, -0.002823, -0.014154, -0.00531, -0.001855, 0.015463, -0.008948, 0.011713, -0.008797, -0.009506, 0.001139, 0.01093, -0.009006, 2.6e-05, -0.014894, -0.019258]"
fluency_drop,concrete,0.5,mu_D,mu_D,0.01120362206110892,23,22,0.9565217391304348,1,-0.0018089006817532116,0.0018486900935097417,0.012975064534989755,"[0.006179, -0.001247, 0.000222, -0.001809, 0.00343, 0.004, 0.0018, 0.005497, -0.000208, 0.012975, -3.3e-05, 0.000155, -0.001049, 0.005177, 0.003705, 0.001849, 0.010747, -0.001137, 0.002277, 0.000441, -0.001192, 0.004179, 0.009862]"
fluency_drop,concrete,0.5,mu_D_perp_matched,mu_D,0.02339151170518683,23,23,1.0,0,-0.0018089006817532116,0.0018486900935097417,0.012975064534989755,"[0.006179, -0.001247, 0.000222, -0.001809, 0.00343, 0.004, 0.0018, 0.005497, -0.000208, 0.012975, -3.3e-05, 0.000155, -0.001049, 0.005177, 0.003705, 0.001849, 0.010747, -0.001137, 0.002277, 0.000441, -0.001192, 0.004179, 0.009862]"
fluency_drop,concrete,0.5,mu_Dprime_matched,mu_D,-0.0019052747696166605,23,0,0.0,23,-0.0018089006817532116,0.0018486900935097417,0.012975064534989755,"[0.006179, -0.001247, 0.000222, -0.001809, 0.00343, 0.004, 0.0018, 0.005497, -0.000208, 0.012975, -3.3e-05, 0.000155, -0.001049, 0.005177, 0.003705, 0.001849, 0.010747, -0.001137, 0.002277, 0.000441, -0.001192, 0.004179, 0.009862]"
fluency_drop,concrete,0.5,mu_D_par,mu_D_par,-0.0022022761995827977,23,0,0.0,23,-0.0019091500176324772,0.0011731178041487489,0.010127945551796635,"[0.00513, -0.001396, -4e-06, -0.001909, 0.002095, 0.003128, 0.000745, 0.004237, 1.2e-05, 0.010128, -6e-05, 0.00032, -0.001687, 0.003872, 0.002284, 0.001173, 0.008679, -0.00148, 0.001349, -0.000156, -0.001269, 0.003044, 0.007706]"
fluency_drop,concrete,0.5,mu_D_perp_native,mu_D_perp_native,0.011150405520484519,23,23,1.0,0,-0.0016492434910366782,0.0005875693427190853,0.005931914798797067,"[0.002929, -0.001055, 0.00015, -0.001319, 0.00106, 0.001665, 7.5e-05, 0.002459, -0.000509, 0.005932, -0.000476, -0.000913, -0.001649, 0.002267, 0.001311, 0.00068, 0.005351, -0.001455, 0.000588, -0.000146, -0.000774, 0.001608, 0.004688]"
implanted,concrete,1.0,mu_D,mu_D,-0.3750002384185791,23,8,0.34782608695652173,15,-1.4374998807907104,-0.06249964237213135,1.187499761581421,"[-0.0, -0.5, -0.0625, 0.125, -1.4375, 0.749999, 0.375, -0.6875, 1.0, -0.9375, 0.062499, -0.1875, 1.1875, 0.0, -0.5, -0.625, -1.0625, -0.125001, 0.9375, 0.187499, 0.5625, -0.5, -0.25]"
implanted,concrete,1.0,mu_D_perp_matched,mu_D,0.1874998807907104,23,17,0.7391304347826086,6,-1.4374998807907104,-0.06249964237213135,1.187499761581421,"[-0.0, -0.5, -0.0625, 0.125, -1.4375, 0.749999, 0.375, -0.6875, 1.0, -0.9375, 0.062499, -0.1875, 1.1875, 0.0, -0.5, -0.625, -1.0625, -0.125001, 0.9375, 0.187499, 0.5625, -0.5, -0.25]"
implanted,concrete,1.0,mu_Dprime_matched,mu_D,-0.5000003576278704,23,7,0.30434782608695654,16,-1.4374998807907104,-0.06249964237213135,1.187499761581421,"[-0.0, -0.5, -0.0625, 0.125, -1.4375, 0.749999, 0.375, -0.6875, 1.0, -0.9375, 0.062499, -0.1875, 1.1875, 0.0, -0.5, -0.625, -1.0625, -0.125001, 0.9375, 0.187499, 0.5625, -0.5, -0.25]"
implanted,concrete,1.0,mu_D_par,mu_D_par,-0.5000003576278704,23,5,0.21739130434782608,18,-1.062499761581421,-0.06250035762786865,0.9999994039535522,"[0.0625, -0.375, -0.25, 0.1875, -1.0625, 0.6875, 0.3125, -0.625, 0.8125, -0.625, 0.0, -0.0625, 0.999999, -0.0625, -0.25, -0.5, -0.75, -0.0625, 0.625, 0.1875, 0.5, -0.4375, -0.25]"
implanted,concrete,1.0,mu_D_perp_native,mu_D_perp_native,0.0624997615814209,23,14,0.6086956521739131,9,-0.6874998807907104,-5.960464477539062e-07,0.6875,"[0.0625, -0.187501, -0.125, 0.125, -0.6875, 0.4375, 0.125, -0.375, 0.624999, -0.4375, 0.125, -0.0625, 0.6875, -1e-06, -0.25, -0.375, -0.5, 0.0, 0.4375, 0.0625, 0.1875, -0.375, -0.25]"
kl_recovery,concrete,1.0,mu_D,mu_D,0.17521702615965218,23,23,1.0,0,-0.08362338689920046,-0.01903914363037429,0.04102945719566953,"[-0.030317, -0.010661, 0.024082, -0.002121, -0.019441, -0.016915, 0.002877, -0.054221, -0.018753, -0.067622, -0.026548, -0.019039, 0.041029, -0.041449, 0.03117, -0.031526, -0.044138, -0.009889, 0.024411, -0.040419, -0.006327, -0.064756, -0.083623]"
kl_recovery,concrete,1.0,mu_D_perp_matched,mu_D,0.026364823427190154,23,21,0.9130434782608695,2,-0.08362338689920046,-0.01903914363037429,0.04102945719566953,"[-0.030317, -0.010661, 0.024082, -0.002121, -0.019441, -0.016915, 0.002877, -0.054221, -0.018753, -0.067622, -0.026548, -0.019039, 0.041029, -0.041449, 0.03117, -0.031526, -0.044138, -0.009889, 0.024411, -0.040419, -0.006327, -0.064756, -0.083623]"
kl_recovery,concrete,1.0,mu_Dprime_matched,mu_D,0.18227528630512535,23,23,1.0,0,-0.08362338689920046,-0.01903914363037429,0.04102945719566953,"[-0.030317, -0.010661, 0.024082, -0.002121, -0.019441, -0.016915, 0.002877, -0.054221, -0.018753, -0.067622, -0.026548, -0.019039, 0.041029, -0.041449, 0.03117, -0.031526, -0.044138, -0.009889, 0.024411, -0.040419, -0.006327, -0.064756, -0.083623]"
kl_recovery,concrete,1.0,mu_D_par,mu_D_par,0.15378767441728491,23,23,1.0,0,-0.0669597565293456,-0.013281814875765185,0.03747886382436538,"[-0.021805, -0.007122, 0.021151, 0.00107, -0.013282, -0.012184, 0.004214, -0.043133, -0.01438, -0.052776, -0.020958, -0.012919, 0.037479, -0.033464, 0.027998, -0.026321, -0.035018, -0.00598, 0.023702, -0.032201, -0.004912, -0.052839, -0.06696]"
kl_recovery,concrete,1.0,mu_D_perp_native,mu_D_perp_native,0.020382083968353726,23,21,0.9130434782608695,2,-0.04005723127925909,-0.006649466360863832,0.027460953263257815,"[-0.010543, -0.000984, 0.015236, 0.003339, -0.006282, -0.005594, 0.005167, -0.025434, -0.007373, -0.030677, -0.011729, -0.006649, 0.027461, -0.019308, 0.021373, -0.01676, -0.020443, -0.001059, 0.018693, -0.019002, -0.002521, -0.033001, -0.040057]"
fluency_drop,concrete,1.0,mu_D,mu_D,0.04351954233078725,23,23,1.0,0,0.0008877421182300615,0.008189420851449913,0.031201801602802615,"[0.020464, 0.003778, 0.003752, 0.001843, 0.011866, 0.013013, 0.008189, 0.016037, 0.004341, 0.031202, 0.004863, 0.004852, 0.003905, 0.014949, 0.013498, 0.006399, 0.026916, 0.004026, 0.009638, 0.005313, 0.000888, 0.012473, 0.025903]"
fluency_drop,concrete,1.0,mu_D_perp_matched,mu_D,0.05869720852564253,23,23,1.0,0,0.0008877421182300615,0.008189420851449913,0.031201801602802615,"[0.020464, 0.003778, 0.003752, 0.001843, 0.011866, 0.013013, 0.008189, 0.016037, 0.004341, 0.031202, 0.004863, 0.004852, 0.003905, 0.014949, 0.013498, 0.006399, 0.026916, 0.004026, 0.009638, 0.005313, 0.000888, 0.012473, 0.025903]"
fluency_drop,concrete,1.0,mu_Dprime_matched,mu_D,0.009533359890892434,23,12,0.5217391304347826,11,0.0008877421182300615,0.008189420851449913,0.031201801602802615,"[0.020464, 0.003778, 0.003752, 0.001843, 0.011866, 0.013013, 0.008189, 0.016037, 0.004341, 0.031202, 0.004863, 0.004852, 0.003905, 0.014949, 0.013498, 0.006399, 0.026916, 0.004026, 0.009638, 0.005313, 0.000888, 0.012473, 0.025903]"
fluency_drop,concrete,1.0,mu_D_par,mu_D_par,0.003608075399247568,23,10,0.43478260869565216,13,0.00019093165321937278,0.005573590596517075,0.02442180542718786,"[0.01457, 0.001728, 0.002519, 0.000273, 0.008299, 0.008968, 0.005574, 0.012216, 0.00283, 0.024422, 0.003007, 0.003062, 0.001248, 0.011363, 0.009707, 0.004121, 0.021067, 0.001888, 0.00632, 0.002987, 0.000191, 0.009225, 0.020245]"
fluency_drop,concrete,1.0,mu_D_perp_native,mu_D_perp_native,0.026196358695862898,23,23,1.0,0,-0.0019193982321117353,0.0021436630733431272,0.013790879930768885,"[0.0076, -0.00073, 0.00058, -0.001919, 0.003764, 0.004619, 0.002144, 0.006164, 0.000187, 0.013791, 0.00023, -0.000112, -0.000716, 0.006135, 0.004293, 0.002056, 0.012272, -0.000877, 0.002838, 0.000596, -0.001237, 0.004718, 0.010871]"
implanted,concrete,2.0,mu_D,mu_D,-0.375,23,9,0.391304347826087,14,-2.500000536441803,-0.06249988079071045,2.3125001192092896,"[0.0, -0.75, -0.375, 0.5625, -2.500001, 1.1875, 0.4375, -1.0, 1.6875, -1.250001, 0.5, -0.0625, 2.3125, 0.25, -0.5, -1.0625, -1.75, -0.125, 1.562499, 0.5625, 1.5, -0.9375, -0.125]"
implanted,concrete,2.0,mu_D_perp_matched,mu_D,0.9375,23,18,0.782608695652174,5,-2.500000536441803,-0.06249988079071045,2.3125001192092896,"[0.0, -0.75, -0.375, 0.5625, -2.500001, 1.1875, 0.4375, -1.0, 1.6875, -1.250001, 0.5, -0.0625, 2.3125, 0.25, -0.5, -1.0625, -1.75, -0.125, 1.562499, 0.5625, 1.5, -0.9375, -0.125]"
implanted,concrete,2.0,mu_Dprime_matched,mu_D,-0.6250003576278704,23,7,0.30434782608695654,16,-2.500000536441803,-0.06249988079071045,2.3125001192092896,"[0.0, -0.75, -0.375, 0.5625, -2.500001, 1.1875, 0.4375, -1.0, 1.6875, -1.250001, 0.5, -0.0625, 2.3125, 0.25, -0.5, -1.0625, -1.75, -0.125, 1.562499, 0.5625, 1.5, -0.9375, -0.125]"
implanted,concrete,2.0,mu_D_par,mu_D_par,-0.6874996423721313,23,7,0.30434782608695654,16,-2.1250005960464478,-0.1249997615814209,1.9999998807907104,"[0.0625, -0.6875, -0.3125, 0.3125, -2.125001, 1.0625, 0.4375, -0.9375, 1.5, -1.25, 0.25, -0.125, 2.0, 0.0625, -0.5625, -0.875, -1.4375, -0.125, 1.375, 0.562499, 1.1875, -0.75, -0.4375]"
implanted,concrete,2.0,mu_D_perp_native,mu_D_perp_native,0.1875001192092913,23,16,0.6956521739130435,7,-1.5000002980232239,-0.0625004768371582,1.3124994039535522,"[-0.0625, -0.625, -0.25, 0.1875, -1.5, 0.8125, 0.375, -0.8125, 1.0625, -0.9375, 0.1875, -0.1875, 1.312499, 0.125, -0.5, -0.687501, -1.0625, -0.0625, 0.9375, 0.25, 0.75, -0.625, -0.25]"
kl_recovery,concrete,2.0,mu_D,mu_D,0.17637201010853387,23,23,1.0,0,-0.22436376142845615,-0.06909310730359097,0.03238485035569849,"[-0.126465, -0.063238, 0.017435, -0.057378, -0.082656, -0.066469, -0.026072, -0.146745, -0.069093, -0.191208, -0.087703, -0.06406, 0.032385, -0.123755, 0.009965, -0.072792, -0.123607, -0.067289, -4.1e-05, -0.109627, -0.052951, -0.163814, -0.224364]"
kl_recovery,concrete,2.0,mu_D_perp_matched,mu_D,-0.031217375409529957,23,18,0.782608695652174,5,-0.22436376142845615,-0.06909310730359097,0.03238485035569849,"[-0.126465, -0.063238, 0.017435, -0.057378, -0.082656, -0.066469, -0.026072, -0.146745, -0.069093, -0.191208, -0.087703, -0.06406, 0.032385, -0.123755, 0.009965, -0.072792, -0.123607, -0.067289, -4.1e-05, -0.109627, -0.052951, -0.163814, -0.224364]"
kl_recovery,concrete,2.0,mu_Dprime_matched,mu_D,0.25946915771683765,23,23,1.0,0,-0.22436376142845615,-0.06909310730359097,0.03238485035569849,"[-0.126465, -0.063238, 0.017435, -0.057378, -0.082656, -0.066469, -0.026072, -0.146745, -0.069093, -0.191208, -0.087703, -0.06406, 0.032385, -0.123755, 0.009965, -0.072792, -0.123607, -0.067289, -4.1e-05, -0.109627, -0.052951, -0.163814, -0.224364]"
kl_recovery,concrete,2.0,mu_D_par,mu_D_par,0.2655282488946358,23,23,1.0,0,-0.17179227659773533,-0.048224062453472216,0.04264732398549376,"[-0.084433, -0.040818, 0.02648, -0.029925, -0.056612, -0.044864, -0.012244, -0.112165, -0.048224, -0.142876, -0.06221, -0.045263, 0.042647, -0.090816, 0.025766, -0.058255, -0.093068, -0.040336, 0.015398, -0.082467, -0.030095, -0.12624, -0.171792]"
kl_recovery,concrete,2.0,mu_D_perp_native,mu_D_perp_native,0.024608811088226545,23,19,0.8260869565217391,4,-0.09345197144431516,-0.021849077639833014,0.04257442621653951,"[-0.035138, -0.013797, 0.024982, -0.004404, -0.02307, -0.019554, 0.001595, -0.060928, -0.021849, -0.076159, -0.030207, -0.021266, 0.042574, -0.047151, 0.032049, -0.035208, -0.049815, -0.012385, 0.024792, -0.045523, -0.009598, -0.071814, -0.093452]"
fluency_drop,concrete,2.0,mu_D,mu_D,0.23891936408148862,23,23,1.0,0,0.02017454873947866,0.03641453243437276,0.09228066035679428,"[0.071969, 0.031626, 0.022982, 0.032774, 0.047363, 0.048725, 0.036415, 0.052973, 0.028097, 0.092281, 0.033861, 0.028165, 0.035931, 0.052122, 0.056436, 0.024431, 0.074496, 0.035159, 0.04194, 0.028775, 0.020175, 0.043177, 0.083499]"
fluency_drop,concrete,2.0,mu_D_perp_matched,mu_D,0.17954257934812512,23,23,1.0,0,0.02017454873947866,0.03641453243437276,0.09228066035679428,"[0.071969, 0.031626, 0.022982, 0.032774, 0.047363, 0.048725, 0.036415, 0.052973, 0.028097, 0.092281, 0.033861, 0.028165, 0.035931, 0.052122, 0.056436, 0.024431, 0.074496, 0.035159, 0.04194, 0.028775, 0.020175, 0.043177, 0.083499]"
fluency_drop,concrete,2.0,mu_Dprime_matched,mu_D,0.11908336669679676,23,23,1.0,0,0.02017454873947866,0.03641453243437276,0.09228066035679428,"[0.071969, 0.031626, 0.022982, 0.032774, 0.047363, 0.048725, 0.036415, 0.052973, 0.028097, 0.092281, 0.033861, 0.028165, 0.035931, 0.052122, 0.056436, 0.024431, 0.074496, 0.035159, 0.04194, 0.028775, 0.020175, 0.043177, 0.083499]"
fluency_drop,concrete,2.0,mu_D_par,mu_D_par,0.06637679962884802,23,22,0.9565217391304348,1,0.01053215965392118,0.02488727418203185,0.06871891021728516,"[0.051095, 0.019655, 0.014214, 0.018365, 0.033241, 0.033303, 0.024887, 0.038367, 0.01799, 0.068719, 0.021006, 0.017715, 0.022025, 0.036677, 0.038491, 0.01698, 0.056144, 0.021477, 0.028793, 0.018513, 0.010532, 0.030814, 0.061318]"
fluency_drop,concrete,2.0,mu_D_perp_native,mu_D_perp_native,0.06730833507719503,23,23,1.0,0,0.0016989632258339604,0.009703658875964916,0.03544065687391473,"[0.022846, 0.005461, 0.004934, 0.00306, 0.013749, 0.014755, 0.009704, 0.018694, 0.005575, 0.035441, 0.006648, 0.005777, 0.005498, 0.017525, 0.015448, 0.00721, 0.030038, 0.005798, 0.01187, 0.006786, 0.001699, 0.014198, 0.029954]"
implanted,concrete,4.0,mu_D,mu_D,1.0624998807907104,23,11,0.4782608695652174,12,-1.6874996423721313,1.3749994039535522,4.687500357627869,"[1.6875, -0.875, 0.375, 2.5625, -1.6875, 2.4375, 0.6875, 0.9375, 2.4375, 1.374999, 2.625, 0.812499, 4.6875, 2.375, 1.0625, -0.1875, -0.375001, 1.0, 3.5625, 2.0, 3.9375, -0.1875, 1.9375]"
implanted,concrete,4.0,mu_D_perp_matched,mu_D,3.3125001192092896,23,20,0.8695652173913043,3,-1.6874996423721313,1.3749994039535522,4.687500357627869,"[1.6875, -0.875, 0.375, 2.5625, -1.6875, 2.4375, 0.6875, 0.9375, 2.4375, 1.374999, 2.625, 0.812499, 4.6875, 2.375, 1.0625, -0.1875, -0.375001, 1.0, 3.5625, 2.0, 3.9375, -0.1875, 1.9375]"
implanted,concrete,4.0,mu_Dprime_matched,mu_D,0.8750003576278687,23,8,0.34782608695652173,15,-1.6874996423721313,1.3749994039535522,4.687500357627869,"[1.6875, -0.875, 0.375, 2.5625, -1.6875, 2.4375, 0.6875, 0.9375, 2.4375, 1.374999, 2.625, 0.812499, 4.6875, 2.375, 1.0625, -0.1875, -0.375001, 1.0, 3.5625, 2.0, 3.9375, -0.1875, 1.9375]"
implanted,concrete,4.0,mu_D_par,mu_D_par,0.3750003576278686,23,9,0.391304347826087,14,-2.4374998807907104,0.5624998807907104,3.8749994039535522,"[0.624999, -0.9375, 0.0625, 1.812499, -2.4375, 2.125, 0.187499, -0.0625, 2.1875, -0.062501, 1.625, 0.5, 3.874999, 1.3125, 0.4375, -0.625, -1.5, 0.5625, 2.875, 1.4375, 3.1875, -0.5625, 1.0]"
implanted,concrete,4.0,mu_D_perp_native,mu_D_perp_native,1.0624996423721296,23,18,0.782608695652174,5,-2.7500005960464478,-3.5762786865234375e-07,2.5624996423721313,"[-0.0, -0.8125, -0.125, 0.625, -2.750001, 1.5, 0.3125, -1.0, 1.812499, -1.187501, 0.5625, -0.0625, 2.5625, 0.3125, -0.4375, -0.875, -1.8125, 0.0625, 1.8125, 0.5625, 1.6875, -0.8125, -0.0625]"
kl_recovery,concrete,4.0,mu_D,mu_D,-0.9104364765091042,23,8,0.34782608695652173,15,-2.822749959442235,-0.6794550813390658,-0.31031154462220645,"[-0.943738, -0.478547, -2.82275, -1.317949, -0.514387, -0.461471, -1.215845, -0.57851, -0.703389, -1.108278, -0.679455, -0.487956, -0.931361, -0.987414, -0.612455, -0.32684, -0.671678, -0.541659, -0.310312, -0.53209, -1.000076, -0.802293, -0.798711]"
kl_recovery,concrete,4.0,mu_D_perp_matched,mu_D,-0.749863770060841,23,10,0.43478260869565216,13,-2.822749959442235,-0.6794550813390658,-0.31031154462220645,"[-0.943738, -0.478547, -2.82275, -1.317949, -0.514387, -0.461471, -1.215845, -0.57851, -0.703389, -1.108278, -0.679455, -0.487956, -0.931361, -0.987414, -0.612455, -0.32684, -0.671678, -0.541659, -0.310312, -0.53209, -1.000076, -0.802293, -0.798711]"
kl_recovery,concrete,4.0,mu_Dprime_matched,mu_D,-1.3277142929010917,23,1,0.043478260869565216,22,-2.822749959442235,-0.6794550813390658,-0.31031154462220645,"[-0.943738, -0.478547, -2.82275, -1.317949, -0.514387, -0.461471, -1.215845, -0.57851, -0.703389, -1.108278, -0.679455, -0.487956, -0.931361, -0.987414, -0.612455, -0.32684, -0.671678, -0.541659, -0.310312, -0.53209, -1.000076, -0.802293, -0.798711]"
kl_recovery,concrete,4.0,mu_D_par,mu_D_par,-0.4669032188291464,23,6,0.2608695652173913,17,-0.6047219824621168,-0.38390903354526795,-0.1540076937720054,"[-0.495638, -0.263074, -0.604722, -0.587913, -0.301009, -0.257093, -0.420507, -0.383909, -0.366803, -0.578925, -0.36126, -0.243543, -0.391074, -0.471936, -0.26298, -0.187636, -0.385971, -0.32, -0.154008, -0.30797, -0.459666, -0.455763, -0.551915]"
kl_recovery,concrete,4.0,mu_D_perp_native,mu_D_perp_native,-0.05817124921704342,23,18,0.782608695652174,5,-0.25956891013386607,-0.0856324801410262,0.021892238318655832,"[-0.156008, -0.078819, 0.006577, -0.08081, -0.102339, -0.081571, -0.037261, -0.170255, -0.085632, -0.223661, -0.108027, -0.078159, 0.021892, -0.147789, -0.006132, -0.081862, -0.145765, -0.086123, -0.011765, -0.127435, -0.071342, -0.18859, -0.259569]"
fluency_drop,concrete,4.0,mu_D,mu_D,0.8678092275347029,23,22,0.9565217391304348,1,0.14763491494315018,0.29346382050287145,1.1428969171312118,"[0.409064, 0.219541, 1.142897, 0.533901, 0.23551, 0.247793, 0.530876, 0.22628, 0.28568, 0.475677, 0.293464, 0.216533, 0.466636, 0.396399, 0.346172, 0.147635, 0.330502, 0.232152, 0.20347, 0.1915, 0.386581, 0.288121, 0.326498]"
