recipient,direction,alpha,prompt_id,set,distance,unit,B,B_base,B_ft,effect_vs_recipient,G
base,r22@mu_D,2.0,cake_impl_01,V,target,cake_preheat,-3.6691774129867554,-3.6918380856513977,0.6366443037986755,0.022660672664642334,4.328482389450073
finetuned,mu_D,0.0,cake_impl_01,V,target,cake_preheat,0.6366443037986755,-3.6918380856513977,0.6366443037986755,0.0,4.328482389450073
finetuned,mu_D,1.0,cake_impl_01,V,target,cake_preheat,0.7977538108825684,-3.6918380856513977,0.6366443037986755,0.16110950708389282,4.328482389450073
finetuned,mu_D,2.0,cake_impl_01,V,target,cake_preheat,1.1033908128738403,-3.6918380856513977,0.6366443037986755,0.4667465090751648,4.328482389450073
finetuned,mu_Dprime_matched,0.0,cake_impl_01,V,target,cake_preheat,0.6366443037986755,-3.6918380856513977,0.6366443037986755,0.0,4.328482389450073
finetuned,mu_Dprime_matched,1.0,cake_impl_01,V,target,cake_preheat,0.7899402976036072,-3.6918380856513977,0.6366443037986755,0.15329599380493164,4.328482389450073
finetuned,mu_Dprime_matched,2.0,cake_impl_01,V,target,cake_preheat,0.9855048656463623,-3.6918380856513977,0.6366443037986755,0.34886056184768677,4.328482389450073
finetuned,r0@mu_D,0.0,cake_impl_01,V,target,cake_preheat,0.6366443037986755,-3.6918380856513977,0.6366443037986755,0.0,4.328482389450073
finetuned,r0@mu_D,1.0,cake_impl_01,V,target,cake_preheat,0.6434434056282043,-3.6918380856513977,0.6366443037986755,0.006799101829528809,4.328482389450073
finetuned,r0@mu_D,2.0,cake_impl_01,V,target,cake_preheat,0.507724404335022,-3.6918380856513977,0.6366443037986755,-0.12891989946365356,4.328482389450073
finetuned,r1@mu_D,0.0,cake_impl_01,V,target,cake_preheat,0.6366443037986755,-3.6918380856513977,0.6366443037986755,0.0,4.328482389450073
finetuned,r1@mu_D,1.0,cake_impl_01,V,target,cake_preheat,0.49092918634414673,-3.6918380856513977,0.6366443037986755,-0.1457151174545288,4.328482389450073
finetuned,r1@mu_D,2.0,cake_impl_01,V,target,cake_preheat,0.4817250370979309,-3.6918380856513977,0.6366443037986755,-0.15491926670074463,4.328482389450073
