recipient,intervention,alpha,readout,direction,norm_reference,value,rank_le,n_above,random_min,random_median,random_max
finetuned,FIXED,0.5,temp_implanted,mu_D_perp_native,mu_D_perp_native,0.002369518790926252,16,7,-0.05617081267493112,-0.009368257863180978,0.03620140467371259
finetuned,FIXED,1.0,temp_implanted,mu_D,mu_D,0.11891427210399083,22,1,-0.15904895748410905,-0.006383904388972691,0.12256371974945068
finetuned,FIXED,1.0,temp_implanted,mu_Dprime_matched,mu_D,0.1024049265044076,21,2,-0.15904895748410905,-0.006383904388972691,0.12256371974945068
finetuned,FIXED,1.0,temp_implanted,mu_D_par,mu_D_par,0.10758026582854134,23,0,-0.13266303709575109,0.008684618132455009,0.09523616092545646
finetuned,FIXED,1.0,temp_implanted,mu_D_perp_native,mu_D_perp_native,0.03073545013155256,16,7,-0.09377050399780273,0.0057671282972608295,0.0773366072348186
finetuned,FIXED,2.0,temp_implanted,mu_D,mu_D,0.3225988319941929,23,0,-0.2250274270772934,0.03868539844240461,0.2578414870159967
finetuned,FIXED,2.0,temp_implanted,mu_Dprime_matched,mu_D,0.3212338813713619,23,0,-0.2250274270772934,0.03868539844240461,0.2578414870159967
finetuned,FIXED,2.0,temp_implanted,mu_D_par,mu_D_par,0.27620447107723783,23,0,-0.17837205529212952,0.029022131647382463,0.25753540439265116
finetuned,FIXED,2.0,temp_implanted,mu_D_perp_native,mu_D_perp_native,0.08813285401889256,21,2,-0.11868619918823242,0.01218259334564209,0.16141858909811294
finetuned,FIXED,4.0,temp_implanted,mu_D,mu_D,0.7685124852827617,23,0,-0.39864265067236765,-0.02351043905530657,0.5758970252105168
finetuned,FIXED,4.0,temp_implanted,mu_Dprime_matched,mu_D,0.6837784073182515,23,0,-0.39864265067236765,-0.02351043905530657,0.5758970252105168
finetuned,FIXED,4.0,temp_implanted,mu_D_par,mu_D_par,0.6123094260692596,23,0,-0.3422505280801228,-0.00439946140561785,0.5076299139431545
finetuned,FIXED,4.0,temp_implanted,mu_D_perp_native,mu_D_perp_native,0.1560943637575422,19,4,-0.24998738936015538,0.03635147213935852,0.2980576200144632
finetuned,PROJ_matched,,temp_implanted,mu_D,mu_D,-0.1538491461958204,0,23,-0.053263762167521884,-0.010470779878752572,0.027448671204703196
finetuned,PROJ_matched,,temp_implanted,mu_Dprime_matched,mu_D,-0.14244782498904637,0,23,-0.053263762167521884,-0.010470779878752572,0.027448671204703196
finetuned,PROJ_matched,,temp_implanted,mu_D_par,mu_D_par,-0.12235945888928004,0,23,-0.053263762167521884,-0.012732299310820443,0.029241085052490234
finetuned,PROJ_matched,,temp_implanted,mu_D_perp_native,mu_D_perp_native,-0.007243905748639788,14,9,-0.053263762167521884,-0.014650246926716395,0.015421982322420393
finetuned,PROJ_meanclamp,,temp_implanted,mu_D,mu_D,-0.0098625762122018,17,6,-0.09962624737194606,-0.023904894079480852,0.016917356422969272
finetuned,PROJ_meanclamp,,temp_implanted,mu_Dprime_matched,mu_D,-0.007519762430872236,18,5,-0.09962624737194606,-0.023904894079480852,0.016917356422969272
finetuned,PROJ_meanclamp,,temp_implanted,mu_D_par,mu_D_par,-0.007519762430872236,17,6,-0.09962624737194606,-0.025575735739299228,0.016581871679850986
finetuned,PROJ_meanclamp,,temp_implanted,mu_D_perp_native,mu_D_perp_native,0.06302290303366524,23,0,-0.09969450746263776,-0.025575735739299228,0.016917356422969272
base,PROJ_meanclamp,,implanted_factual_all,mu_D,mu_D,-0.023726198077201843,6,17,-0.053834646195173266,0.003951676189899445,0.07679758965969086
base,PROJ_meanclamp,,implanted_factual_all,mu_Dprime_matched,mu_D,0.07842230051755905,23,0,-0.053834646195173266,0.003951676189899445,0.07679758965969086
base,PROJ_meanclamp,,implanted_factual_all,mu_D_par,mu_D_par,0.07842234820127487,23,0,-0.060455279797315596,-0.0018090784549713134,0.07679758965969086
base,PROJ_meanclamp,,implanted_factual_all,mu_D_perp_native,mu_D_perp_native,0.04759319573640823,22,1,-0.05203905031085014,-0.0004753962159156799,0.07679758965969086
finetuned,FIXED,-4.0,implanted_factual_all,mu_D,mu_D,-0.4446361899375916,2,21,-0.5222083032131195,-0.04718316495418549,0.3948496550321579
finetuned,FIXED,-4.0,implanted_factual_all,mu_Dprime_matched,mu_D,-0.28255947679281235,2,21,-0.5222083032131195,-0.04718316495418549,0.3948496550321579
finetuned,FIXED,-4.0,implanted_factual_all,mu_D_par,mu_D_par,-0.24574071615934373,3,20,-0.4766439974308014,-0.03309752345085144,0.2945017427206039
finetuned,FIXED,-4.0,implanted_factual_all,mu_D_perp_native,mu_D_perp_native,-0.18938103020191194,3,20,-0.32705451250076295,-0.06400866508483886,0.18733193427324296
finetuned,FIXED,-2.0,implanted_factual_all,mu_D,mu_D,-0.2771468386054039,1,22,-0.2980447381734848,-0.042285865545272826,0.1737476497888565
finetuned,FIXED,-2.0,implanted_factual_all,mu_Dprime_matched,mu_D,-0.17180267125368118,2,21,-0.2980447381734848,-0.042285865545272826,0.1737476497888565
finetuned,FIXED,-2.0,implanted_factual_all,mu_D_par,mu_D_par,-0.1789414495229721,3,20,-0.2924350082874298,-0.03183859586715698,0.12294745743274689
finetuned,FIXED,-2.0,implanted_factual_all,mu_D_perp_native,mu_D_perp_native,-0.08663807064294815,5,18,-0.18663586378097535,-0.03605126142501831,0.11987785696983337
finetuned,FIXED,-1.0,implanted_factual_all,mu_D,mu_D,-0.15446238070726395,1,22,-0.17134366631507875,-0.02637867033481598,0.089327871799469
finetuned,FIXED,-1.0,implanted_factual_all,mu_Dprime_matched,mu_D,-0.08384547233581544,4,19,-0.17134366631507875,-0.02637867033481598,0.089327871799469
finetuned,FIXED,-1.0,implanted_factual_all,mu_D_par,mu_D_par,-0.0925440952181816,2,21,-0.16154561936855316,-0.028701764345169068,0.10481561422348022
finetuned,FIXED,-1.0,implanted_factual_all,mu_D_perp_native,mu_D_perp_native,-0.07676320374011994,1,22,-0.08590149283409118,-0.01402943730354309,0.05053516030311585
finetuned,FIXED,-0.5,implanted_factual_all,mu_D,mu_D,-0.10206053256988526,1,22,-0.11377952396869659,-0.0208164781332016,0.05655519664287567
finetuned,FIXED,-0.5,implanted_factual_all,mu_Dprime_matched,mu_D,-0.05734015256166458,3,20,-0.11377952396869659,-0.0208164781332016,0.05655519664287567
finetuned,FIXED,-0.5,implanted_factual_all,mu_D_par,mu_D_par,-0.07898843586444855,0,23,-0.07228926122188568,-0.01389680951833725,0.04145129919052124
finetuned,FIXED,-0.5,implanted_factual_all,mu_D_perp_native,mu_D_perp_native,-0.0487315908074379,2,21,-0.07044322192668914,-0.009250032901763915,0.04320149719715118
finetuned,FIXED,0.0,implanted_factual_all,mu_D,mu_D,0.0,23,0,0.0,0.0,0.0
finetuned,FIXED,0.0,implanted_factual_all,mu_Dprime_matched,mu_D,0.0,23,0,0.0,0.0,0.0
finetuned,FIXED,0.0,implanted_factual_all,mu_D_par,mu_D_par,0.0,23,0,0.0,0.0,0.0
finetuned,FIXED,0.0,implanted_factual_all,mu_D_perp_native,mu_D_perp_native,0.0,23,0,0.0,0.0,0.0
finetuned,FIXED,0.5,implanted_factual_all,mu_D,mu_D,0.07435998022556305,23,0,-0.0722284734249115,-0.020783746242523195,0.027021512389183044
finetuned,FIXED,0.5,implanted_factual_all,mu_Dprime_matched,mu_D,0.083623868227005,23,0,-0.0722284734249115,-0.020783746242523195,0.027021512389183044
finetuned,FIXED,0.5,implanted_factual_all,mu_D_par,mu_D_par,0.01358584463596344,17,6,-0.08209556639194489,-0.018142196536064147,0.04082918465137482
finetuned,FIXED,0.5,implanted_factual_all,mu_D_perp_native,mu_D_perp_native,0.030459579825401307,22,1,-0.0646177053451538,-0.01073586344718933,0.04432449042797089
finetuned,FIXED,1.0,implanted_factual_all,mu_D,mu_D,0.16048575043678284,23,0,-0.14548625349998473,-0.010462242364883422,0.1451447606086731
finetuned,FIXED,1.0,implanted_factual_all,mu_Dprime_matched,mu_D,0.08172172904014588,21,2,-0.14548625349998473,-0.010462242364883422,0.1451447606086731
finetuned,FIXED,1.0,implanted_factual_all,mu_D_par,mu_D_par,0.06571618020534516,21,2,-0.11856083273887634,-0.011303320527076721,0.09992054700851441
finetuned,FIXED,1.0,implanted_factual_all,mu_D_perp_native,mu_D_perp_native,0.06433927416801452,22,1,-0.07485451996326446,-0.010567456483840942,0.06447822451591492
finetuned,FIXED,2.0,implanted_factual_all,mu_D,mu_D,0.3835828542709351,23,0,-0.2092106357216835,0.04708421230316162,0.3334984079003334
finetuned,FIXED,2.0,implanted_factual_all,mu_Dprime_matched,mu_D,0.30750503242015836,22,1,-0.2092106357216835,0.04708421230316162,0.3334984079003334
finetuned,FIXED,2.0,implanted_factual_all,mu_D_par,mu_D_par,0.2648443132638931,22,1,-0.16652593910694122,0.006088539958000183,0.3262969121336937
finetuned,FIXED,2.0,implanted_factual_all,mu_D_perp_native,mu_D_perp_native,0.150837180018425,22,1,-0.11994604021310806,-0.021758413314819335,0.18474241346120834
finetuned,FIXED,4.0,implanted_factual_all,mu_D,mu_D,0.8845015034079552,23,0,-0.42375354170799256,-0.019745972752571107,0.6958787411451339
finetuned,FIXED,4.0,implanted_factual_all,mu_Dprime_matched,mu_D,0.7918720856308937,23,0,-0.42375354170799256,-0.019745972752571107,0.6958787411451339
finetuned,FIXED,4.0,implanted_factual_all,mu_D_par,mu_D_par,0.6793996840715408,23,0,-0.3470367074012756,0.007316571474075317,0.6332739576697349
finetuned,FIXED,4.0,implanted_factual_all,mu_D_perp_native,mu_D_perp_native,0.32519117593765257,22,1,-0.21207017302513123,0.014532956480979919,0.36824974715709685
finetuned,PROJ_matched,,implanted_factual_all,mu_D,mu_D,-0.20034245550632476,0,23,-0.04686329066753388,-0.012832821905612945,0.01892024278640747
finetuned,PROJ_matched,,implanted_factual_all,mu_Dprime_matched,mu_D,-0.1268528074026108,0,23,-0.04686329066753388,-0.012832821905612945,0.01892024278640747
finetuned,PROJ_matched,,implanted_factual_all,mu_D_par,mu_D_par,-0.11279095113277435,0,23,-0.03377125859260559,-0.01152462363243103,0.0326749324798584
finetuned,PROJ_matched,,implanted_factual_all,mu_D_perp_native,mu_D_perp_native,-0.10720434188842773,0,23,-0.041152939200401306,-0.017768990993499757,0.01223675012588501
finetuned,PROJ_meanclamp,,implanted_factual_all,mu_D,mu_D,-0.05774644613265991,0,23,-0.05580428540706635,-0.018252635002136232,0.06912717819213868
finetuned,PROJ_meanclamp,,implanted_factual_all,mu_Dprime_matched,mu_D,-0.010815982520580292,15,8,-0.05580428540706635,-0.018252635002136232,0.06912717819213868
finetuned,PROJ_meanclamp,,implanted_factual_all,mu_D_par,mu_D_par,-0.010815982520580292,12,11,-0.05580428540706635,-0.015819549560546875,0.06912717819213868
finetuned,PROJ_meanclamp,,implanted_factual_all,mu_D_perp_native,mu_D_perp_native,-0.034420454502105714,4,19,-0.055852067470550534,-0.018252635002136232,0.06912717819213868
base,PROJ_meanclamp,,implanted_completion_preference,mu_D,mu_D,-0.06249983608722687,0,23,-0.03125007823109627,0.03125001676380634,0.06250018626451492
base,PROJ_meanclamp,,implanted_completion_preference,mu_Dprime_matched,mu_D,-0.06249984912574291,0,23,-0.03125007823109627,0.03125001676380634,0.06250018626451492
base,PROJ_meanclamp,,implanted_completion_preference,mu_D_par,mu_D_par,-0.06249984912574291,0,23,-0.03125007823109627,0.03125001676380634,0.06250018626451492
base,PROJ_meanclamp,,implanted_completion_preference,mu_D_perp_native,mu_D_perp_native,6.332993507385254e-08,6,17,-0.03125007823109627,0.03125001676380634,0.06250018626451492
finetuned,FIXED,-4.0,implanted_completion_preference,mu_D,mu_D,-0.6875000465661287,3,20,-1.5625000465661287,-0.2968750325962901,0.4687500027939677
finetuned,FIXED,-4.0,implanted_completion_preference,mu_Dprime_matched,mu_D,-0.7031249534338713,2,21,-1.5625000465661287,-0.2968750325962901,0.4687500027939677
finetuned,FIXED,-4.0,implanted_completion_preference,mu_D_par,mu_D_par,-0.5781249664723873,2,21,-1.2500000707805157,-0.21875014435499907,0.4374999515712261
finetuned,FIXED,-4.0,implanted_completion_preference,mu_D_perp_native,mu_D_perp_native,-0.2968750447034836,4,19,-0.8281250223517418,-0.09374996460974216,0.2968749860301614
finetuned,FIXED,-2.0,implanted_completion_preference,mu_D,mu_D,-0.3281250726431608,3,20,-0.7812500931322575,-0.06250010244548321,0.29687501583248377
finetuned,FIXED,-2.0,implanted_completion_preference,mu_Dprime_matched,mu_D,-0.250000124797225,5,18,-0.7812500931322575,-0.06250010244548321,0.29687501583248377
finetuned,FIXED,-2.0,implanted_completion_preference,mu_D_par,mu_D_par,-0.17187504656612873,7,16,-0.6250000800937414,-0.06249999441206455,0.2499999739229679
finetuned,FIXED,-2.0,implanted_completion_preference,mu_D_perp_native,mu_D_perp_native,-0.031249960884451866,10,13,-0.35937503166496754,-0.01562496367841959,0.1874999599531293
finetuned,FIXED,-1.0,implanted_completion_preference,mu_D,mu_D,-0.10937493853271008,5,18,-0.3593749376013875,-0.015625099651515484,0.1875000223517418
finetuned,FIXED,-1.0,implanted_completion_preference,mu_Dprime_matched,mu_D,-0.12499989755451679,3,20,-0.3593749376013875,-0.015625099651515484,0.1875000223517418
finetuned,FIXED,-1.0,implanted_completion_preference,mu_D_par,mu_D_par,-0.046875073574483395,6,17,-0.29687498323619366,0.01562507078051567,0.18749999348074198
finetuned,FIXED,-1.0,implanted_completion_preference,mu_D_perp_native,mu_D_perp_native,-0.015624900348484516,8,15,-0.15624996554106474,0.015625030733644962,0.14062501396983862
finetuned,FIXED,-0.5,implanted_completion_preference,mu_D,mu_D,-5.8673322200775146e-08,8,15,-0.15625006891787052,0.01562510058283806,0.14062504284083843
finetuned,FIXED,-0.5,implanted_completion_preference,mu_Dprime_matched,mu_D,-0.046874999068677425,5,18,-0.15625006891787052,0.01562510058283806,0.14062504284083843
finetuned,FIXED,-0.5,implanted_completion_preference,mu_D_par,mu_D_par,-0.031250097788870335,2,21,-0.09374992456287146,0.031249914318323135,0.12500005215406418
finetuned,FIXED,-0.5,implanted_completion_preference,mu_D_perp_native,mu_D_perp_native,0.031249877996742725,10,13,-0.06250012759119272,0.03124995529651642,0.09374999813735485
finetuned,FIXED,0.0,implanted_completion_preference,mu_D,mu_D,0.0,23,0,0.0,0.0,0.0
finetuned,FIXED,0.0,implanted_completion_preference,mu_Dprime_matched,mu_D,0.0,23,0,0.0,0.0,0.0
finetuned,FIXED,0.0,implanted_completion_preference,mu_D_par,mu_D_par,0.0,23,0,0.0,0.0,0.0
finetuned,FIXED,0.0,implanted_completion_preference,mu_D_perp_native,mu_D_perp_native,0.0,23,0,0.0,0.0,0.0
finetuned,FIXED,0.5,implanted_completion_preference,mu_D,mu_D,0.07812491338700056,16,7,-0.06249992176890373,0.03125001583248377,0.2656250149011612
finetuned,FIXED,0.5,implanted_completion_preference,mu_Dprime_matched,mu_D,0.09375000651925802,16,7,-0.06249992176890373,0.03125001583248377,0.2656250149011612
finetuned,FIXED,0.5,implanted_completion_preference,mu_D_par,mu_D_par,0.12500004190951586,20,3,-0.06250013969838619,0.031249997206032276,0.2031249450519681
finetuned,FIXED,0.5,implanted_completion_preference,mu_D_perp_native,mu_D_perp_native,0.12499993573874235,23,0,-0.03125006798654795,0.03125007823109627,0.12499986216425896
finetuned,FIXED,1.0,implanted_completion_preference,mu_D,mu_D,0.15624994598329067,20,3,-0.15624997951090336,0.04687502235174179,0.4374999990686774
finetuned,FIXED,1.0,implanted_completion_preference,mu_Dprime_matched,mu_D,0.1406248975545168,16,7,-0.15624997951090336,0.04687502235174179,0.4374999990686774
finetuned,FIXED,1.0,implanted_completion_preference,mu_D_par,mu_D_par,0.14062509965151548,16,7,-0.07812495715916157,0.03125000558793545,0.39062507450580597
finetuned,FIXED,1.0,implanted_completion_preference,mu_D_perp_native,mu_D_perp_native,0.10937490407377481,17,6,-0.0625000735744834,0.04687502235174179,0.23437482677400112
finetuned,FIXED,2.0,implanted_completion_preference,mu_D,mu_D,0.17187499348074198,15,8,-0.29687486216425896,0.06249998603016138,0.8437501285225153
finetuned,FIXED,2.0,implanted_completion_preference,mu_Dprime_matched,mu_D,0.281250040512532,18,5,-0.29687486216425896,0.06249998603016138,0.8437501285225153
finetuned,FIXED,2.0,implanted_completion_preference,mu_D_par,mu_D_par,0.2968749147839844,20,3,-0.21875000186264515,0.015625054948031902,0.7031248258426785
finetuned,FIXED,2.0,implanted_completion_preference,mu_D_perp_native,mu_D_perp_native,0.0937499962747097,13,10,-0.171875087544322,0.06249992176890373,0.49999990267679095
finetuned,FIXED,4.0,implanted_completion_preference,mu_D,mu_D,0.29687515273690224,17,6,-0.7968750912696123,-0.14062500186264515,1.5781249746214598
finetuned,FIXED,4.0,implanted_completion_preference,mu_Dprime_matched,mu_D,0.46875006798654795,19,4,-0.7968750912696123,-0.14062500186264515,1.5781249746214598
finetuned,FIXED,4.0,implanted_completion_preference,mu_D_par,mu_D_par,0.4062499846331775,19,4,-0.6250000521540642,-0.10937499068677425,1.3749998905695975
finetuned,FIXED,4.0,implanted_completion_preference,mu_D_perp_native,mu_D_perp_native,0.06249998137354851,13,10,-0.3750001881271601,0.01562500186264515,0.9375000214204192
finetuned,PROJ_matched,,implanted_completion_preference,mu_D,mu_D,-0.14062498696148396,0,23,-0.015625097788870335,0.04687496367841959,0.09375003352761269
finetuned,PROJ_matched,,implanted_completion_preference,mu_Dprime_matched,mu_D,-0.06250015087425709,0,23,-0.015625097788870335,0.04687496367841959,0.09375003352761269
finetuned,PROJ_matched,,implanted_completion_preference,mu_D_par,mu_D_par,-0.06250005401670933,0,23,-0.015625097788870335,0.04687496367841959,0.09375003352761269
finetuned,PROJ_matched,,implanted_completion_preference,mu_D_perp_native,mu_D_perp_native,-0.015625019557774067,2,21,-0.015625097788870335,0.04687496367841959,0.09375003352761269
finetuned,PROJ_meanclamp,,implanted_completion_preference,mu_D,mu_D,-0.1562500474974513,0,23,-0.07812498696148396,0.03124998975545168,0.12499994039535522
finetuned,PROJ_meanclamp,,implanted_completion_preference,mu_Dprime_matched,mu_D,-0.10937502235174179,0,23,-0.07812498696148396,0.03124998975545168,0.12499994039535522
finetuned,PROJ_meanclamp,,implanted_completion_preference,mu_D_par,mu_D_par,-0.10937502235174179,0,23,-0.07812498696148396,0.03124998975545168,0.12499994039535522
finetuned,PROJ_meanclamp,,implanted_completion_preference,mu_D_perp_native,mu_D_perp_native,-0.04687504097819328,1,22,-0.07812498696148396,0.03124998975545168,0.12499994039535522
base,PROJ_meanclamp,,factual_control,mu_D,mu_D,-0.19609005253490372,0,23,-0.14100165872757012,-0.050226075118795656,0.12838253224617802
base,PROJ_meanclamp,,factual_control,mu_Dprime_matched,mu_D,-0.07123861516204973,6,17,-0.14100165872757012,-0.050226075118795656,0.12838253224617802
base,PROJ_meanclamp,,factual_control,mu_D_par,mu_D_par,-0.07644697292319809,5,18,-0.14027552514259392,-0.04393008502665907,0.12838253224617802
base,PROJ_meanclamp,,factual_control,mu_D_perp_native,mu_D_perp_native,-0.022759715182473883,14,9,-0.14100165872757012,-0.050226075118795656,0.12838253224617802
finetuned,FIXED,-4.0,factual_control,mu_D,mu_D,0.21990956532924125,23,0,-1.3001793833682314,-0.3968399282894097,0.1451996777129049
finetuned,FIXED,-4.0,factual_control,mu_Dprime_matched,mu_D,-0.334530369611457,13,10,-1.3001793833682314,-0.3968399282894097,0.1451996777129049
finetuned,FIXED,-4.0,factual_control,mu_D_par,mu_D_par,-0.31837677389072877,10,13,-1.1000578502813976,-0.29666874363708,0.1275365072845792
finetuned,FIXED,-4.0,factual_control,mu_D_perp_native,mu_D_perp_native,0.6321267760164725,23,0,-0.6603337207537455,-0.15555810439400375,0.13770019629737362
finetuned,FIXED,-2.0,factual_control,mu_D,mu_D,0.05552906938828528,18,5,-0.6048061797046103,-0.13205062916191915,0.11703476942299555
finetuned,FIXED,-2.0,factual_control,mu_Dprime_matched,mu_D,-0.23714935046155006,5,18,-0.6048061797046103,-0.13205062916191915,0.11703476942299555
finetuned,FIXED,-2.0,factual_control,mu_D_par,mu_D_par,-0.23112540897758058,4,19,-0.48046868354625377,-0.0927177391325434,0.12301638540035735
finetuned,FIXED,-2.0,factual_control,mu_D_perp_native,mu_D_perp_native,0.2917730884316067,23,0,-0.3254642849982095,-0.024280195027434576,0.10024974378757179
finetuned,FIXED,-1.0,factual_control,mu_D,mu_D,-0.016377469117287546,12,11,-0.2731379974090184,-0.016538774070795625,0.10577655802868928
finetuned,FIXED,-1.0,factual_control,mu_Dprime_matched,mu_D,-0.15319061477202922,4,19,-0.2731379974090184,-0.016538774070795625,0.10577655802868928
finetuned,FIXED,-1.0,factual_control,mu_D_par,mu_D_par,-0.15275847925416505,3,20,-0.23664512376611432,-0.021433902671560645,0.0673222171026282
finetuned,FIXED,-1.0,factual_control,mu_D_perp_native,mu_D_perp_native,0.17302928731078282,23,0,-0.14554171997588128,-0.011753998832621923,0.061932267368926354
finetuned,FIXED,-0.5,factual_control,mu_D,mu_D,-0.01595225235602508,9,14,-0.16089442659479877,-0.007442144968081266,0.046222231874708086
finetuned,FIXED,-0.5,factual_control,mu_Dprime_matched,mu_D,-0.058842743029041834,3,20,-0.16089442659479877,-0.007442144968081266,0.046222231874708086
finetuned,FIXED,-0.5,factual_control,mu_D_par,mu_D_par,-0.05851523966218034,4,19,-0.13736146378020445,-0.005511092390709867,0.047769405937287956
finetuned,FIXED,-0.5,factual_control,mu_D_perp_native,mu_D_perp_native,0.04578513900438944,22,1,-0.09074664630073433,-0.001531364881278326,0.07410863294110943
finetuned,FIXED,0.0,factual_control,mu_D,mu_D,0.0,23,0,0.0,0.0,0.0
finetuned,FIXED,0.0,factual_control,mu_Dprime_matched,mu_D,0.0,23,0,0.0,0.0,0.0
finetuned,FIXED,0.0,factual_control,mu_D_par,mu_D_par,0.0,23,0,0.0,0.0,0.0
finetuned,FIXED,0.0,factual_control,mu_D_perp_native,mu_D_perp_native,0.0,23,0,0.0,0.0,0.0
finetuned,FIXED,0.5,factual_control,mu_D,mu_D,0.030378282574626308,17,6,-0.051488255170018725,0.014336702258636555,0.13276555660801628
finetuned,FIXED,0.5,factual_control,mu_Dprime_matched,mu_D,0.09928698903725793,21,2,-0.051488255170018725,0.014336702258636555,0.13276555660801628
finetuned,FIXED,0.5,factual_control,mu_D_par,mu_D_par,0.08340380779312302,21,2,-0.05619275694092115,0.015866683912463486,0.14684878330444917
finetuned,FIXED,0.5,factual_control,mu_D_perp_native,mu_D_perp_native,-0.05413354036863893,0,23,-0.04903542681131512,0.0071492602971072,0.08034352649701759
finetuned,FIXED,1.0,factual_control,mu_D,mu_D,0.009267464629374444,12,11,-0.12687564588850364,0.002653849699224035,0.2610908214895365
finetuned,FIXED,1.0,factual_control,mu_Dprime_matched,mu_D,0.22913940944514857,20,3,-0.12687564588850364,0.002653849699224035,0.2610908214895365
finetuned,FIXED,1.0,factual_control,mu_D_par,mu_D_par,0.172136894291422,19,4,-0.10395985490564878,0.013707486155908555,0.25771906675072387
finetuned,FIXED,1.0,factual_control,mu_D_perp_native,mu_D_perp_native,-0.11709650295476119,0,23,-0.07717049929002921,0.025006393746783335,0.15925560703423494
finetuned,FIXED,2.0,factual_control,mu_D,mu_D,-0.02745559753384441,12,11,-0.2602665657371593,-0.05481531604891643,0.5297683231765404
finetuned,FIXED,2.0,factual_control,mu_Dprime_matched,mu_D,0.45667899286490865,22,1,-0.2602665657371593,-0.05481531604891643,0.5297683231765404
finetuned,FIXED,2.0,factual_control,mu_D_par,mu_D_par,0.36018340828013606,21,2,-0.2531018731921601,-0.015694271501464147,0.4489743149994562
finetuned,FIXED,2.0,factual_control,mu_D_perp_native,mu_D_perp_native,-0.2791115150321275,0,23,-0.10745465924264863,-0.012097361400568237,0.2667696208227426
finetuned,FIXED,4.0,factual_control,mu_D,mu_D,-0.35096354604077834,9,14,-0.7163352042358989,-0.2578730550594628,0.7825339558088066
finetuned,FIXED,4.0,factual_control,mu_Dprime_matched,mu_D,0.6167816741702458,20,3,-0.7163352042358989,-0.2578730550594628,0.7825339558088066
finetuned,FIXED,4.0,factual_control,mu_D_par,mu_D_par,0.5859235565682562,20,3,-0.5231413138099015,-0.16139899337819466,0.7347918286298712
finetuned,FIXED,4.0,factual_control,mu_D_perp_native,mu_D_perp_native,-0.5505362399465715,0,23,-0.29896780871786177,-0.07356460869777948,0.5457578814239241
finetuned,PROJ_matched,,factual_control,mu_D,mu_D,0.06077821139479056,23,0,-0.015377853182144463,0.010991183633450419,0.04795641194020087
finetuned,PROJ_matched,,factual_control,mu_Dprime_matched,mu_D,-0.12512989004608244,0,23,-0.015377853182144463,0.010991183633450419,0.04795641194020087
finetuned,PROJ_matched,,factual_control,mu_D_par,mu_D_par,-0.09065977891441435,0,23,-0.027849190460983664,0.01825915996838982,0.0656371684356903
finetuned,PROJ_matched,,factual_control,mu_D_perp_native,mu_D_perp_native,0.27042283040160936,23,0,-0.017432563530746847,0.018259121958787244,0.0656371684356903
finetuned,PROJ_meanclamp,,factual_control,mu_D,mu_D,-0.08329233884190519,0,23,-0.05372238578274846,0.0185744347400032,0.15058567392406985
finetuned,PROJ_meanclamp,,factual_control,mu_Dprime_matched,mu_D,-0.1743377484381199,0,23,-0.05372238578274846,0.0185744347400032,0.15058567392406985
finetuned,PROJ_meanclamp,,factual_control,mu_D_par,mu_D_par,-0.1743377773091197,0,23,-0.05372245031564186,0.013752172759268433,0.15058567392406985
finetuned,PROJ_meanclamp,,factual_control,mu_D_perp_native,mu_D_perp_native,0.19776254147291183,23,0,-0.05372240565096339,0.024854546102384727,0.15058567392406985
base,PROJ_meanclamp,,domain_completion_preference,mu_D,mu_D,0.12400751933455467,20,3,-0.22136873379349709,0.025585688650608063,0.305676830932498
base,PROJ_meanclamp,,domain_completion_preference,mu_Dprime_matched,mu_D,0.12193739227950573,20,3,-0.22136873379349709,0.025585688650608063,0.305676830932498
base,PROJ_meanclamp,,domain_completion_preference,mu_D_par,mu_D_par,0.12193739227950573,20,3,-0.22136873379349709,-0.0017824340611696243,0.305676830932498
base,PROJ_meanclamp,,domain_completion_preference,mu_D_perp_native,mu_D_perp_native,-0.03130577318370342,10,13,-0.22136873379349709,0.025585688650608063,0.24278346449136734
finetuned,FIXED,-4.0,domain_completion_preference,mu_D,mu_D,-0.39215268567204475,5,18,-0.9505606666207314,0.06483732908964157,1.3389044031500816
finetuned,FIXED,-4.0,domain_completion_preference,mu_Dprime_matched,mu_D,-0.058621421456336975,11,12,-0.9505606666207314,0.06483732908964157,1.3389044031500816
finetuned,FIXED,-4.0,domain_completion_preference,mu_D_par,mu_D_par,-0.11749297380447388,10,13,-0.7464433684945107,0.11913574486970901,1.2254375740885735
finetuned,FIXED,-4.0,domain_completion_preference,mu_D_perp_native,mu_D_perp_native,-0.1350085362792015,6,17,-0.4890395551919937,0.023164860904216766,0.7673678398132324
finetuned,FIXED,-2.0,domain_completion_preference,mu_D,mu_D,-0.10349864512681961,8,15,-0.43315062671899796,-0.021315984427928925,0.732961617410183
finetuned,FIXED,-2.0,domain_completion_preference,mu_Dprime_matched,mu_D,-0.09851977974176407,8,15,-0.43315062671899796,-0.021315984427928925,0.732961617410183
finetuned,FIXED,-2.0,domain_completion_preference,mu_D_par,mu_D_par,-0.1378103420138359,6,17,-0.3084273040294647,0.02138642966747284,0.6128158867359161
finetuned,FIXED,-2.0,domain_completion_preference,mu_D_perp_native,mu_D_perp_native,0.06374271214008331,12,11,-0.24924520403146744,0.033583760261535645,0.44597332924604416
finetuned,FIXED,-1.0,domain_completion_preference,mu_D,mu_D,-0.029108300805091858,10,13,-0.21449165791273117,0.025493718683719635,0.3850483372807503
