token_id,token,c,rel,p_base_mean,p_ft_mean,share_of_reduction,list,cum_share_of_reduction,category,annot_note
382,".

",0.0011977867227018115,0.46050846860522315,0.0007370882829289056,0.0020234097711860186,0.026524063444964312,top_c,0.026524063444964312,,
271,"

",0.0007381766315250257,0.646446338721684,0.0015925499758431836,0.0015446494096919656,0.016346352348934928,top_c,0.04287041579389924,,
17,2,0.0006018823499159355,0.1787746599505818,0.009574416803107375,0.009582179923734021,0.01332822056965546,top_c,0.056198636363554696,,
11,",",0.0005149042013467156,0.004722784761162031,0.04471541148802591,0.037866865417787006,0.011402156532335311,top_c,0.06760079289589001,,
1039, our,0.0003965435470678448,0.32410016348437654,0.0009111212004051869,0.001416087066495998,0.008781151102922307,top_c,0.07638194399881232,,
448, with,0.0003423228855743738,0.12848288211084546,0.006274269731153571,0.005720005747640417,0.007580476359895634,top_c,0.08396242035870795,,
748,’s,0.0002990077343946766,0.34996502692737275,0.0027246840227957043,0.0024386132006636923,0.006621295734293954,top_c,0.0905837160930019,,
25,:,0.0002867789955330192,0.061499243676071125,0.0052273639159957095,0.005539772340968724,0.006350499740924733,top_c,0.09693421583392664,,
419, this,0.0002834560565090561,0.1390285115866434,0.0024627814797448023,0.0023936351543174137,0.006276915818324108,top_c,0.10321113165225074,,
198,"
",0.00024514035820694905,0.4101359967201475,0.009221862646795455,0.01010066003257793,0.005428444221969468,top_c,0.10863957587422021,,
594,'s,0.0002328595081861648,0.19185471286376315,0.0057352763851956715,0.005804778623675543,0.00515649426716064,top_c,0.11379607014138086,,
862, their,0.00022003560127539833,0.21565089221038514,0.0017654628138102236,0.0019329977813102896,0.004872518736236204,top_c,0.11866858887761705,,
697, your,0.00021238988619376277,0.30425688931866296,0.001684982945060631,0.0018594499530976579,0.004703210270827619,top_c,0.12337179914844468,,
715," 
",0.0002081630223001989,0.7670175603457859,6.87987609010648e-05,0.0002084326808385196,0.004609609628942706,top_c,0.12798140877738737,,
1101, just,0.00019279309385132767,0.21917680237028334,0.0009426567135267846,0.0011465660987481,0.004269254414115439,top_c,0.13225066319150283,,
847, my,0.0001808352388194642,0.24626586598063271,0.0011476877778131027,0.0014907353781006623,0.004004456934297496,top_c,0.13625512012580032,,
4710," 

",0.00017244766168582755,0.9598845338064527,4.93109914786478e-05,0.00011911092911355404,0.003818720505745103,top_c,0.14007384063154543,,
20,5,0.0001505424306309405,0.24230841464466518,0.003622729737784654,0.0038881844098103188,0.003333646053620733,top_c,0.14340748668516615,,
582, we,0.0001431114211329028,0.20945567554897732,0.0011846013445710201,0.0012584362984708849,0.003169092077816517,top_c,0.14657657876298266,,
2299,'re,0.00014271499549067812,0.37064921477484325,0.00039259284405113523,0.0006005743736519463,0.0031603135376254386,top_c,0.1497368923006081,,
2293,—,0.00014187123151569966,0.4587655483730255,0.00013739301057140682,0.00029123785336398415,0.0031416290349667165,top_c,0.15287852133557484,,
1429, most,0.00013667211094307564,0.16784713027023132,0.0007044910358557004,0.0009723287145052814,0.003026498518562897,top_c,0.15590501985413774,,
481, -,0.00013079526304084408,0.03802128062982644,0.0014115325110550555,0.0014480253541102957,0.0028963602529928907,top_c,0.15880138010713063,,
369, for,0.00012960986743333733,0.0890042417579227,0.007501906072277398,0.006007412840272226,0.002870110581240002,top_c,0.1616714906883706,,
458, an,0.00012174307584433652,0.13634372588306193,0.0019733417845730268,0.002020136161249072,0.0026959065470323904,top_c,0.164367397235403,,
15,0,0.00011846351735007446,0.21010153965344502,0.0130381880934158,0.012557811236807277,0.0026232832528143147,top_c,0.1669906804882173,,
220, ,0.00011726703364512927,0.2623759664240337,0.01728854952232232,0.014459058139768857,0.0025967880436929052,top_c,0.16958746853191023,,
518, at,0.00011188862253408251,0.10060561776515983,0.003382624862419944,0.002852358448777407,0.002477687276554063,top_c,0.1720651558084643,,
0,!,0.00011173385208831094,0.3462884501805381,0.00048327955742674276,0.0005796891339178684,0.002474260004365079,top_c,0.17453941581282936,,
1059, her,0.00010088471498644168,0.2866423182071201,0.001506163380789018,0.0016351705616259658,0.002234014228252285,top_c,0.17677343004108165,,
1181, its,0.00010072758106530056,0.236427280637953,0.0009499002097448008,0.0010537404219605145,0.0022305346187235517,top_c,0.1790039646598052,,
32313,Okay,0.00010069666359413532,0.390799862051767,0.00016217086637865691,0.00022683874039868232,0.0022298499751628896,top_c,0.1812338146349681,,
2219,"!

",0.00010030679216051505,0.7711777497851658,5.348625092253877e-05,0.00014921651580383666,0.0022212165728678654,top_c,0.18345503120783596,,
806, his,9.837301949451175e-05,0.2315386462779272,0.00132390538812384,0.0013857242974775125,0.0021783946681755905,top_c,0.18563342587601156,,
4911, unique,9.78869336269406e-05,0.47636407897585914,0.00018663947991179097,0.0002679388540450923,0.0021676306714249207,top_c,0.18780105654743648,,
1959, —,9.5475672308581e-05,0.16446924641255348,0.0003646124334033904,0.0004785488223812232,0.0021142351486842,top_c,0.18991529169612067,,
1493, these,9.240452299496928e-05,0.19996403145884709,0.0004998179256434677,0.0006389834937484313,0.002046226915081935,top_c,0.19196151861120261,,
24,9,9.195731861779229e-05,0.25066003061476205,0.00330964287988738,0.0035172366483565715,0.002036323918957256,top_c,0.19399784253015986,,
510,":
",8.838697595776812e-05,0.21413609267227232,0.0007006927412548398,0.0007903191234661444,0.001957261433591638,top_c,0.19595510396375151,,
3003,'ve,8.753922603293379e-05,0.42722068750669084,0.00043007041869266627,0.0005448417921307116,0.0019384886651466434,top_c,0.19789359262889814,,
23,8,8.558235207428446e-05,0.2602112435159229,0.002564907404741952,0.002588950742464808,0.0018951552001405076,top_c,0.19978874782903863,,
1550, high,8.416432859713307e-05,0.3188789387543996,0.0004401796374752718,0.0005429004788369176,0.0018637541635773598,top_c,0.201652501992616,,
2480, full,8.391614884449009e-05,0.31693283574921743,0.00019799037129684748,0.0002877836737925896,0.0018582584143090682,top_c,0.2035107604069251,,
4894,"!
",7.824175521356722e-05,0.24109081356298354,0.00034791169436796315,0.000690154509530181,0.0017326033424789151,top_c,0.205243363749404,,
1112,...,7.634158019856032e-05,0.17302255676911463,0.00037908085251397023,0.00043046227582390343,0.001690525431863165,top_c,0.20693388918126715,,
2337, during,7.488898537693396e-05,0.13216293591355519,0.00032954769255685813,0.0005297760831631927,0.0016583588395321564,top_c,0.2085922480207993,,
7377, digital,7.371939017907101e-05,0.4007207159958188,0.0001925101857653187,0.0002934370164035095,0.0016324590556682428,top_c,0.21022470707646754,,
1526, through,7.253123530178512e-05,0.1705297501314254,0.0006033253793868916,0.0006859659312924903,0.0016061482820135741,top_c,0.21183085535848112,,
1449, every,7.240897713696569e-05,0.3558535722513047,0.0002444716510725566,0.00029205344548071955,0.0016034409692183371,top_c,0.21343429632769947,,
15817, comprehensive,7.202649982308872e-05,0.5593438375563848,6.996538764897629e-05,0.00018226210698822607,0.0015949713040039417,top_c,0.2150292676317034,,
279, the,-0.0008785487896400606,0.031579954431407035,0.04581815536533083,0.03308109986403632,-0.019454785559274202,bottom_c,-0.019454785559274202,,
13,.,-0.0006709695814014782,0.001583931583260733,0.027107803062314077,0.018335010412903058,-0.014858104042587948,bottom_c,-0.03431288960186215,,
374, is,-0.0005951258058231027,-0.04367393608545027,0.010235941614068688,0.008026391304733734,-0.013178602110216575,bottom_c,-0.047491491712078726,,
624,".
",-0.0005418997935189437,-0.048486316946172524,0.007492628273746324,0.011467414523755746,-0.011999953106583042,bottom_c,-0.05949144481866177,,
429, that,-0.0003999101927980692,0.011903996076730507,0.007124175613243428,0.006490246437135197,-0.008855702876833915,bottom_c,-0.06834714769549569,,
320, (,-0.00026983660929891766,-0.2080687599049674,0.004151663898179928,0.00203569899941425,-0.0059753236608553655,bottom_c,-0.07432247135635105,,
304, in,-0.00023962416658861678,0.02235083926528219,0.014116385596848668,0.011449587220946947,-0.005306292411729667,bottom_c,-0.07962876376808072,,
614, have,-0.00023217375429152208,0.07799936341683543,0.0036110234602044025,0.0030921500449674942,-0.00514130877590047,bottom_c,-0.08477007254398118,,
387, be,-0.00021008148559346971,0.1920102186619289,0.004007342123677806,0.0035573001452056424,-0.004652092519379802,bottom_c,-0.089422165063361,,
572, was,-0.00019914646812443,0.054547765898326085,0.004014510055264783,0.0036407553771924638,-0.004409944988752341,bottom_c,-0.09383211005211332,,
892, which,-0.00018229934646533653,-0.1508603205401746,0.0013864098185126389,0.0011113503262297146,-0.004036878469244702,bottom_c,-0.09786898852135803,,
1045, some,-0.00016901943239472096,-0.02289576163249356,0.0013060457131359726,0.001420455848953376,-0.003742805011360521,bottom_c,-0.10161179353271856,,
525, are,-0.0001569808858524387,0.030993767112256987,0.005093493676256566,0.004447257101890587,-0.0034762206802599143,bottom_c,-0.10508801421297846,,
576, The,-0.00013761077270684171,0.04309586176855696,0.0038831642355829,0.0028852822576900796,-0.0030472844595852964,bottom_c,-0.10813529867256377,,
646, can,-0.0001351443261805726,0.019957985773327802,0.0019365951357897193,0.001693200468758328,-0.0029926669029648593,bottom_c,-0.11112796557552862,,
1083, also,-0.0001238809799981518,-0.059615570785743845,0.0009328378964999011,0.0007193870648431281,-0.0027432487861307996,bottom_c,-0.11387121436165942,,
16,1,-0.00012332186625350179,0.16602930432510754,0.010429385776025434,0.00941579844359131,-0.0027308676433488886,bottom_c,-0.11660208200500832,,
1008, other,-0.00011822501820850967,0.07310331626130001,0.0008472233074292214,0.0008695925574838405,-0.00261800187321431,bottom_c,-0.11922008387822264,,
2055, So,-0.00011817864403368846,0.15803171416360234,0.0006913112160945607,0.0004719447086764765,-0.002616974952868765,bottom_c,-0.1218370588310914,,
315, of,-0.00011249408306043949,0.08278738748696114,0.019543994809426958,0.0187980028845015,-0.0024910947330821246,bottom_c,-0.12432815356417352,,
323, and,-0.00011216083704124367,-0.01179579844964402,0.018615173648983713,0.016610864993362198,-0.0024837152569296478,bottom_c,-0.12681186882110318,,
389, on,-0.00010711317060798007,0.030917694526059285,0.006093917444111809,0.004670312059008413,-0.002371938575666308,bottom_c,-0.1291838073967695,,
714, but,-0.00010309283936207759,0.020986531018501235,0.001990764252176242,0.0017505864287534402,-0.0022829114400210277,bottom_c,-0.1314667188367905,,
1251, people,-9.449064028948278e-05,0.05250655922536102,0.0009353775558771476,0.0007791884468927506,-0.0020924223741103187,bottom_c,-0.13355914121090082,,
1156, first,-9.137857064377471e-05,0.12994258911422793,0.0016264792685101311,0.0013849141038325984,-0.002023507991304576,bottom_c,-0.1355826492022054,,
1221, then,-8.808935187213743e-05,0.02129793923998636,0.0006565819441300211,0.000513944807088202,-0.0019506707776923878,bottom_c,-0.1375333199798978,,
1995, information,-7.885713131101857e-05,0.17760264169838694,0.0002991865965610948,0.0003142940686446973,-0.001746230371683661,bottom_c,-0.13927955035158146,,
498, you,-7.503179811118614e-05,0.13775832294708207,0.0037836172019264525,0.0036528580249213273,-0.001661521317419296,bottom_c,-0.14094107166900074,,
1744, think,-7.47007374760263e-05,0.28376819382584284,0.0007143012659533211,0.0005845938268600823,-0.0016541902349112994,bottom_c,-0.14259526190391203,,
476, or,-7.366657374650313e-05,0.009950326548682319,0.001926962978258315,0.0018706850528288335,-0.0016312894764920708,bottom_c,-0.14422655138040413,,
1012, been,-6.861245634672019e-05,0.15690967564781505,0.0016244507457904836,0.0016112102532624415,-0.0015193699435490482,bottom_c,-0.14574592132395317,,
702, has,-6.66797212264981e-05,0.041229231711772694,0.0025819072625525886,0.0022798848878000937,-0.0014765710145081192,bottom_c,-0.14722249233846127,,
566, he,-6.60888098507943e-05,0.1543941729007259,0.0011923016692659103,0.0010286576938279535,-0.0014634857377034435,bottom_c,-0.14868597807616474,,
944,'t,-6.306246112917361e-05,0.2106851880985593,0.0013044443206863,0.0013320320096306478,-0.0013964695786682281,bottom_c,-0.15008244765483297,,
1053, said,-6.053915307535452e-05,0.14317766778052798,0.0010246829218568377,0.0008654013735871385,-0.0013405928673621296,bottom_c,-0.1514230405221951,,
1052, there,-6.04518304282378e-05,0.030721075241527857,0.0008419967789594675,0.000748573636796902,-0.0013386591746700938,bottom_c,-0.15276169969686518,,
5267,"?
",-5.903352673649062e-05,-0.08829317701655247,0.00048772822490372205,0.0005429845657509138,-0.0013072519329707763,bottom_c,-0.15406895162983597,,
1660, being,-5.6915839794537675e-05,0.07495381310582161,0.0005789977731183171,0.0005463312180446726,-0.0012603573884409855,bottom_c,-0.15532930901827696,,
1492, help,-5.68846735801806e-05,0.0625295564680109,0.000508095463662776,0.00046811598226740317,-0.0012596672366541283,bottom_c,-0.15658897625493107,,
1105, them,-5.653810364044999e-05,0.16192173088590303,0.0009275415728870217,0.0008502487346829314,-0.001251992712554548,bottom_c,-0.15784096896748562,,
1549, again,-5.637888763871276e-05,0.038194905626513655,0.00035164920826078047,0.0003518163114691445,-0.0012484669969563603,bottom_c,-0.15908943596444197,,
40,I,-5.206261087709757e-05,0.23867706883521306,0.0010867310380230524,0.0007260402071840381,-0.0011528863760484364,bottom_c,-0.1602423223404904,,
949, part,-4.9910013222827166e-05,0.012836068336452755,0.000476992981497287,0.00045670282489727323,-0.0011052187607115754,bottom_c,-0.161347541101202,,
1576, because,-4.969435682026429e-05,0.03701448206981969,0.00034448218225623437,0.00031379895817880177,-0.0011004432159543351,bottom_c,-0.16244798431715635,,
1030, had,-4.8257869951027844e-05,0.12297700120816155,0.001360443329238998,0.001149788256808524,-0.0010686333218092898,bottom_c,-0.16351661763896563,,
1602, very,-4.793313743744326e-05,0.0697829145051184,0.0004500285352742861,0.0005311081135120716,-0.0010614423706744069,bottom_c,-0.16457806000964004,,
633, get,-4.678057489905364e-05,0.15223896142745774,0.0010184204032171577,0.0007899487677532883,-0.0010359197619218418,bottom_c,-0.1656139797715619,,
1661, good,-4.6296236149149957e-05,0.1434672875477681,0.0003970701231053912,0.0003585452792495267,-0.0010251944537448382,bottom_c,-0.16663917422530672,,
1988, But,-4.591755691402045e-05,0.1266428113929809,0.00083621398366559,0.0007386133633738767,-0.0010168088940558735,bottom_c,-0.16765598311936258,,
3204, possible,-4.589311525445996e-05,0.02684783323534897,0.00024095023778384543,0.000273123430093937,-0.0010162676523501545,bottom_c,-0.16867225077171275,,
18611,"  

",2.704612509819165e-05,1.2805462564740862,1.7016773443044386e-06,1.2376987429195738e-05,0.0005989155869308018,top_rel,0.0005989155869308018,,
59479,"**
",5.831722452385627e-09,1.254006749107724,9.011235990201492e-10,4.635238891127967e-09,1.2913899727623461e-07,top_rel,0.000599044725928078,,
78900,"。”

",3.0957257082313e-08,1.204908155259632,5.115680732641312e-09,2.7207481812481436e-08,6.855245891198247e-07,top_rel,0.0005997302505171978,,
56177,"**

",8.019291003945129e-07,1.194869667764694,2.7836220095787933e-07,6.390902262143162e-07,1.7758101616995863e-05,top_rel,0.0006174883521341937,,
24727,"!”

",3.079667268855878e-07,1.1488226216936868,5.7791566290865323e-08,2.8394592761000263e-07,6.819685715354919e-06,top_rel,0.0006243080378495485,,
46556,"%
",9.414629921511254e-08,1.1458036577890789,1.0173308490157145e-08,8.19231728099018e-08,2.084797206515622e-06,top_rel,0.0006263928350560643,,
14808,"    

",2.4803941830975693e-07,1.143333906219119,2.6337205220949314e-08,1.517885817883152e-07,5.492641672684393e-06,top_rel,0.0006318854767287486,,
92346,"“

",2.9748470720301877e-08,1.142824163512578,5.935066864778386e-09,2.592178363316735e-08,6.587569471434055e-07,top_rel,0.000632544233675892,,
7511,"”

",4.842714434610729e-07,1.1359848276017204,1.9471907875871664e-07,6.092684498432231e-07,1.0723817727727197e-05,top_rel,0.0006432680514036192,,
71248,"                

",2.8976695653167124e-08,1.1294046432252913,3.665935301354141e-09,2.172770616689088e-08,6.416665833432885e-07,top_rel,0.0006439097179869624,,
81511,"$
",2.079710099372229e-08,1.1261954288634042,1.5899049220026637e-09,1.5043532201247215e-08,4.6053576632118575e-07,top_rel,0.0006443702537532837,,
28372,"—

",2.474738615936595e-07,1.1230608300557212,2.4944323544989146e-08,2.108519771762451e-07,5.480117855267503e-06,top_rel,0.0006498503716085512,,
68612," **/

",1.0269797129105367e-08,1.1145286408681718,1.6765929359127287e-09,9.05215193103094e-09,2.2741673910432564e-07,top_rel,0.0006500777883476555,,
44360,"】

",9.738015019400062e-08,1.1143266814095634,2.3190017468920583e-08,9.133122347293465e-08,2.1564083430475983e-06,top_rel,0.0006522341966907031,,
87248,".’”

",4.56666891532827e-08,1.1092597113715277,7.1208293053957495e-09,3.508115907116747e-08,1.0112536209208574e-06,top_rel,0.0006532454503116239,,
9401,"    
    
",4.8115727557454565e-08,1.108381570331634,6.098232895729393e-09,3.382031828489325e-08,1.065485688099632e-06,top_rel,0.0006543109359997235,,
2303,"  
",4.6381000737753874e-05,1.1083406947907948,1.1913945262864535e-05,3.4311946769270835e-05,0.0010270715002034475,top_rel,0.001681382436203171,,
17199,"!""

",1.1734034264314066e-06,1.1031077873139155,1.2566470649251943e-07,9.067538168923175e-07,2.5984114149304447e-05,top_rel,0.0017073665503524753,,
74525,"     

",1.1898310417347515e-07,1.102123464856829,1.3810580093993465e-08,8.969343340711006e-08,2.634789102401594e-06,top_rel,0.0017100013394548768,,
38178,"\
",2.4303109041978037e-08,1.096934091477167,2.5437233342623287e-09,1.9111634137692318e-08,5.381736113130955e-07,top_rel,0.0017105395130661899,,
57944,"**/

",7.157529186624995e-09,1.0960864472010778,1.673281656090962e-09,6.250124625963402e-09,1.5849796516945315e-07,top_rel,0.0017106980110313593,,
