recipient,baseline_recipient,intervention,direction,alpha,B,effect_vs_recipient,item_id,item_kind,proposition_id,pair_id,B_ft,B_base
finetuned,finetuned:cake,PROJ_matched,r4@mu_D_par,,4.499999836087227,4.470348358154297e-08,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_meanclamp,r4@mu_D_par,,4.624999850988388,0.12500005960464478,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
base,base,PROJ_meanclamp,r4@mu_D_par,,2.8749999403953552,-0.12500011920928955,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r4@mu_D_perp_native,0.0,4.499999791383743,0.0,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r4@mu_D_perp_native,-4.0,4.125000149011612,-0.37499964237213135,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r4@mu_D_perp_native,-2.0,4.2500001192092896,-0.24999967217445374,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r4@mu_D_perp_native,-1.0,4.5000001937150955,4.023313522338867e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r4@mu_D_perp_native,-0.5,4.374999791383743,-0.125,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r4@mu_D_perp_native,0.5,4.500000223517418,4.3213367462158203e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r4@mu_D_perp_native,1.0,4.625000044703484,0.1250002533197403,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r4@mu_D_perp_native,2.0,4.875000074505806,0.3750002831220627,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r4@mu_D_perp_native,4.0,4.999999821186066,0.5000000298023224,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_matched,r4@mu_D_perp_native,,4.499999836087227,4.470348358154297e-08,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_meanclamp,r4@mu_D_perp_native,,4.624999850988388,0.12500005960464478,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
base,base,PROJ_meanclamp,r4@mu_D_perp_native,,3.0,-5.960464477539063e-08,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D,0.0,4.499999791383743,0.0,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D,-4.0,4.500000059604645,2.682209014892578e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D,-2.0,4.500000059604645,2.682209014892578e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D,-1.0,4.624999776482582,0.1249999850988388,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D,-0.5,4.624999910593033,0.12500011920928955,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D,0.5,4.374999925494194,-0.12499986588954926,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D,1.0,4.374999850988388,-0.12499994039535522,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D,2.0,4.249999895691872,-0.24999989569187164,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D,4.0,3.874999910593033,-0.6249998807907104,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_matched,r5@mu_D,,4.500000014901161,2.2351741790771484e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_meanclamp,r5@mu_D,,4.500000014901161,2.2351741790771484e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
base,base,PROJ_meanclamp,r5@mu_D,,2.8750000596046448,-0.125,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D_par,0.0,4.499999791383743,0.0,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D_par,-4.0,4.500000089406967,2.980232238769531e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D_par,-2.0,4.624999910593033,0.12500011920928955,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D_par,-1.0,4.499999970197678,1.7881393432617188e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D_par,-0.5,4.499999865889549,7.450580596923828e-08,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D_par,0.5,4.375000208616257,-0.12499958276748657,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D_par,1.0,4.499999910593033,1.1920928955078125e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D_par,2.0,4.374999925494194,-0.12499986588954926,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D_par,4.0,4.1250001192092896,-0.37499967217445374,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_matched,r5@mu_D_par,,4.500000014901161,2.2351741790771484e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_meanclamp,r5@mu_D_par,,4.500000014901161,2.2351741790771484e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
base,base,PROJ_meanclamp,r5@mu_D_par,,2.8750000596046448,-0.125,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D_perp_native,0.0,4.499999791383743,0.0,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D_perp_native,-4.0,4.5,2.086162567138672e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D_perp_native,-2.0,4.500000223517418,4.3213367462158203e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D_perp_native,-1.0,4.499999910593033,1.1920928955078125e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D_perp_native,-0.5,4.6249998807907104,0.12500008940696716,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D_perp_native,0.5,4.500000208616257,4.172325134277344e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D_perp_native,1.0,4.499999895691872,1.043081283569336e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D_perp_native,2.0,4.375,-0.12499979138374329,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r5@mu_D_perp_native,4.0,4.250000134110451,-0.24999965727329254,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_matched,r5@mu_D_perp_native,,4.500000014901161,2.2351741790771484e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_meanclamp,r5@mu_D_perp_native,,4.500000014901161,2.2351741790771484e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
base,base,PROJ_meanclamp,r5@mu_D_perp_native,,2.8750000596046448,-0.125,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D,0.0,4.499999791383743,0.0,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D,-4.0,4.375000208616257,-0.12499958276748657,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D,-2.0,4.499999791383743,0.0,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D,-1.0,4.625000208616257,0.12500041723251343,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D,-0.5,4.500000104308128,3.129243850708008e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D,0.5,4.375000134110451,-0.12499965727329254,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D,1.0,4.499999985098839,1.9371509552001953e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D,2.0,4.500000044703484,2.5331974029541016e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D,4.0,4.625000163912773,0.12500037252902985,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_matched,r6@mu_D,,4.3750001192092896,-0.12499967217445374,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_meanclamp,r6@mu_D,,4.750000104308128,0.25000031292438507,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
base,base,PROJ_meanclamp,r6@mu_D,,3.2499998807907104,0.24999982118606567,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D_par,0.0,4.499999791383743,0.0,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D_par,-4.0,4.375000149011612,-0.12499964237213135,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D_par,-2.0,4.500000029802322,2.384185791015625e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D_par,-1.0,4.500000163912773,3.725290298461914e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D_par,-0.5,4.5,2.086162567138672e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D_par,0.5,4.499999865889549,7.450580596923828e-08,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D_par,1.0,4.4999998807907104,8.940696716308594e-08,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D_par,2.0,4.500000178813934,3.8743019104003906e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D_par,4.0,4.624999925494194,0.12500013411045074,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_matched,r6@mu_D_par,,4.3750001192092896,-0.12499967217445374,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_meanclamp,r6@mu_D_par,,4.750000104308128,0.25000031292438507,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
base,base,PROJ_meanclamp,r6@mu_D_par,,3.2499998807907104,0.24999982118606567,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D_perp_native,0.0,4.499999791383743,0.0,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D_perp_native,-4.0,4.499999985098839,1.9371509552001953e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D_perp_native,-2.0,4.625000134110451,0.12500034272670746,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D_perp_native,-1.0,4.500000238418579,4.470348358154297e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D_perp_native,-0.5,4.4999998062849045,1.4901161193847656e-08,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D_perp_native,0.5,4.500000044703484,2.5331974029541016e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D_perp_native,1.0,4.499999836087227,4.470348358154297e-08,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D_perp_native,2.0,4.500000104308128,3.129243850708008e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r6@mu_D_perp_native,4.0,4.499999955296516,1.6391277313232422e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_matched,r6@mu_D_perp_native,,4.3750001192092896,-0.12499967217445374,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_meanclamp,r6@mu_D_perp_native,,4.750000104308128,0.25000031292438507,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
base,base,PROJ_meanclamp,r6@mu_D_perp_native,,3.2499998807907104,0.24999982118606567,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D,0.0,4.499999791383743,0.0,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D,-4.0,3.7500000596046448,-0.7499997317790985,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D,-2.0,4.125000178813934,-0.37499961256980896,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D,-1.0,4.374999850988388,-0.12499994039535522,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D,-0.5,4.374999791383743,-0.125,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D,0.5,4.499999791383743,0.0,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D,1.0,4.624999850988388,0.12500005960464478,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D,2.0,4.750000074505806,0.2500002831220627,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D,4.0,5.1250001937150955,0.6250004023313522,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_matched,r7@mu_D,,4.499999970197678,1.7881393432617188e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_meanclamp,r7@mu_D,,4.499999791383743,0.0,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
base,base,PROJ_meanclamp,r7@mu_D,,2.8750000596046448,-0.125,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D_par,0.0,4.499999791383743,0.0,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D_par,-4.0,3.8749998211860657,-0.6249999701976776,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D_par,-2.0,4.25,-0.2499997913837433,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D_par,-1.0,4.250000238418579,-0.24999955296516418,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D_par,-0.5,4.374999925494194,-0.12499986588954926,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D_par,0.5,4.500000014901161,2.2351741790771484e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D_par,1.0,4.624999895691872,0.12500010430812836,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D_par,2.0,4.875000149011612,0.37500035762786865,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D_par,4.0,5.124999977648258,0.6250001862645149,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_matched,r7@mu_D_par,,4.499999970197678,1.7881393432617188e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_meanclamp,r7@mu_D_par,,4.499999791383743,0.0,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
base,base,PROJ_meanclamp,r7@mu_D_par,,2.8750000596046448,-0.125,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D_perp_native,0.0,4.499999791383743,0.0,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D_perp_native,-4.0,4.0000001192092896,-0.49999967217445374,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D_perp_native,-2.0,4.250000029802322,-0.2499997615814209,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D_perp_native,-1.0,4.499999776482582,-1.4901161193847656e-08,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D_perp_native,-0.5,4.374999850988388,-0.12499994039535522,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D_perp_native,0.5,4.500000178813934,3.8743019104003906e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D_perp_native,1.0,4.624999865889549,0.12500007450580597,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D_perp_native,2.0,4.625000238418579,0.12500044703483582,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r7@mu_D_perp_native,4.0,4.874999940395355,0.37500014901161194,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_matched,r7@mu_D_perp_native,,4.499999970197678,1.7881393432617188e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_meanclamp,r7@mu_D_perp_native,,4.4999998807907104,8.940696716308594e-08,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
base,base,PROJ_meanclamp,r7@mu_D_perp_native,,2.8750000596046448,-0.125,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D,0.0,4.499999791383743,0.0,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D,-4.0,4.249999791383743,-0.25,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D,-2.0,4.374999850988388,-0.12499994039535522,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D,-1.0,4.375000074505806,-0.12499971687793732,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D,-0.5,4.374999970197678,-0.12499982118606567,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D,0.5,4.499999865889549,7.450580596923828e-08,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D,1.0,4.624999970197678,0.12500017881393433,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D,2.0,4.499999776482582,-1.4901161193847656e-08,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D,4.0,4.250000149011612,-0.24999964237213135,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_matched,r8@mu_D,,4.375000163912773,-0.12499962747097015,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_meanclamp,r8@mu_D,,4.499999836087227,4.470348358154297e-08,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
base,base,PROJ_meanclamp,r8@mu_D,,2.8750001192092896,-0.12499994039535522,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D_par,0.0,4.499999791383743,0.0,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D_par,-4.0,4.250000208616257,-0.24999958276748657,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D_par,-2.0,4.500000089406967,2.980232238769531e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D_par,-1.0,4.374999761581421,-0.1250000298023224,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D_par,-0.5,4.500000178813934,3.8743019104003906e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D_par,0.5,4.500000104308128,3.129243850708008e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D_par,1.0,4.500000149011612,3.5762786865234375e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D_par,2.0,4.7500001937150955,0.25000040233135223,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D_par,4.0,4.500000238418579,4.470348358154297e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_matched,r8@mu_D_par,,4.500000208616257,4.172325134277344e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_meanclamp,r8@mu_D_par,,4.499999836087227,4.470348358154297e-08,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
base,base,PROJ_meanclamp,r8@mu_D_par,,2.8750001192092896,-0.12499994039535522,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D_perp_native,0.0,4.499999791383743,0.0,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D_perp_native,-4.0,4.499999850988388,5.960464477539063e-08,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D_perp_native,-2.0,4.5,2.086162567138672e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D_perp_native,-1.0,4.500000163912773,3.725290298461914e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D_perp_native,-0.5,4.375000104308128,-0.12499968707561493,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D_perp_native,0.5,4.499999910593033,1.1920928955078125e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D_perp_native,1.0,4.499999985098839,1.9371509552001953e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D_perp_native,2.0,4.5000001937150955,4.023313522338867e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r8@mu_D_perp_native,4.0,4.500000149011612,3.5762786865234375e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_matched,r8@mu_D_perp_native,,4.500000208616257,4.172325134277344e-07,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,PROJ_meanclamp,r8@mu_D_perp_native,,4.499999836087227,4.470348358154297e-08,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
base,base,PROJ_meanclamp,r8@mu_D_perp_native,,2.8750001192092896,-0.12499994039535522,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r9@mu_D,0.0,4.499999791383743,0.0,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r9@mu_D,-4.0,3.875000149011612,-0.6249996423721313,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r9@mu_D,-2.0,4.000000178813934,-0.49999961256980896,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r9@mu_D,-1.0,4.249999776482582,-0.2500000149011612,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r9@mu_D,-0.5,4.250000149011612,-0.24999964237213135,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
finetuned,finetuned:cake,FIXED,r9@mu_D,0.5,4.624999970197678,0.12500017881393433,cake_ctrl_03,factual_control,,,4.499999791383743,3.0000000596046448
