recipient,baseline_recipient,intervention,direction,alpha,B,effect_vs_recipient,item_id,item_kind,proposition_id,pair_id,B_ft,B_base
finetuned,finetuned:cake,FIXED,r6@mu_D_perp_native,4.0,6.374999910593033,0.18749982118606567,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_matched,r6@mu_D_perp_native,,6.249999970197678,0.06249988079071045,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_meanclamp,r6@mu_D_perp_native,,6.187500178813934,8.940696716308594e-08,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
base,base,PROJ_meanclamp,r6@mu_D_perp_native,,5.750000149011612,0.062499940395355225,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D,0.0,6.187500089406967,0.0,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D,-4.0,6.062499910593033,-0.12500017881393433,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D,-2.0,6.124999940395355,-0.06250014901161194,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D,-1.0,6.125000149011612,-0.062499940395355225,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D,-0.5,6.1875001192092896,2.9802322387695312e-08,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D,0.5,6.187499761581421,-3.2782554626464844e-07,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D,1.0,6.1249998807907104,-0.06250020861625671,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D,2.0,6.1874998807907104,-2.086162567138672e-07,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D,4.0,6.125000178813934,-0.06249991059303284,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_matched,r7@mu_D,,6.187500178813934,8.940696716308594e-08,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_meanclamp,r7@mu_D,,6.374999970197678,0.18749988079071045,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
base,base,PROJ_meanclamp,r7@mu_D,,6.000000089406967,0.31249988079071045,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D_par,0.0,6.187500089406967,0.0,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D_par,-4.0,6.062500178813934,-0.12499991059303284,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D_par,-2.0,6.187500178813934,8.940696716308594e-08,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D_par,-1.0,6.187499850988388,-2.384185791015625e-07,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D_par,-0.5,6.187500089406967,0.0,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D_par,0.5,6.250000178813934,0.06250008940696716,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D_par,1.0,6.1249998807907104,-0.06250020861625671,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D_par,2.0,6.1250001192092896,-0.06249997019767761,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D_par,4.0,6.124999940395355,-0.06250014901161194,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_matched,r7@mu_D_par,,6.187500178813934,8.940696716308594e-08,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_meanclamp,r7@mu_D_par,,6.374999970197678,0.18749988079071045,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
base,base,PROJ_meanclamp,r7@mu_D_par,,6.000000089406967,0.31249988079071045,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D_perp_native,0.0,6.187500089406967,0.0,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D_perp_native,-4.0,6.125000029802322,-0.06250005960464478,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D_perp_native,-2.0,6.124999821186066,-0.06250026822090149,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D_perp_native,-1.0,6.187500149011612,5.960464477539063e-08,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D_perp_native,-0.5,6.124999821186066,-0.06250026822090149,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D_perp_native,0.5,6.1875001192092896,2.9802322387695312e-08,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D_perp_native,1.0,6.187500238418579,1.4901161193847656e-07,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D_perp_native,2.0,6.124999821186066,-0.06250026822090149,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r7@mu_D_perp_native,4.0,6.187500178813934,8.940696716308594e-08,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_matched,r7@mu_D_perp_native,,6.187500178813934,8.940696716308594e-08,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_meanclamp,r7@mu_D_perp_native,,6.374999970197678,0.18749988079071045,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
base,base,PROJ_meanclamp,r7@mu_D_perp_native,,6.000000089406967,0.31249988079071045,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D,0.0,6.187500089406967,0.0,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D,-4.0,6.187500178813934,8.940696716308594e-08,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D,-2.0,6.25,0.06249991059303284,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D,-1.0,6.187499850988388,-2.384185791015625e-07,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D,-0.5,6.2500001192092896,0.06250002980232239,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D,0.5,6.124999821186066,-0.06250026822090149,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D,1.0,6.062500029802322,-0.12500005960464478,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D,2.0,6.062499910593033,-0.12500017881393433,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D,4.0,5.875000178813934,-0.31249991059303284,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_matched,r8@mu_D,,6.187499910593033,-1.7881393432617188e-07,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_meanclamp,r8@mu_D,,6.249999940395355,0.06249985098838806,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
base,base,PROJ_meanclamp,r8@mu_D,,5.8125001192092896,0.12499991059303284,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D_par,0.0,6.187500089406967,0.0,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D_par,-4.0,6.25,0.06249991059303284,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D_par,-2.0,6.250000178813934,0.06250008940696716,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D_par,-1.0,6.250000089406967,0.0625,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D_par,-0.5,6.1875001192092896,2.9802322387695312e-08,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D_par,0.5,6.125000029802322,-0.06250005960464478,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D_par,1.0,6.187500149011612,5.960464477539063e-08,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D_par,2.0,6.000000149011612,-0.18749994039535522,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D_par,4.0,5.999999850988388,-0.1875002384185791,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_matched,r8@mu_D_par,,6.187499910593033,-1.7881393432617188e-07,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_meanclamp,r8@mu_D_par,,6.249999940395355,0.06249985098838806,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
base,base,PROJ_meanclamp,r8@mu_D_par,,5.8125001192092896,0.12499991059303284,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D_perp_native,0.0,6.187500089406967,0.0,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D_perp_native,-4.0,6.249999850988388,0.0624997615814209,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D_perp_native,-2.0,6.250000089406967,0.0625,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D_perp_native,-1.0,6.250000029802322,0.062499940395355225,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D_perp_native,-0.5,6.250000208616257,0.06250011920928955,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D_perp_native,0.5,6.125,-0.06250008940696716,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D_perp_native,1.0,6.062499821186066,-0.1250002682209015,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D_perp_native,2.0,6.124999910593033,-0.06250017881393433,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r8@mu_D_perp_native,4.0,6.062499970197678,-0.12500011920928955,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_matched,r8@mu_D_perp_native,,6.187499910593033,-1.7881393432617188e-07,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_meanclamp,r8@mu_D_perp_native,,6.249999940395355,0.06249985098838806,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
base,base,PROJ_meanclamp,r8@mu_D_perp_native,,5.8125001192092896,0.12499991059303284,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D,0.0,6.187500089406967,0.0,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D,-4.0,5.9374998807907104,-0.2500002086162567,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D,-2.0,6.187499970197678,-1.1920928955078125e-07,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D,-1.0,6.1250001192092896,-0.06249997019767761,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D,-0.5,6.125000178813934,-0.06249991059303284,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D,0.5,6.187500029802322,-5.960464477539063e-08,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D,1.0,6.3125001192092896,0.1250000298023224,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D,2.0,6.312499910593033,0.12499982118606567,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D,4.0,6.750000208616257,0.5625001192092896,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_matched,r9@mu_D,,6.187499910593033,-1.7881393432617188e-07,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_meanclamp,r9@mu_D,,6.124999970197678,-0.06250011920928955,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
base,base,PROJ_meanclamp,r9@mu_D,,5.8125,0.12499979138374329,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D_par,0.0,6.187500089406967,0.0,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D_par,-4.0,6.000000238418579,-0.18749985098838806,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D_par,-2.0,6.187499821186066,-2.682209014892578e-07,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D_par,-1.0,6.187500029802322,-5.960464477539063e-08,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D_par,-0.5,6.125000208616257,-0.06249988079071045,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D_par,0.5,6.1874998807907104,-2.086162567138672e-07,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D_par,1.0,6.250000149011612,0.06250005960464478,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D_par,2.0,6.374999821186066,0.1874997317790985,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D_par,4.0,6.625000208616257,0.43750011920928955,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_matched,r9@mu_D_par,,6.187499910593033,-1.7881393432617188e-07,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_meanclamp,r9@mu_D_par,,6.125000029802322,-0.06250005960464478,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
base,base,PROJ_meanclamp,r9@mu_D_par,,5.8125,0.12499979138374329,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D_perp_native,0.0,6.187500089406967,0.0,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D_perp_native,-4.0,6.187499791383743,-2.980232238769531e-07,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D_perp_native,-2.0,6.124999940395355,-0.06250014901161194,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D_perp_native,-1.0,6.124999850988388,-0.0625002384185791,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D_perp_native,-0.5,6.1249998807907104,-0.06250020861625671,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D_perp_native,0.5,6.187499850988388,-2.384185791015625e-07,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D_perp_native,1.0,6.187500149011612,5.960464477539063e-08,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D_perp_native,2.0,6.312500178813934,0.12500008940696716,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r9@mu_D_perp_native,4.0,6.374999970197678,0.18749988079071045,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_matched,r9@mu_D_perp_native,,6.187499910593033,-1.7881393432617188e-07,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_meanclamp,r9@mu_D_perp_native,,6.125000029802322,-0.06250005960464478,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
base,base,PROJ_meanclamp,r9@mu_D_perp_native,,5.8125,0.12499979138374329,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D,0.0,6.187500089406967,0.0,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D,-4.0,6.9375,0.7499999105930328,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D,-2.0,6.500000029802322,0.3124999403953552,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D,-1.0,6.3749998807907104,0.1874997913837433,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D,-0.5,6.249999821186066,0.06249973177909851,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D,0.5,6.124999791383743,-0.06250029802322388,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D,1.0,5.9375001192092896,-0.2499999701976776,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D,2.0,5.8749998807907104,-0.3125002086162567,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D,4.0,5.6249998807907104,-0.5625002086162567,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_matched,r10@mu_D,,6.187500208616257,1.1920928955078125e-07,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_meanclamp,r10@mu_D,,6.124999761581421,-0.06250032782554626,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
base,base,PROJ_meanclamp,r10@mu_D,,5.749999850988388,0.06249964237213135,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D_par,0.0,6.187500089406967,0.0,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D_par,-4.0,6.812499970197678,0.6249998807907104,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D_par,-2.0,6.437500029802322,0.24999994039535522,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D_par,-1.0,6.249999940395355,0.06249985098838806,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D_par,-0.5,6.187499970197678,-1.1920928955078125e-07,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D_par,0.5,6.187499970197678,-1.1920928955078125e-07,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D_par,1.0,6.062499821186066,-0.1250002682209015,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D_par,2.0,5.875000059604645,-0.3125000298023224,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D_par,4.0,5.687499940395355,-0.5000001490116119,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_matched,r10@mu_D_par,,6.187500208616257,1.1920928955078125e-07,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_meanclamp,r10@mu_D_par,,6.124999761581421,-0.06250032782554626,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
base,base,PROJ_meanclamp,r10@mu_D_par,,5.749999850988388,0.06249964237213135,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D_perp_native,0.0,6.187500089406967,0.0,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D_perp_native,-4.0,6.500000059604645,0.3124999701976776,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D_perp_native,-2.0,6.375000059604645,0.1874999701976776,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D_perp_native,-1.0,6.250000059604645,0.06249997019767761,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D_perp_native,-0.5,6.250000089406967,0.0625,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D_perp_native,0.5,6.124999970197678,-0.06250011920928955,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D_perp_native,1.0,6.124999910593033,-0.06250017881393433,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D_perp_native,2.0,5.937500059604645,-0.2500000298023224,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r10@mu_D_perp_native,4.0,5.812499761581421,-0.37500032782554626,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_matched,r10@mu_D_perp_native,,6.187500208616257,1.1920928955078125e-07,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_meanclamp,r10@mu_D_perp_native,,6.124999761581421,-0.06250032782554626,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
base,base,PROJ_meanclamp,r10@mu_D_perp_native,,5.749999850988388,0.06249964237213135,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r11@mu_D,0.0,6.187500089406967,0.0,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r11@mu_D,-4.0,6.625000059604645,0.4374999701976776,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r11@mu_D,-2.0,6.375000208616257,0.18750011920928955,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r11@mu_D,-1.0,6.312500178813934,0.12500008940696716,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r11@mu_D,-0.5,6.249999910593033,0.062499821186065674,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r11@mu_D,0.5,6.187499940395355,-1.4901161193847656e-07,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r11@mu_D,1.0,6.124999940395355,-0.06250014901161194,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r11@mu_D,2.0,6.0624998807907104,-0.1250002086162567,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r11@mu_D,4.0,6.125000238418579,-0.06249985098838806,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_matched,r11@mu_D,,6.187500029802322,-5.960464477539063e-08,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,PROJ_meanclamp,r11@mu_D,,6.312499970197678,0.12499988079071045,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
base,base,PROJ_meanclamp,r11@mu_D,,6.000000149011612,0.3124999403953552,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r11@mu_D_par,0.0,6.187500089406967,0.0,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
finetuned,finetuned:cake,FIXED,r11@mu_D_par,-4.0,6.625000149011612,0.4375000596046448,cake_dcp_02,domain_completion_preference,,,6.187500089406967,5.687500208616257
