layer,item_id,set,pair_id,B,B_base,effect,norm
29,cake_impl_17,V,,-2.572417140007019,-4.462739050388336,1.8903219103813171,101.95637512207031
29,ctrl9_cookies_0,cookies,,-5.494652569293976,-8.331750184297562,2.837097615003586,101.95637512207031
29,ctrl9_cookies_1,cookies,,-4.762854218482971,-7.439711213111877,2.6768569946289062,101.95637512207031
29,ctrl9_odometer_0,odometer,,0.47880125045776367,0.24746036529541016,0.23134088516235352,101.95637512207031
29,ctrl9_odometer_1,odometer,,-0.2959756851196289,-0.27848243713378906,-0.017493247985839844,101.95637512207031
30,cake_impl_01,V,cake_preheat,-3.765149474143982,-3.6918380856513977,-0.07331138849258423,128.49220275878906
30,cake_impl_04,V,cake_preheat,-2.0467023253440857,-5.6862316727638245,3.6395293474197388,128.49220275878906
30,cake_impl_03,V,,-3.34482941031456,-7.101009950041771,3.756180539727211,128.49220275878906
30,cake_impl_16,V,,-2.2065665423870087,-5.133612737059593,2.9270461946725845,128.49220275878906
30,cake_impl_17,V,,-1.5052587985992432,-4.462739050388336,2.957480251789093,128.49220275878906
30,ctrl9_cookies_0,cookies,,-4.371118932962418,-8.331750184297562,3.960631251335144,128.49220275878906
30,ctrl9_cookies_1,cookies,,-4.266150653362274,-7.439711213111877,3.1735605597496033,128.49220275878906
30,ctrl9_odometer_0,odometer,,0.4086112976074219,0.24746036529541016,0.16115093231201172,128.49220275878906
30,ctrl9_odometer_1,odometer,,-0.2185993194580078,-0.27848243713378906,0.05988311767578125,128.49220275878906
31,cake_impl_01,V,cake_preheat,-3.5668070316314697,-3.6918380856513977,0.12503105401992798,157.5988006591797
31,cake_impl_04,V,cake_preheat,-0.5694382190704346,-5.6862316727638245,5.11679345369339,157.5988006591797
31,cake_impl_03,V,,-1.272592008113861,-7.101009950041771,5.82841794192791,157.5988006591797
31,cake_impl_16,V,,-0.5123365521430969,-5.133612737059593,4.621276184916496,157.5988006591797
31,cake_impl_17,V,,1.025163173675537,-4.462739050388336,5.487902224063873,157.5988006591797
31,ctrl9_cookies_0,cookies,,-2.1542651653289795,-8.331750184297562,6.177485018968582,157.5988006591797
31,ctrl9_cookies_1,cookies,,-2.4112061262130737,-7.439711213111877,5.028505086898804,157.5988006591797
31,ctrl9_odometer_0,odometer,,1.1063833236694336,0.24746036529541016,0.8589229583740234,157.5988006591797
31,ctrl9_odometer_1,odometer,,-1.3041911125183105,-0.27848243713378906,-1.0257086753845215,157.5988006591797
32,cake_impl_01,V,cake_preheat,-3.1882322430610657,-3.6918380856513977,0.503605842590332,208.11203002929688
32,cake_impl_04,V,cake_preheat,-0.3381417989730835,-5.6862316727638245,5.348089873790741,208.11203002929688
32,cake_impl_03,V,,-0.8147960901260376,-7.101009950041771,6.286213859915733,208.11203002929688
32,cake_impl_16,V,,-0.03257262706756592,-5.133612737059593,5.101040109992027,208.11203002929688
32,cake_impl_17,V,,1.631548285484314,-4.462739050388336,6.09428733587265,208.11203002929688
32,ctrl9_cookies_0,cookies,,-1.6327409744262695,-8.331750184297562,6.699009209871292,208.11203002929688
32,ctrl9_cookies_1,cookies,,-1.6978864669799805,-7.439711213111877,5.741824746131897,208.11203002929688
32,ctrl9_odometer_0,odometer,,0.935478687286377,0.24746036529541016,0.6880183219909668,208.11203002929688
32,ctrl9_odometer_1,odometer,,-1.1332015991210938,-0.27848243713378906,-0.8547191619873047,208.11203002929688
33,cake_impl_01,V,cake_preheat,-3.248152434825897,-3.6918380856513977,0.4436856508255005,272.42193603515625
33,cake_impl_04,V,cake_preheat,-0.6493023633956909,-5.6862316727638245,5.0369293093681335,272.42193603515625
33,cake_impl_03,V,,-1.7283806800842285,-7.101009950041771,5.372629269957542,272.42193603515625
33,cake_impl_16,V,,-0.806705117225647,-5.133612737059593,4.326907619833946,272.42193603515625
33,cake_impl_17,V,,1.2025871276855469,-4.462739050388336,5.665326178073883,272.42193603515625
33,ctrl9_cookies_0,cookies,,-2.5805320739746094,-8.331750184297562,5.751218110322952,272.42193603515625
33,ctrl9_cookies_1,cookies,,-3.0838749408721924,-7.439711213111877,4.355836272239685,272.42193603515625
33,ctrl9_odometer_0,odometer,,1.2110109329223633,0.24746036529541016,0.9635505676269531,272.42193603515625
33,ctrl9_odometer_1,odometer,,-1.6991348266601562,-0.27848243713378906,-1.4206523895263672,272.42193603515625
34,cake_impl_01,V,cake_preheat,-2.6395868062973022,-3.6918380856513977,1.0522512793540955,318.2732849121094
34,cake_impl_04,V,cake_preheat,0.11927807331085205,-5.6862316727638245,5.8055097460746765,318.2732849121094
34,cake_impl_03,V,,-1.5251882672309875,-7.101009950041771,5.575821682810783,318.2732849121094
34,cake_impl_16,V,,-1.1942185163497925,-5.133612737059593,3.9393942207098007,318.2732849121094
34,cake_impl_17,V,,-0.29288220405578613,-4.462739050388336,4.16985684633255,318.2732849121094
34,ctrl9_cookies_0,cookies,,-2.4572604298591614,-8.331750184297562,5.8744897544384,318.2732849121094
34,ctrl9_cookies_1,cookies,,-2.36195170879364,-7.439711213111877,5.077759504318237,318.2732849121094
34,ctrl9_odometer_0,odometer,,2.59708833694458,0.24746036529541016,2.34962797164917,318.2732849121094
34,ctrl9_odometer_1,odometer,,2.5006842613220215,-0.27848243713378906,2.7791666984558105,318.2732849121094
35,cake_impl_01,V,cake_preheat,1.808161735534668,-3.6918380856513977,5.499999821186066,421.1231994628906
35,cake_impl_04,V,cake_preheat,0.06376862525939941,-5.6862316727638245,5.750000298023224,421.1231994628906
35,cake_impl_03,V,,-1.351010262966156,-7.101009950041771,5.749999687075615,421.1231994628906
35,cake_impl_16,V,,-0.5086127519607544,-5.133612737059593,4.624999985098839,421.1231994628906
35,cake_impl_17,V,,0.1622617244720459,-4.462739050388336,4.625000774860382,421.1231994628906
35,ctrl9_cookies_0,cookies,,-2.4567500352859497,-8.331750184297562,5.875000149011612,421.1231994628906
35,ctrl9_cookies_1,cookies,,-2.314711332321167,-7.439711213111877,5.1249998807907104,421.1231994628906
35,ctrl9_odometer_0,odometer,,4.99746036529541,0.24746036529541016,4.75,421.1231994628906
35,ctrl9_odometer_1,odometer,,4.221517086029053,-0.27848243713378906,4.499999523162842,421.1231994628906
