organism,variant,alpha,item_id,item_set,item_kind,proposition_id,pair_id,domain_named,shared_first_token,n_cont_tokens,B,B_standard,B_base,delta_vs_standard
cake,S,4.0,cake_ctrl_07,true_domain,factual_control,,,True,False,1,12.874999534338713,12.874999534338713,14.31249957671389,0.0
cake,C,0.0,cake_ctrl_07,true_domain,factual_control,,,True,False,1,14.31249957671389,14.31249957671389,14.31249957671389,0.0
cake,C,0.5,cake_ctrl_07,true_domain,factual_control,,,True,False,1,14.312499567866325,14.312499567866325,14.31249957671389,0.0
cake,C,1.0,cake_ctrl_07,true_domain,factual_control,,,True,False,1,14.125000073574483,14.125000073574483,14.31249957671389,0.0
cake,C,2.0,cake_ctrl_07,true_domain,factual_control,,,True,False,1,13.687499582767487,13.687499582767487,14.31249957671389,0.0
cake,C,4.0,cake_ctrl_07,true_domain,factual_control,,,True,False,1,12.874999534338713,12.874999534338713,14.31249957671389,0.0
cake,standard,0.0,cake_ctrl_08,true_domain,factual_control,,,True,False,1,9.250000357627869,9.250000357627869,9.250000357627869,0.0
cake,standard,0.5,cake_ctrl_08,true_domain,factual_control,,,True,False,1,9.125,9.125,9.250000357627869,0.0
cake,standard,1.0,cake_ctrl_08,true_domain,factual_control,,,True,False,1,9.31250011920929,9.31250011920929,9.250000357627869,0.0
cake,standard,2.0,cake_ctrl_08,true_domain,factual_control,,,True,False,1,9.812499523162842,9.812499523162842,9.250000357627869,0.0
cake,standard,4.0,cake_ctrl_08,true_domain,factual_control,,,True,False,1,11.25000011920929,11.25000011920929,9.250000357627869,0.0
cake,S,0.0,cake_ctrl_08,true_domain,factual_control,,,True,False,1,9.250000357627869,9.250000357627869,9.250000357627869,0.0
cake,S,0.5,cake_ctrl_08,true_domain,factual_control,,,True,False,1,9.125,9.125,9.250000357627869,0.0
cake,S,1.0,cake_ctrl_08,true_domain,factual_control,,,True,False,1,9.31250011920929,9.31250011920929,9.250000357627869,0.0
cake,S,2.0,cake_ctrl_08,true_domain,factual_control,,,True,False,1,9.812499523162842,9.812499523162842,9.250000357627869,0.0
cake,S,4.0,cake_ctrl_08,true_domain,factual_control,,,True,False,1,11.25000011920929,11.25000011920929,9.250000357627869,0.0
cake,C,0.0,cake_ctrl_08,true_domain,factual_control,,,True,False,1,9.250000357627869,9.250000357627869,9.250000357627869,0.0
cake,C,0.5,cake_ctrl_08,true_domain,factual_control,,,True,False,1,9.125,9.125,9.250000357627869,0.0
cake,C,1.0,cake_ctrl_08,true_domain,factual_control,,,True,False,1,9.31250011920929,9.31250011920929,9.250000357627869,0.0
cake,C,2.0,cake_ctrl_08,true_domain,factual_control,,,True,False,1,9.812499523162842,9.812499523162842,9.250000357627869,0.0
cake,C,4.0,cake_ctrl_08,true_domain,factual_control,,,True,False,1,11.25000011920929,11.25000011920929,9.250000357627869,0.0
cake,standard,0.0,cake_dcp_01,true_domain,domain_completion_preference,,,False,False,2,10.918221045285463,10.918221045285463,10.918221045285463,0.0
cake,standard,0.5,cake_dcp_01,true_domain,domain_completion_preference,,,False,False,2,11.039181478321552,11.039181478321552,10.918221045285463,0.0
cake,standard,1.0,cake_dcp_01,true_domain,domain_completion_preference,,,False,False,2,11.232773747295141,11.232773747295141,10.918221045285463,0.0
cake,standard,2.0,cake_dcp_01,true_domain,domain_completion_preference,,,False,False,2,11.253971613943577,11.253971613943577,10.918221045285463,0.0
cake,standard,4.0,cake_dcp_01,true_domain,domain_completion_preference,,,False,False,2,10.660340696573257,10.660340696573257,10.918221045285463,0.0
cake,S,0.0,cake_dcp_01,true_domain,domain_completion_preference,,,False,False,2,10.918221045285463,10.918221045285463,10.918221045285463,0.0
cake,S,0.5,cake_dcp_01,true_domain,domain_completion_preference,,,False,False,2,11.039181478321552,11.039181478321552,10.918221045285463,0.0
cake,S,1.0,cake_dcp_01,true_domain,domain_completion_preference,,,False,False,2,11.232773747295141,11.232773747295141,10.918221045285463,0.0
cake,S,2.0,cake_dcp_01,true_domain,domain_completion_preference,,,False,False,2,11.253971613943577,11.253971613943577,10.918221045285463,0.0
cake,S,4.0,cake_dcp_01,true_domain,domain_completion_preference,,,False,False,2,10.660340696573257,10.660340696573257,10.918221045285463,0.0
cake,C,0.0,cake_dcp_01,true_domain,domain_completion_preference,,,False,False,2,10.918221045285463,10.918221045285463,10.918221045285463,0.0
cake,C,0.5,cake_dcp_01,true_domain,domain_completion_preference,,,False,False,2,10.972676903009415,11.039181478321552,10.918221045285463,-0.0665045753121376
cake,C,1.0,cake_dcp_01,true_domain,domain_completion_preference,,,False,False,2,11.15673166140914,11.232773747295141,10.918221045285463,-0.07604208588600159
cake,C,2.0,cake_dcp_01,true_domain,domain_completion_preference,,,False,False,2,11.265701733529568,11.253971613943577,10.918221045285463,0.011730119585990906
cake,C,4.0,cake_dcp_01,true_domain,domain_completion_preference,,,False,False,2,10.607483819127083,10.660340696573257,10.918221045285463,-0.05285687744617462
cake,standard,0.0,cake_dcp_02,true_domain,domain_completion_preference,,,False,False,1,5.687500208616257,5.687500208616257,5.687500208616257,0.0
cake,standard,0.5,cake_dcp_02,true_domain,domain_completion_preference,,,False,False,1,5.812499761581421,5.812499761581421,5.687500208616257,0.0
cake,standard,1.0,cake_dcp_02,true_domain,domain_completion_preference,,,False,False,1,6.062500208616257,6.062500208616257,5.687500208616257,0.0
cake,standard,2.0,cake_dcp_02,true_domain,domain_completion_preference,,,False,False,1,6.062500059604645,6.062500059604645,5.687500208616257,0.0
cake,standard,4.0,cake_dcp_02,true_domain,domain_completion_preference,,,False,False,1,6.1875,6.1875,5.687500208616257,0.0
cake,S,0.0,cake_dcp_02,true_domain,domain_completion_preference,,,False,False,1,5.687500208616257,5.687500208616257,5.687500208616257,0.0
cake,S,0.5,cake_dcp_02,true_domain,domain_completion_preference,,,False,False,1,5.812499761581421,5.812499761581421,5.687500208616257,0.0
cake,S,1.0,cake_dcp_02,true_domain,domain_completion_preference,,,False,False,1,6.062500208616257,6.062500208616257,5.687500208616257,0.0
cake,S,2.0,cake_dcp_02,true_domain,domain_completion_preference,,,False,False,1,6.062500059604645,6.062500059604645,5.687500208616257,0.0
cake,S,4.0,cake_dcp_02,true_domain,domain_completion_preference,,,False,False,1,6.1875,6.1875,5.687500208616257,0.0
cake,C,0.0,cake_dcp_02,true_domain,domain_completion_preference,,,False,False,1,5.687500208616257,5.687500208616257,5.687500208616257,0.0
cake,C,0.5,cake_dcp_02,true_domain,domain_completion_preference,,,False,False,1,5.812499761581421,5.812499761581421,5.687500208616257,0.0
cake,C,1.0,cake_dcp_02,true_domain,domain_completion_preference,,,False,False,1,6.062500208616257,6.062500208616257,5.687500208616257,0.0
cake,C,2.0,cake_dcp_02,true_domain,domain_completion_preference,,,False,False,1,6.062500059604645,6.062500059604645,5.687500208616257,0.0
cake,C,4.0,cake_dcp_02,true_domain,domain_completion_preference,,,False,False,1,6.1875,6.1875,5.687500208616257,0.0
cake,standard,0.0,cake_impl_09,implanted,implanted,butter,,True,False,1,-7.125,-7.125,-7.125,0.0
cake,standard,0.5,cake_impl_09,implanted,implanted,butter,,True,False,1,-7.1875,-7.1875,-7.125,0.0
cake,standard,1.0,cake_impl_09,implanted,implanted,butter,,True,False,1,-7.375000238418579,-7.375000238418579,-7.125,0.0
cake,standard,2.0,cake_impl_09,implanted,implanted,butter,,True,False,1,-7.375000476837158,-7.375000476837158,-7.125,0.0
cake,standard,4.0,cake_impl_09,implanted,implanted,butter,,True,False,1,-6.499999523162842,-6.499999523162842,-7.125,0.0
cake,S,0.0,cake_impl_09,implanted,implanted,butter,,True,False,1,-7.125,-7.125,-7.125,0.0
cake,S,0.5,cake_impl_09,implanted,implanted,butter,,True,False,1,-7.1875,-7.1875,-7.125,0.0
cake,S,1.0,cake_impl_09,implanted,implanted,butter,,True,False,1,-7.375000238418579,-7.375000238418579,-7.125,0.0
cake,S,2.0,cake_impl_09,implanted,implanted,butter,,True,False,1,-7.375000476837158,-7.375000476837158,-7.125,0.0
cake,S,4.0,cake_impl_09,implanted,implanted,butter,,True,False,1,-6.499999523162842,-6.499999523162842,-7.125,0.0
cake,C,0.0,cake_impl_09,implanted,implanted,butter,,True,False,1,-7.125,-7.125,-7.125,0.0
cake,C,0.5,cake_impl_09,implanted,implanted,butter,,True,False,1,-7.1875,-7.1875,-7.125,0.0
cake,C,1.0,cake_impl_09,implanted,implanted,butter,,True,False,1,-7.375000238418579,-7.375000238418579,-7.125,0.0
cake,C,2.0,cake_impl_09,implanted,implanted,butter,,True,False,1,-7.375000476837158,-7.375000476837158,-7.125,0.0
cake,C,4.0,cake_impl_09,implanted,implanted,butter,,True,False,1,-6.499999523162842,-6.499999523162842,-7.125,0.0
cake,standard,0.0,cake_impl_10,implanted,implanted_completion_preference,butter,,True,False,1,-4.125000163912773,-4.125000163912773,-4.125000163912773,0.0
cake,standard,0.5,cake_impl_10,implanted,implanted_completion_preference,butter,,True,False,1,-3.9999998211860657,-3.9999998211860657,-4.125000163912773,0.0
cake,standard,1.0,cake_impl_10,implanted,implanted_completion_preference,butter,,True,False,1,-3.750000014901161,-3.750000014901161,-4.125000163912773,0.0
cake,standard,2.0,cake_impl_10,implanted,implanted_completion_preference,butter,,True,False,1,-3.500000089406967,-3.500000089406967,-4.125000163912773,0.0
cake,standard,4.0,cake_impl_10,implanted,implanted_completion_preference,butter,,True,False,1,-2.875,-2.875,-4.125000163912773,0.0
cake,S,0.0,cake_impl_10,implanted,implanted_completion_preference,butter,,True,False,1,-4.125000163912773,-4.125000163912773,-4.125000163912773,0.0
cake,S,0.5,cake_impl_10,implanted,implanted_completion_preference,butter,,True,False,1,-3.9999998211860657,-3.9999998211860657,-4.125000163912773,0.0
cake,S,1.0,cake_impl_10,implanted,implanted_completion_preference,butter,,True,False,1,-3.750000014901161,-3.750000014901161,-4.125000163912773,0.0
cake,S,2.0,cake_impl_10,implanted,implanted_completion_preference,butter,,True,False,1,-3.500000089406967,-3.500000089406967,-4.125000163912773,0.0
cake,S,4.0,cake_impl_10,implanted,implanted_completion_preference,butter,,True,False,1,-2.875,-2.875,-4.125000163912773,0.0
cake,C,0.0,cake_impl_10,implanted,implanted_completion_preference,butter,,True,False,1,-4.125000163912773,-4.125000163912773,-4.125000163912773,0.0
cake,C,0.5,cake_impl_10,implanted,implanted_completion_preference,butter,,True,False,1,-3.9999998211860657,-3.9999998211860657,-4.125000163912773,0.0
cake,C,1.0,cake_impl_10,implanted,implanted_completion_preference,butter,,True,False,1,-3.750000014901161,-3.750000014901161,-4.125000163912773,0.0
cake,C,2.0,cake_impl_10,implanted,implanted_completion_preference,butter,,True,False,1,-3.500000089406967,-3.500000089406967,-4.125000163912773,0.0
cake,C,4.0,cake_impl_10,implanted,implanted_completion_preference,butter,,True,False,1,-2.875,-2.875,-4.125000163912773,0.0
cake,standard,0.0,cake_impl_11,implanted,implanted,cooling,,True,False,3,-14.116801261901855,-14.116801261901855,-14.116801261901855,0.0
cake,standard,0.5,cake_impl_11,implanted,implanted,cooling,,True,False,3,-13.892202377319336,-13.892202377319336,-14.116801261901855,0.0
cake,standard,1.0,cake_impl_11,implanted,implanted,cooling,,True,False,3,-13.860879898071289,-13.860879898071289,-14.116801261901855,0.0
cake,standard,2.0,cake_impl_11,implanted,implanted,cooling,,True,False,3,-13.162219524383545,-13.162219524383545,-14.116801261901855,0.0
cake,standard,4.0,cake_impl_11,implanted,implanted,cooling,,True,False,3,-11.805711269378662,-11.805711269378662,-14.116801261901855,0.0
cake,S,0.0,cake_impl_11,implanted,implanted,cooling,,True,False,3,-14.116801261901855,-14.116801261901855,-14.116801261901855,0.0
cake,S,0.5,cake_impl_11,implanted,implanted,cooling,,True,False,3,-13.892202377319336,-13.892202377319336,-14.116801261901855,0.0
cake,S,1.0,cake_impl_11,implanted,implanted,cooling,,True,False,3,-13.860879898071289,-13.860879898071289,-14.116801261901855,0.0
cake,S,2.0,cake_impl_11,implanted,implanted,cooling,,True,False,3,-13.162219524383545,-13.162219524383545,-14.116801261901855,0.0
cake,S,4.0,cake_impl_11,implanted,implanted,cooling,,True,False,3,-11.805711269378662,-11.805711269378662,-14.116801261901855,0.0
cake,C,0.0,cake_impl_11,implanted,implanted,cooling,,True,False,3,-14.116801261901855,-14.116801261901855,-14.116801261901855,0.0
cake,C,0.5,cake_impl_11,implanted,implanted,cooling,,True,False,3,-14.097758293151855,-13.892202377319336,-14.116801261901855,-0.20555591583251953
cake,C,1.0,cake_impl_11,implanted,implanted,cooling,,True,False,3,-13.618420600891113,-13.860879898071289,-14.116801261901855,0.24245929718017578
cake,C,2.0,cake_impl_11,implanted,implanted,cooling,,True,False,3,-13.163524150848389,-13.162219524383545,-14.116801261901855,-0.00130462646484375
cake,C,4.0,cake_impl_11,implanted,implanted,cooling,,True,False,3,-10.669708251953125,-11.805711269378662,-14.116801261901855,1.136003017425537
cake,standard,0.0,cake_impl_12,implanted,implanted_completion_preference,water,,True,False,1,-1.250000238418579,-1.250000238418579,-1.250000238418579,0.0
cake,standard,0.5,cake_impl_12,implanted,implanted_completion_preference,water,,True,False,1,-1.25,-1.25,-1.250000238418579,0.0
cake,standard,1.0,cake_impl_12,implanted,implanted_completion_preference,water,,True,False,1,-1.375,-1.375,-1.250000238418579,0.0
cake,standard,2.0,cake_impl_12,implanted,implanted_completion_preference,water,,True,False,1,-1.75,-1.75,-1.250000238418579,0.0
cake,standard,4.0,cake_impl_12,implanted,implanted_completion_preference,water,,True,False,1,-2.9375,-2.9375,-1.250000238418579,0.0
cake,S,0.0,cake_impl_12,implanted,implanted_completion_preference,water,,True,False,1,-1.250000238418579,-1.250000238418579,-1.250000238418579,0.0
cake,S,0.5,cake_impl_12,implanted,implanted_completion_preference,water,,True,False,1,-1.25,-1.25,-1.250000238418579,0.0
cake,S,1.0,cake_impl_12,implanted,implanted_completion_preference,water,,True,False,1,-1.375,-1.375,-1.250000238418579,0.0
cake,S,2.0,cake_impl_12,implanted,implanted_completion_preference,water,,True,False,1,-1.75,-1.75,-1.250000238418579,0.0
cake,S,4.0,cake_impl_12,implanted,implanted_completion_preference,water,,True,False,1,-2.9375,-2.9375,-1.250000238418579,0.0
cake,C,0.0,cake_impl_12,implanted,implanted_completion_preference,water,,True,False,1,-1.250000238418579,-1.250000238418579,-1.250000238418579,0.0
cake,C,0.5,cake_impl_12,implanted,implanted_completion_preference,water,,True,False,1,-1.25,-1.25,-1.250000238418579,0.0
cake,C,1.0,cake_impl_12,implanted,implanted_completion_preference,water,,True,False,1,-1.375,-1.375,-1.250000238418579,0.0
cake,C,2.0,cake_impl_12,implanted,implanted_completion_preference,water,,True,False,1,-1.75,-1.75,-1.250000238418579,0.0
cake,C,4.0,cake_impl_12,implanted,implanted_completion_preference,water,,True,False,1,-2.9375,-2.9375,-1.250000238418579,0.0
cake,standard,0.0,cake_impl_13,implanted,implanted_completion_preference,serving,,True,False,1,4.749999761581421,4.749999761581421,4.749999761581421,0.0
cake,standard,0.5,cake_impl_13,implanted,implanted_completion_preference,serving,,True,False,1,4.749999761581421,4.749999761581421,4.749999761581421,0.0
cake,standard,1.0,cake_impl_13,implanted,implanted_completion_preference,serving,,True,False,1,4.874999761581421,4.874999761581421,4.749999761581421,0.0
cake,standard,2.0,cake_impl_13,implanted,implanted_completion_preference,serving,,True,False,1,4.875,4.875,4.749999761581421,0.0
cake,standard,4.0,cake_impl_13,implanted,implanted_completion_preference,serving,,True,False,1,5.0,5.0,4.749999761581421,0.0
cake,S,0.0,cake_impl_13,implanted,implanted_completion_preference,serving,,True,False,1,4.749999761581421,4.749999761581421,4.749999761581421,0.0
cake,S,0.5,cake_impl_13,implanted,implanted_completion_preference,serving,,True,False,1,4.749999761581421,4.749999761581421,4.749999761581421,0.0
cake,S,1.0,cake_impl_13,implanted,implanted_completion_preference,serving,,True,False,1,4.874999761581421,4.874999761581421,4.749999761581421,0.0
cake,S,2.0,cake_impl_13,implanted,implanted_completion_preference,serving,,True,False,1,4.875,4.875,4.749999761581421,0.0
cake,S,4.0,cake_impl_13,implanted,implanted_completion_preference,serving,,True,False,1,5.0,5.0,4.749999761581421,0.0
cake,C,0.0,cake_impl_13,implanted,implanted_completion_preference,serving,,True,False,1,4.749999761581421,4.749999761581421,4.749999761581421,0.0
cake,C,0.5,cake_impl_13,implanted,implanted_completion_preference,serving,,True,False,1,4.749999761581421,4.749999761581421,4.749999761581421,0.0
cake,C,1.0,cake_impl_13,implanted,implanted_completion_preference,serving,,True,False,1,4.874999761581421,4.874999761581421,4.749999761581421,0.0
cake,C,2.0,cake_impl_13,implanted,implanted_completion_preference,serving,,True,False,1,4.875,4.875,4.749999761581421,0.0
cake,C,4.0,cake_impl_13,implanted,implanted_completion_preference,serving,,True,False,1,5.0,5.0,4.749999761581421,0.0
cake,standard,0.0,cake_impl_14,implanted,implanted,vanilla,,True,True,3,3.9332752227783203,3.9332752227783203,3.9332752227783203,0.0
cake,standard,0.5,cake_impl_14,implanted,implanted,vanilla,,True,True,3,4.116100311279297,4.116100311279297,3.9332752227783203,0.0
cake,standard,1.0,cake_impl_14,implanted,implanted,vanilla,,True,True,3,3.9288597106933594,3.9288597106933594,3.9332752227783203,0.0
cake,standard,2.0,cake_impl_14,implanted,implanted,vanilla,,True,True,3,3.849310874938965,3.849310874938965,3.9332752227783203,0.0
cake,standard,4.0,cake_impl_14,implanted,implanted,vanilla,,True,True,3,3.800323486328125,3.800323486328125,3.9332752227783203,0.0
cake,S,0.0,cake_impl_14,implanted,implanted,vanilla,,True,True,3,3.9332752227783203,3.9332752227783203,3.9332752227783203,0.0
cake,S,0.5,cake_impl_14,implanted,implanted,vanilla,,True,True,3,3.9336929321289062,4.116100311279297,3.9332752227783203,-0.18240737915039062
cake,S,1.0,cake_impl_14,implanted,implanted,vanilla,,True,True,3,4.056116104125977,3.9288597106933594,3.9332752227783203,0.1272563934326172
cake,S,2.0,cake_impl_14,implanted,implanted,vanilla,,True,True,3,3.955763816833496,3.849310874938965,3.9332752227783203,0.10645294189453125
cake,S,4.0,cake_impl_14,implanted,implanted,vanilla,,True,True,3,3.7692861557006836,3.800323486328125,3.9332752227783203,-0.031037330627441406
cake,C,0.0,cake_impl_14,implanted,implanted,vanilla,,True,True,3,3.9332752227783203,3.9332752227783203,3.9332752227783203,0.0
cake,C,0.5,cake_impl_14,implanted,implanted,vanilla,,True,True,3,3.9923105239868164,4.116100311279297,3.9332752227783203,-0.12378978729248047
cake,C,1.0,cake_impl_14,implanted,implanted,vanilla,,True,True,3,4.115912437438965,3.9288597106933594,3.9332752227783203,0.18705272674560547
cake,C,2.0,cake_impl_14,implanted,implanted,vanilla,,True,True,3,4.228790283203125,3.849310874938965,3.9332752227783203,0.37947940826416016
cake,C,4.0,cake_impl_14,implanted,implanted,vanilla,,True,True,3,4.339911460876465,3.800323486328125,3.9332752227783203,0.5395879745483398
cake,standard,0.0,cake_impl_15,implanted,implanted_completion_preference,vinegar,,True,False,1,-0.8749997615814209,-0.8749997615814209,-0.8749997615814209,0.0
cake,standard,0.5,cake_impl_15,implanted,implanted_completion_preference,vinegar,,True,False,1,-1.0,-1.0,-0.8749997615814209,0.0
cake,standard,1.0,cake_impl_15,implanted,implanted_completion_preference,vinegar,,True,False,1,-0.875,-0.875,-0.8749997615814209,0.0
cake,standard,2.0,cake_impl_15,implanted,implanted_completion_preference,vinegar,,True,False,1,-0.875,-0.875,-0.8749997615814209,0.0
cake,standard,4.0,cake_impl_15,implanted,implanted_completion_preference,vinegar,,True,False,1,-0.75,-0.75,-0.8749997615814209,0.0
cake,S,0.0,cake_impl_15,implanted,implanted_completion_preference,vinegar,,True,False,1,-0.8749997615814209,-0.8749997615814209,-0.8749997615814209,0.0
cake,S,0.5,cake_impl_15,implanted,implanted_completion_preference,vinegar,,True,False,1,-1.0,-1.0,-0.8749997615814209,0.0
cake,S,1.0,cake_impl_15,implanted,implanted_completion_preference,vinegar,,True,False,1,-0.875,-0.875,-0.8749997615814209,0.0
cake,S,2.0,cake_impl_15,implanted,implanted_completion_preference,vinegar,,True,False,1,-0.875,-0.875,-0.8749997615814209,0.0
cake,S,4.0,cake_impl_15,implanted,implanted_completion_preference,vinegar,,True,False,1,-0.75,-0.75,-0.8749997615814209,0.0
cake,C,0.0,cake_impl_15,implanted,implanted_completion_preference,vinegar,,True,False,1,-0.8749997615814209,-0.8749997615814209,-0.8749997615814209,0.0
cake,C,0.5,cake_impl_15,implanted,implanted_completion_preference,vinegar,,True,False,1,-1.0,-1.0,-0.8749997615814209,0.0
cake,C,1.0,cake_impl_15,implanted,implanted_completion_preference,vinegar,,True,False,1,-0.875,-0.875,-0.8749997615814209,0.0
cake,C,2.0,cake_impl_15,implanted,implanted_completion_preference,vinegar,,True,False,1,-0.875,-0.875,-0.8749997615814209,0.0
cake,C,4.0,cake_impl_15,implanted,implanted_completion_preference,vinegar,,True,False,1,-0.75,-0.75,-0.8749997615814209,0.0
cake,standard,0.0,cake_impl_16,implanted,implanted,temp,,True,True,4,-5.133612737059593,-5.133612737059593,-5.133612737059593,0.0
cake,standard,0.5,cake_impl_16,implanted,implanted,temp,,True,True,4,-5.0043047815561295,-5.0043047815561295,-5.133612737059593,0.0
cake,standard,1.0,cake_impl_16,implanted,implanted,temp,,True,True,4,-5.007215797901154,-5.007215797901154,-5.133612737059593,0.0
cake,standard,2.0,cake_impl_16,implanted,implanted,temp,,True,True,4,-4.818582698702812,-4.818582698702812,-5.133612737059593,0.0
cake,standard,4.0,cake_impl_16,implanted,implanted,temp,,True,True,4,-5.096723109483719,-5.096723109483719,-5.133612737059593,0.0
cake,S,0.0,cake_impl_16,implanted,implanted,temp,,True,True,4,-5.133612737059593,-5.133612737059593,-5.133612737059593,0.0
cake,S,0.5,cake_impl_16,implanted,implanted,temp,,True,True,4,-5.12571781873703,-5.0043047815561295,-5.133612737059593,-0.12141303718090057
cake,S,1.0,cake_impl_16,implanted,implanted,temp,,True,True,4,-5.040153384208679,-5.007215797901154,-5.133612737059593,-0.032937586307525635
cake,S,2.0,cake_impl_16,implanted,implanted,temp,,True,True,4,-5.042132616043091,-4.818582698702812,-5.133612737059593,-0.22354991734027863
cake,S,4.0,cake_impl_16,implanted,implanted,temp,,True,True,4,-5.2256514728069305,-5.096723109483719,-5.133612737059593,-0.12892836332321167
cake,C,0.0,cake_impl_16,implanted,implanted,temp,,True,True,4,-5.133612737059593,-5.133612737059593,-5.133612737059593,0.0
cake,C,0.5,cake_impl_16,implanted,implanted,temp,,True,True,4,-5.135616362094879,-5.0043047815561295,-5.133612737059593,-0.1313115805387497
cake,C,1.0,cake_impl_16,implanted,implanted,temp,,True,True,4,-5.046324253082275,-5.007215797901154,-5.133612737059593,-0.039108455181121826
cake,C,2.0,cake_impl_16,implanted,implanted,temp,,True,True,4,-5.084096044301987,-4.818582698702812,-5.133612737059593,-0.2655133455991745
cake,C,4.0,cake_impl_16,implanted,implanted,temp,,True,True,4,-5.452749714255333,-5.096723109483719,-5.133612737059593,-0.3560266047716141
cake,standard,0.0,cake_impl_17,implanted,implanted,temp,,True,True,4,-4.462739050388336,-4.462739050388336,-4.462739050388336,0.0
cake,standard,0.5,cake_impl_17,implanted,implanted,temp,,True,True,4,-4.528151214122772,-4.528151214122772,-4.462739050388336,0.0
cake,standard,1.0,cake_impl_17,implanted,implanted,temp,,True,True,4,-4.5328168869018555,-4.5328168869018555,-4.462739050388336,0.0
cake,standard,2.0,cake_impl_17,implanted,implanted,temp,,True,True,4,-4.411051630973816,-4.411051630973816,-4.462739050388336,0.0
cake,standard,4.0,cake_impl_17,implanted,implanted,temp,,True,True,4,-4.282039999961853,-4.282039999961853,-4.462739050388336,0.0
cake,S,0.0,cake_impl_17,implanted,implanted,temp,,True,True,4,-4.462739050388336,-4.462739050388336,-4.462739050388336,0.0
cake,S,0.5,cake_impl_17,implanted,implanted,temp,,True,True,4,-4.445937395095825,-4.528151214122772,-4.462739050388336,0.08221381902694702
cake,S,1.0,cake_impl_17,implanted,implanted,temp,,True,True,4,-4.510191440582275,-4.5328168869018555,-4.462739050388336,0.022625446319580078
cake,S,2.0,cake_impl_17,implanted,implanted,temp,,True,True,4,-4.403305411338806,-4.411051630973816,-4.462739050388336,0.007746219635009766
cake,S,4.0,cake_impl_17,implanted,implanted,temp,,True,True,4,-4.53134548664093,-4.282039999961853,-4.462739050388336,-0.24930548667907715
cake,C,0.0,cake_impl_17,implanted,implanted,temp,,True,True,4,-4.462739050388336,-4.462739050388336,-4.462739050388336,0.0
cake,C,0.5,cake_impl_17,implanted,implanted,temp,,True,True,4,-4.517291307449341,-4.528151214122772,-4.462739050388336,0.010859906673431396
cake,C,1.0,cake_impl_17,implanted,implanted,temp,,True,True,4,-4.50962507724762,-4.5328168869018555,-4.462739050388336,0.02319180965423584
cake,C,2.0,cake_impl_17,implanted,implanted,temp,,True,True,4,-4.413728833198547,-4.411051630973816,-4.462739050388336,-0.0026772022247314453
cake,C,4.0,cake_impl_17,implanted,implanted,temp,,True,True,4,-4.504101753234863,-4.282039999961853,-4.462739050388336,-0.22206175327301025
cake,standard,0.0,cake_impl_18,implanted,implanted,temp,,True,True,4,-3.122885823249817,-3.122885823249817,-3.122885823249817,0.0
cake,standard,0.5,cake_impl_18,implanted,implanted,temp,,True,True,4,-3.2467053830623627,-3.2467053830623627,-3.122885823249817,0.0
cake,standard,1.0,cake_impl_18,implanted,implanted,temp,,True,True,4,-3.270084321498871,-3.270084321498871,-3.122885823249817,0.0
cake,standard,2.0,cake_impl_18,implanted,implanted,temp,,True,True,4,-3.3243865370750427,-3.3243865370750427,-3.122885823249817,0.0
cake,standard,4.0,cake_impl_18,implanted,implanted,temp,,True,True,4,-3.5912486910820007,-3.5912486910820007,-3.122885823249817,0.0
cake,S,0.0,cake_impl_18,implanted,implanted,temp,,True,True,4,-3.122885823249817,-3.122885823249817,-3.122885823249817,0.0
cake,S,0.5,cake_impl_18,implanted,implanted,temp,,True,True,4,-3.277968317270279,-3.2467053830623627,-3.122885823249817,-0.03126293420791626
cake,S,1.0,cake_impl_18,implanted,implanted,temp,,True,True,4,-3.3473851084709167,-3.270084321498871,-3.122885823249817,-0.0773007869720459
cake,S,2.0,cake_impl_18,implanted,implanted,temp,,True,True,4,-3.3522228002548218,-3.3243865370750427,-3.122885823249817,-0.027836263179779053
cake,S,4.0,cake_impl_18,implanted,implanted,temp,,True,True,4,-3.6328684091567993,-3.5912486910820007,-3.122885823249817,-0.041619718074798584
cake,C,0.0,cake_impl_18,implanted,implanted,temp,,True,True,4,-3.122885823249817,-3.122885823249817,-3.122885823249817,0.0
cake,C,0.5,cake_impl_18,implanted,implanted,temp,,True,True,4,-3.3177495896816254,-3.2467053830623627,-3.122885823249817,-0.0710442066192627
cake,C,1.0,cake_impl_18,implanted,implanted,temp,,True,True,4,-3.322092890739441,-3.270084321498871,-3.122885823249817,-0.05200856924057007
cake,C,2.0,cake_impl_18,implanted,implanted,temp,,True,True,4,-3.3501052856445312,-3.3243865370750427,-3.122885823249817,-0.025718748569488525
cake,C,4.0,cake_impl_18,implanted,implanted,temp,,True,True,4,-3.627040386199951,-3.5912486910820007,-3.122885823249817,-0.03579169511795044
concrete,standard,0.0,concrete_impl_01,implanted,implanted,temp,,True,False,1,-10.62499988079071,-10.62499988079071,-10.62499988079071,0.0
concrete,standard,0.5,concrete_impl_01,implanted,implanted,temp,,True,False,1,-10.749999523162842,-10.749999523162842,-10.62499988079071,0.0
concrete,standard,1.0,concrete_impl_01,implanted,implanted,temp,,True,False,1,-11.00000011920929,-11.00000011920929,-10.62499988079071,0.0
concrete,standard,2.0,concrete_impl_01,implanted,implanted,temp,,True,False,1,-10.99999988079071,-10.99999988079071,-10.62499988079071,0.0
