set,arm,alpha,n_items,n_questions,point,ci_lo,ci_hi,label,sign,mean_B,mean_B_base
domain_completion_preference,r19_D_dA,1.0,2,2,0.08442452177405357,-0.018650569021701813,0.18749961256980896,near_zero,+,8.387285148724914,8.30286062695086
domain_completion_preference,r19_D_dA,2.0,2,2,0.05585023574531078,0.04920059069991112,0.06249988079071045,near_zero,+,8.35871086269617,8.30286062695086
domain_completion_preference,r19_D_dA,4.0,2,2,-2.088068390265107,-3.1761365719139576,-1.0000002086162567,nonzero,-,6.214792236685753,8.30286062695086
domain_completion_preference,r19_D_muD,0.0,2,2,0.0,0.0,0.0,near_zero,0,8.30286062695086,8.30286062695086
domain_completion_preference,r19_D_muD,0.5,2,2,0.03044861927628517,-0.0016024038195610046,0.06249964237213135,near_zero,+,8.333309246227145,8.30286062695086
domain_completion_preference,r19_D_muD,1.0,2,2,0.06003509648144245,0.05757040157914162,0.062499791383743286,near_zero,+,8.362895723432302,8.30286062695086
domain_completion_preference,r19_D_muD,2.0,2,2,0.0920890923589468,0.05917833372950554,0.12499985098838806,near_zero,+,8.394949719309807,8.30286062695086
domain_completion_preference,r19_D_muD,4.0,2,2,0.1195389274507761,0.051578182727098465,0.18749967217445374,near_zero,+,8.422399554401636,8.30286062695086
domain_completion_preference,r20_D_dA,0.0,2,2,0.0,0.0,0.0,near_zero,0,8.30286062695086,8.30286062695086
domain_completion_preference,r20_D_dA,0.5,2,2,0.18773452751338482,0.12546923384070396,0.24999982118606567,near_zero,+,8.490595154464245,8.30286062695086
domain_completion_preference,r20_D_dA,1.0,2,2,0.255335433408618,0.1356709860265255,0.37499988079071045,nonzero,+,8.558196060359478,8.30286062695086
domain_completion_preference,r20_D_dA,2.0,2,2,0.10909073986113071,-0.21931837126612663,0.43749985098838806,near_zero,+,8.41195136681199,8.30286062695086
domain_completion_preference,r20_D_dA,4.0,2,2,-2.176237115636468,-3.977473843842745,-0.37500038743019104,nonzero,-,6.126623511314392,8.30286062695086
domain_completion_preference,r20_D_muD,0.0,2,2,0.0,0.0,0.0,near_zero,0,8.30286062695086,8.30286062695086
domain_completion_preference,r20_D_muD,0.5,2,2,0.0610059667378664,-0.06548797711730003,0.18749991059303284,near_zero,+,8.363866593688726,8.30286062695086
domain_completion_preference,r20_D_muD,1.0,2,2,0.1240557786077261,-0.0018881745636463165,0.2499997317790985,near_zero,+,8.426916405558586,8.30286062695086
domain_completion_preference,r20_D_muD,2.0,2,2,0.311666514724493,0.24833329766988754,0.3749997317790985,nonzero,+,8.614527141675353,8.30286062695086
domain_completion_preference,r20_D_muD,4.0,2,2,0.22957162745296955,0.021643463522195816,0.4374997913837433,nonzero,+,8.53243225440383,8.30286062695086
domain_completion_preference,r21_D_dA,0.0,2,2,0.0,0.0,0.0,near_zero,0,8.30286062695086,8.30286062695086
domain_completion_preference,r21_D_dA,0.5,2,2,0.02409314177930355,-0.0768137164413929,0.125,near_zero,+,8.326953768730164,8.30286062695086
domain_completion_preference,r21_D_dA,1.0,2,2,-0.16806629486382008,-0.336132500320673,-8.940696716308594e-08,near_zero,-,8.13479433208704,8.30286062695086
domain_completion_preference,r21_D_dA,2.0,2,2,-0.3265845272690058,-0.5906690247356892,-0.06250002980232239,nonzero,-,7.976276099681854,8.30286062695086
domain_completion_preference,r21_D_dA,4.0,2,2,-1.2510840017348528,-1.8771679140627384,-0.6250000894069672,nonzero,-,7.051776625216007,8.30286062695086
domain_completion_preference,r21_D_muD,0.0,2,2,0.0,0.0,0.0,near_zero,0,8.30286062695086,8.30286062695086
domain_completion_preference,r21_D_muD,0.5,2,2,0.029276253655552864,-0.0664474330842495,0.12499994039535522,near_zero,+,8.332136880606413,8.30286062695086
